row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A - TẢI SẢN NGÁN HẠN,A - TẢI SẢN NGÁN HẠN,A - TẢI SẢN NGÁN HẠN,A - TẢI SẢN NGÁN HẠN,100,,5.782.003.202.047,6.277.386.822.627,,100.0,,5782003202047.0,6277386822627.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,V.1,55.905.361.638,205.995.895.202,,110.0,,55905361638.0,205995895202.0
1.,1.,1.,Tiền,111,,49.905.361.638,87.470.851.459,,111.0,,49905361638.0,87470851459.0
2.,2.,2.,Các khoản tương đương tiền,112,,6.000.000.000,118.525.043.743,,112.0,,6000000000.0,118525043743.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,45.205.000.000,31.205.000.000,,120.0,,45205000000.0,31205000000.0
1.,1.,1.,Chứng khoán kinh doanh,121,,-,-,,121.0,,,
2.,2.,2.,Dự phòng giảm giá chứng khoán kính doanh,122,,-,-,,122.0,,,
3.,3.,3.,Đầu tư nằm giữ đến ngày đáo hạn,123,V.2,45.205.000.000,31.205.000.000,,123.0,,45205000000.0,31205000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,898.276.168.582,926.576.100.570,,130.0,,898276168582.0,926576100570.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,V.3a,823.831.688.446,895.969.250.763,,131.0,,823831688446.0,895969250763.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,V.4,47.388.931.606,5.458.623.443,,132.0,,47388931606.0,5458623443.0
3.,3.,3.,Phải thu nội bộ ngắn hạn,133,,-,-,,133.0,,,
4.,4.,4.,Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,134,,-,-,,134.0,,,
5.,5.,5.,Phải thu về cho vay ngắn hạn,135,,-,-,,135.0,,,
6.,6.,6.,Phải thu ngắn hạn khác,136,V.5a,26.797.569.053,25.050.842.066,,136.0,,26797569053.0,25050842066.0
7.,7.,7.,Dự phòng phải thu ngắn hạn khó đòi,137,,-,-,,137.0,,,
8.,8.,8.,Tải sản thiếu chờ xử lý,139,,257.979.477,97.384.298,,139.0,,257979477.0,97384298.0
IV.,IV.,IV.,Hàng tồn kho,140,V.7,4.780.154.907.591,5.110.419.889.961,,140.0,,4780154907591.0,5110419889961.0
1.,1.,1.,Hàng tồn kho,141,,4.780.154.907.591,5.110.419.889.961,,141.0,,4780154907591.0,5110419889961.0
2.,2.,2.,Dự phòng giảm giả hàng tồn kho,149,,-,-,,149.0,,,
V.,V.,V.,Tài sản ngắn hạn khác,150,,2.461.764.236,3.189.936.894,,150.0,,2461764236.0,3189936894.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,V.8a,2.461.764.236,2.732.979.250,,151.0,,2461764236.0,2732979250.0
2.,2.,2.,Thuế giá trị gia tâng được khấu trừ,152,,-,456.957.644,,152.0,,,456957644.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,,-,-,,153.0,,,
4.,4.,4.,Giao dịch mua bán lại trái phiếu Chính phủ,154,,-,-,,154.0,,,
5.,5.,5.,Tài sản ngắn hạn khác,155,,-,-,,155.0,,,
