row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm VND,Số đầu năm VND,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Chứng khoán đầu tư,TÀI SẢN > Chứng khoán đầu tư,Chứng khoán đầu tư,12,52.589.033.787.156,40.291.755.021.791,12.0,52589033787156.0,40291755021791.0
Chứng khoán đầu tư sẵn sàng để bán,TÀI SẢN > Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,,52.635.610.527.457,40.331.397.720.516,,52635610527457.0,40331397720516.0
Dự phòng rủi ro chứng khoán đầu tư,TÀI SẢN > Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,,(46.576.740.301),(39.642.698.725),,-46576740301.0,-39642698725.0
Tài sản cố định,TÀI SẢN > Tài sản cố định,Tài sản cố định,13,630.506.628.479,554.565.039.650,13.0,630506628479.0,554565039650.0
Tài sản cố định hữu hình,TÀI SẢN > Tài sản cố định hữu hình,Tài sản cố định hữu hình,13.1,341.299.885.196,269.540.873.296,131.0,341299885196.0,269540873296.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,897.989.633.453,783.657.134.113,,897989633453.0,783657134113.0
Khấu hao tài sản cố định,TÀI SẢN > Khấu hao tài sản cố định,Khấu hao tài sản cố định,,(556.689.748.257),(514.116.260.817),,-556689748257.0,-514116260817.0
Tài sản cố định vô hình,TÀI SẢN > Tài sản cố định vô hình,Tài sản cố định vô hình,13.2,289.206.743.283,285.024.166.354,132.0,289206743283.0,285024166354.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,637.354.945.135,581.433.546.142,,637354945135.0,581433546142.0
Hao mòn tài sản cố định,TÀI SẢN > Hao mòn tài sản cố định,Hao mòn tài sản cố định,,(348.148.201.852),(296.409.379.788),,-348148201852.0,-296409379788.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,14,11.865.111.228.137,12.330.080.871.665,14.0,11865111228137.0,12330080871665.0
Các khoản phải thu,TÀI SẢN > Các khoản phải thu,Các khoản phải thu,"14.1, 14.2",7.092.839.311.432,7.866.786.309.830,,7092839311432.0,7866786309830.0
"Các khoản lãi, phí phải thu","TÀI SẢN > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",14.3,2.778.453.061.157,2.528.258.177.998,143.0,2778453061157.0,2528258177998.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,14.4,1.998.618.855.548,1.939.836.383.837,144.0,1998618855548.0,1939836383837.0
Dự phòng rủi ro cho các tài sản Có nội bảng khác,TÀI SẢN > Dự phòng rủi ro cho các tài sản Có nội bảng khác,Dự phòng rủi ro cho các tài sản Có nội bảng khác,14.5,(4.800.000.000),(4.800.000.000),145.0,-4800000000.0,-4800000000.0
TỔNG TÀI SẢN,TÀI SẢN > TỔNG TÀI SẢN,TỔNG TÀI SẢN,,280.712.371.670.087,240.114.274.727.459,,280712371670087.0,240114274727459.0
