row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,20.503.229.225.661,15.029.688.541.614,20503229225661.0,15029688541614.0
- Bằng VND,- Bằng VND,- Bằng VND,19.722.302.744.274,14.519.528.222.490,19722302744274.0,14519528222490.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,780.926.481.387,510.160.319.124,780926481387.0,510160319124.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,40.144.911.626.520,42.266.684.275.056,40144911626520.0,42266684275056.0
- Bằng VND,- Bằng VND,- Bằng VND,40.043.703.905.620,42.247.277.475.056,40043703905620.0,42247277475056.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,101.207.720.900,19.406.800.000,101207720900.0,19406800000.0
Tiền gửi tiết kiệm không kỳ hạn,Tiền gửi tiết kiệm không kỳ hạn,Tiền gửi tiết kiệm không kỳ hạn,17.220.757.145,13.667.765.026,17220757145.0,13667765026.0
- Bằng VND,- Bằng VND,- Bằng VND,3.349.777.677,3.102.733.344,3349777677.0,3102733344.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,13.870.979.468,10.565.031.682,13870979468.0,10565031682.0
Tiền gửi tiết kiệm có kỳ hạn,Tiền gửi tiết kiệm có kỳ hạn,Tiền gửi tiết kiệm có kỳ hạn,81.103.678.377.792,68.290.820.992.134,81103678377792.0,68290820992134.0
- Bằng VND,- Bằng VND,- Bằng VND,80.716.126.103.537,68.016.605.515.678,80716126103537.0,68016605515678.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,387.552.274.255,274.215.476.456,387552274255.0,274215476456.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,276.235.311.368,36.276.391.885,276235311368.0,36276391885.0
- Bằng VND,- Bằng VND,- Bằng VND,10.748.156.585,62.419.761,10748156585.0,62419761.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,265.487.154.783,36.213.972.124,265487154783.0,36213972124.0
Tiền gửi ký quỹ,Tiền gửi ký quỹ,Tiền gửi ký quỹ,414.488.189.426,308.794.452.844,414488189426.0,308794452844.0
- Bằng VND,- Bằng VND,- Bằng VND,413.402.104.357,308.218.192.176,413402104357.0,308218192176.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,1.086.085.069,576.260.668,1086085069.0,576260668.0
,,,142.459.763.487.912,125.945.932.418.559,142459763487912.0,125945932418559.0
