row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,1.604.421.495.048,1.643.031.279.251,1604421495048.0,1643031279251.0
Thuế TNDN tính theo thuế suất của các công ty trong Tập đoàn (20%),Thuế TNDN tính theo thuế suất của các công ty trong Tập đoàn (20%),Thuế TNDN tính theo thuế suất của các công ty trong Tập đoàn (20%),320.884.299.010,328.606.255.851,320884299010.0,328606255851.0
Các điều chỉnh tăng:,Các điều chỉnh tăng:,Các điều chỉnh tăng:,,,,
Tài sản thuế thu nhập hoãn lại chưa được ghi nhận của các khoản lỗ thuế và các chênh lệch tạm thời khác,Các điều chỉnh tăng: > Tài sản thuế thu nhập hoãn lại chưa được ghi nhận của các khoản lỗ thuế và các chênh lệch tạm thời khác,Tài sản thuế thu nhập hoãn lại chưa được ghi nhận của các khoản lỗ thuế và các chênh lệch tạm thời khác,565.503.011,8.033.841.505,565503011.0,8033841505.0
Điều chỉnh thuế TNDN theo Thông báo số 5030/TB-CTBTH của Cục thuế tính Bình,Điều chỉnh thuế TNDN theo Thông báo số 5030/TB-CTBTH của Cục thuế tính Bình,Điều chỉnh thuế TNDN theo Thông báo số 5030/TB-CTBTH của Cục thuế tính Bình,,,,
Thuận ngày 20 tháng 4 năm 2022 (*),Điều chỉnh thuế TNDN theo Thông báo số 5030/TB-CTBTH của Cục thuế tính Bình > Thuận ngày 20 tháng 4 năm 2022 (*),Thuận ngày 20 tháng 4 năm 2022 (*),41.819.809.870,-,41819809870.0,
Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Điều chỉnh thuế TNDN theo Thông báo số 5030/TB-CTBTH của Cục thuế tính Bình > Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Điều chỉnh thuế TNDN trích thiếu trong những năm trước,3.063.041.973,-,3063041973.0,
Chi phí trích lập dự phòng,Điều chỉnh thuế TNDN theo Thông báo số 5030/TB-CTBTH của Cục thuế tính Bình > Chi phí trích lập dự phòng,Chi phí trích lập dự phòng,2.044.840.153,9.912.086.242,2044840153.0,9912086242.0
Chi phí đầu tư dự án chưa đủ điều kiện khấu trừ,Điều chỉnh thuế TNDN theo Thông báo số 5030/TB-CTBTH của Cục thuế tính Bình > Chi phí đầu tư dự án chưa đủ điều kiện khấu trừ,Chi phí đầu tư dự án chưa đủ điều kiện khấu trừ,50.246.174.412,10.498.104.969,50246174412.0,10498104969.0
Chi phí giải phóng mặt bằng không được khấu trừ,Điều chỉnh thuế TNDN theo Thông báo số 5030/TB-CTBTH của Cục thuế tính Bình > Chi phí giải phóng mặt bằng không được khấu trừ,Chi phí giải phóng mặt bằng không được khấu trừ,-,34.703.607.400,,34703607400.0
Chi phí lãi vay trích trước liên quan của trái phiếu có kèm chứng quyền,Điều chỉnh thuế TNDN theo Thông báo số 5030/TB-CTBTH của Cục thuế tính Bình > Chi phí lãi vay trích trước liên quan của trái phiếu có kèm chứng quyền,Chi phí lãi vay trích trước liên quan của trái phiếu có kèm chứng quyền,-,8.477.331.529,,8477331529.0
Điều chỉnh thuế TNDN theo Nghị định 132/2020/NĐ-CP,Điều chỉnh thuế TNDN theo Thông báo số 5030/TB-CTBTH của Cục thuế tính Bình > Điều chỉnh thuế TNDN theo Nghị định 132/2020/NĐ-CP,Điều chỉnh thuế TNDN theo Nghị định 132/2020/NĐ-CP,767.140.647,-,767140647.0,
Các chi phí không được trừ khác,Điều chỉnh thuế TNDN theo Thông báo số 5030/TB-CTBTH của Cục thuế tính Bình > Các chi phí không được trừ khác,Các chi phí không được trừ khác,2.501.625.743,8.486.083.187,2501625743.0,8486083187.0
Phân bổ lợi thể thương mại,Điều chỉnh thuế TNDN theo Thông báo số 5030/TB-CTBTH của Cục thuế tính Bình > Phân bổ lợi thể thương mại,Phân bổ lợi thể thương mại,1.452.091.291,1.452.091.291,1452091291.0,1452091291.0
Các điều chỉnh giảm:,Các điều chỉnh giảm:,Các điều chỉnh giảm:,,,,
Thuế TNDN được miễn giảm,Các điều chỉnh giảm: > Thuế TNDN được miễn giảm,Thuế TNDN được miễn giảm,(172.884.852.158),(114.614.973.510),-172884852158.0,-114614973510.0
"Ảnh hưởng các giao dịch mua bán, chuyển nhượng cổ phần trên báo cáo tài chính hợp nhất","Các điều chỉnh giảm: > Ảnh hưởng các giao dịch mua bán, chuyển nhượng cổ phần trên báo cáo tài chính hợp nhất","Ảnh hưởng các giao dịch mua bán, chuyển nhượng cổ phần trên báo cáo tài chính hợp nhất",-,4.593.972.312,,4593972312.0
Lỗ năm trước chuyển sang,Các điều chỉnh giảm: > Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,(7.941.580.700),(790.180.402),-7941580700.0,-790180402.0
Chi phí thuế TNDN phản ánh trên báo cáo kết quả hoạt động kinh doanh hợp nhất ước tính,Các điều chỉnh giảm: > Chi phí thuế TNDN phản ánh trên báo cáo kết quả hoạt động kinh doanh hợp nhất ước tính,Chi phí thuế TNDN phản ánh trên báo cáo kết quả hoạt động kinh doanh hợp nhất ước tính,242.518.093.252,299.358.220.374,242518093252.0,299358220374.0
