row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
Chi phí môi giới bắt động sản và các chi phí bán hàng của các dự án,Chi phí bán hàng > Chi phí môi giới bắt động sản và các chi phí bán hàng của các dự án,Chi phí môi giới bắt động sản và các chi phí bán hàng của các dự án,1.892.587.261,113.385.272.677,1892587261.0,113385272677.0
Chi phí quảng cáo và chi phí khác,Chi phí bán hàng > Chi phí quảng cáo và chi phí khác,Chi phí quảng cáo và chi phí khác,2.711.110.571,5.165.857.141,2711110571.0,5165857141.0
TỔNG CỘNG,Chi phí bán hàng > TỔNG CỘNG,TỔNG CỘNG,4.603.697.832,118.551.129.818,4603697832.0,118551129818.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
Chi phí nhân công,Chi phí quản lý doanh nghiệp > Chi phí nhân công,Chi phí nhân công,103.275.370.976,107.333.006.727,103275370976.0,107333006727.0
Chi phí dự phòng nợ phải thu khó đòi,Chi phí quản lý doanh nghiệp > Chi phí dự phòng nợ phải thu khó đòi,Chi phí dự phòng nợ phải thu khó đòi,286.740.038,58.296.367.604,286740038.0,58296367604.0
Chi phí khấu hao và hao mòn,Chi phí quản lý doanh nghiệp > Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,4.055.514.374,4.887.241.291,4055514374.0,4887241291.0
Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,35.200.568.318,22.333.816.065,35200568318.0,22333816065.0
Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp > Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp khác,16.329.846.341,29.018.887.457,16329846341.0,29018887457.0
TỔNG CỘNG,Chi phí quản lý doanh nghiệp > TỔNG CỘNG,TỔNG CỘNG,159.148.040.047,221.869.319.144,159148040047.0,221869319144.0
