row_label_raw,row_label_full,Másố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Másố,Másố,Másố,,Thuyếtminh,2022VND,2021VND,,,,
01,Másố > 01,01,Doanh thu bán hàng và cung cấp dịch vụ,,100.723.549.227.433,78.992.156.122.272,,,100723549227433.0,78992156122272.0
10,Másố > 10,10,Doanh thu thuần về bán hàng vàcung cấp dịch vụ (10 = 01 - 02),25,100.723.549.227.433,78.992.156.122.272,,25.0,100723549227433.0,78992156122272.0
11,Másố > 11,11,Giá vốn hàng bán và cung cấp dịch vụ,26,79.409.012.569.544,65.006.501.143.931,,26.0,79409012569544.0,65006501143931.0
20,Másố > 20,20,Lợi nhuận gộp về bán hàng và cung cấpdịch vụ (20 = 10 - 11),,21.314.536.657.889,13.985.654.978.341,,,21314536657889.0,13985654978341.0
21,Másố > 21,21,Doanh thu hoạt động tài chính,27,1.568.073.330.550,1.186.807.167.063,,27.0,1568073330550.0,1186807167063.0
22,Másố > 22,22,Chi phí tài chính,28,671.395.477.079,402.749.045.863,,28.0,671395477079.0,402749045863.0
23,Másố > 23,23,- Trong đó: Chi phí lãi vay,28,336.861.023.097,304.138.743.377,,28.0,336861023097.0,304138743377.0
24,Másố > 24,24,Phần lãi trong công ty liên kết,,31.818.633.340,15.053.154.984,,,31818633340.0,15053154984.0
25,Másố > 25,25,Chi phí bán hàng,29,2.440.389.587.646,2.132.583.045.802,,29.0,2440389587646.0,2132583045802.0
26,Másố > 26,26,Chi phí quản lý doanh nghiệp,30,1.074.753.539.576,1.479.072.397.239,,30.0,1074753539576.0,1479072397239.0
30,Másố > 30,30,Lợi nhuận thuần từ hoạt động kinh doanh(30 = 20 + 21 - 22 + 24 - 25 - 26),,18.727.890.017.478,11.173.110.811.484,,,18727890017478.0,11173110811484.0
31,Másố > 31,31,Thu nhập khác,,111.967.278.406,83.102.974.835,,,111967278406.0,83102974835.0
32,Másố > 32,32,Chi phí khác,,33.582.435.496,51.215.542.548,,,33582435496.0,51215542548.0
40,Másố > 40,40,Lợi nhuận khác (40 = 31 - 32),,78.384.842.910,31.887.432.287,,,78384842910.0,31887432287.0
50,Másố > 50,50,Tổng lợi nhuận kế toán trước thuế(50 = 30 + 40),,18.806.274.860.388,11.204.998.243.771,,,18806274860388.0,11204998243771.0
51,Másố > 51,51,"Chi phí thuế thu nhập doanh nghiệp(""TNDN"") hiện hành",31,3.709.948.669.392,2.304.278.491.555,,31.0,3709948669392.0,2304278491555.0
52,Másố > 52,52,Chi phí thuế TNDN hoãn lại,31,29.933.901.568,48.907.622.506,,31.0,29933901568.0,48907622506.0
60,Másố > 60,60,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),,15.066.392.289.428,8.851.812.129.710,,,15066392289428.0,8851812129710.0
,,,Phân bổ cho:,,,,,,,
61,Másố > 61,61,Chủ sở hữu của Tổng Công ty Khí Việt Nam- Công ty Cổ phần,,14.798.317.219.715,8.672.965.062.460,,,14798317219715.0,8672965062460.0
62,Másố > 62,62,Cổ đông không kiểm soát,,268.075.069.713,178.847.067.250,,,268075069713.0,178847067250.0
70,Másố > 70,70,Lãi cơ bản trên cổ phiếu,23(a),7.649,4.366,,,7649.0,4366.0
71,Másố > 71,71,Lãi suy giảm trên cổ phiếu,23(b),7.649,4.366,,,7649.0,4366.0
