row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
200,200,200,B. TÀI SẢN DÀI HẠN,,87.267.785.807.625,72.499.912.386.430,,,87267785807625.0,72499912386430.0
210,210,210,I. Các khoản phải thu dài hạn,,55.000.000.000,120.190.140.000,,,55000000000.0,120190140000.0
215,215,215,1. Phải thu về cho vay dài hạn,6,55.000.000.000,-,,6.0,55000000000.0,
216,216,216,2. Phải thu dài hạn khác,7,-,120.190.140.000,,7.0,,120190140000.0
220,220,220,II. Tài sản cố định,,1.343.998.313.276,307.164.423.364,,,1343998313276.0,307164423364.0
221,221,221,1. Tài sản cố định hữu hình,13,1.329.307.956.849,286.099.156.726,,13.0,1329307956849.0,286099156726.0
222,222,222,Nguyên giá,,1.587.663.037.126,423.359.245.666,,,1587663037126.0,423359245666.0
223,223,223,Giá trị hao mòn lũy kế,,(258.355.080.277),(137.260.088.940),,,-258355080277.0,-137260088940.0
227,227,227,2. Tài sản cố định vô hình,,14.690.356.427,21.065.266.638,,,14690356427.0,21065266638.0
228,228,228,Nguyên giá,,55.978.615.244,52.958.992.577,,,55978615244.0,52958992577.0
229,229,229,Giá trị hao mòn lũy kế,,(41.288.258.817),(31.893.725.939),,,-41288258817.0,-31893725939.0
230,230,230,III. Bất động sản đầu tư,14,10.515.733.451.818,4.820.588.599.215,,14.0,10515733451818.0,4820588599215.0
231,231,231,1. Nguyên giá,,10.994.590.029.400,4.979.982.982.011,,,10994590029400.0,4979982982011.0
232,232,232,2. Giá trị hao mòn lũy kế,,(478.856.577.582),(159.394.382.796),,,-478856577582.0,-159394382796.0
240,240,240,IV. Tài sản dở dang dài hạn,,3.399.298.431.326,4.410.510.745.165,,,3399298431326.0,4410510745165.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,15,3.399.298.431.326,4.410.510.745.165,,15.0,3399298431326.0,4410510745165.0
250,250,250,V. Đầu tư tài chính dài hạn,,70.889.296.477.198,57.929.057.823.178,,,70889296477198.0,57929057823178.0
251,251,251,1. Đầu tư vào công ty con,16.1,70.687.076.246.722,56.274.105.299.937,,161.0,70687076246722.0,56274105299937.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,16.2,1.144.827.500.000,1.853.577.500.000,,162.0,1144827500000.0,1853577500000.0
254,254,254,3. Dự phòng đầu tư tài chính dài hạn,16,(962.607.269.524),(218.624.976.759),,16.0,-962607269524.0,-218624976759.0
255,255,255,4. Đầu tư nắm giữ đến ngày đáo hạn,,20.000.000.000,20.000.000.000,,,20000000000.0,20000000000.0
260,260,260,VI. Tài sản dài hạn khác,,1.064.459.134.007,4.912.400.655.508,,,1064459134007.0,4912400655508.0
261,261,261,1. Chi phí trả trước dài hạn,10,1.002.981.693.281,376.836.880.137,,10.0,1002981693281.0,376836880137.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,,61.477.440.726,35.563.775.371,,,61477440726.0,35563775371.0
268,268,268,3. Tài sản dài hạn khác,11,-,4.500.000.000.000,,11.0,,4500000000000.0
270,270,270,TỔNG CỘNG TÀI SẢN,,138.157.523.533.505,112.009.569.842.749,,,138157523533505.0,112009569842749.0
