row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2022 Triệu VND,31/12/2021 Triệu VND,numeric__Thuyết minh,numeric__31/12/2022 Triệu VND,numeric__31/12/2021 Triệu VND
Dự phòng giảm giá đầu tư dài hạn,TÀI SẢN > Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,,(210),(175),,-210.0,-175.0
Tài sản cố định,TÀI SẢN > Tài sản cố định,Tài sản cố định,,697.120,603.836,,697120.0,603836.0
Tài sản cố định hữu hình,TÀI SẢN > Tài sản cố định hữu hình,Tài sản cố định hữu hình,15,405.209,301.780,15.0,405209.0,301780.0
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,,989.341,835.986,,989341.0,835986.0
Giá trị hao mòn lũy kế,TÀI SẢN > Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,(584.132),(534.206),,-584132.0,-534206.0
Tài sản cố định vô hình,TÀI SẢN > Tài sản cố định vô hình,Tài sản cố định vô hình,16,291.911,302.056,16.0,291911.0,302056.0
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,,632.775,582.722,,632775.0,582722.0
Giá trị hao mòn lũy kế,TÀI SẢN > Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,(340.864),(280.666),,-340864.0,-280666.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,17,9.130.850,10.409.230,17.0,9130850.0,10409230.0
Các khoản phải thu,TÀI SẢN > Các khoản phải thu,Các khoản phải thu,,5.477.663,7.579.050,,5477663.0,7579050.0
"Các khoản lãi, phí phải thu","TÀI SẢN > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",,2.432.288,1.856.781,,2432288.0,1856781.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,,1.252.711,1.022.493,,1252711.0,1022493.0
Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,TÀI SẢN > Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,,(31.812),(49.094),,-31812.0,-49094.0
TỔNG TÀI SẢN,TÀI SẢN > TỔNG TÀI SẢN,TỔNG TÀI SẢN,,343.109.861,309.592.462,,343109861.0,309592462.0
