row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,930.683.403.541,619.214.366.290,930683403541.0,619214366290.0
Tiền đặt cọc nhận từ cá nhân đề mua căn hộ,Tiền đặt cọc nhận từ cá nhân đề mua căn hộ,Tiền đặt cọc nhận từ cá nhân đề mua căn hộ,489.642.549.385,535.645.203.483,489642549385.0,535645203483.0
Phải trả về chuyển nhượng cổ phiếu (i),Phải trả về chuyển nhượng cổ phiếu (i),Phải trả về chuyển nhượng cổ phiếu (i),358.512.000.000,-,358512000000.0,
Quỹ bảo trì chung cư,Quỹ bảo trì chung cư,Quỹ bảo trì chung cư,31.319.847.853,34.660.040.145,31319847853.0,34660040145.0
"Cổ tức, lãi vay phải trả","Cổ tức, lãi vay phải trả","Cổ tức, lãi vay phải trả",21.728.436.465,17.415.122.754,21728436465.0,17415122754.0
"Nhận ký cược, ký quỹ ngắn hạn","Nhận ký cược, ký quỹ ngắn hạn","Nhận ký cược, ký quỹ ngắn hạn",10.385.760.551,15.297.944.868,10385760551.0,15297944868.0
Tiền thu từ các HĐHTKD ngắn hạn,Tiền thu từ các HĐHTKD ngắn hạn,Tiền thu từ các HĐHTKD ngắn hạn,9.021.540.421,3.900.540.421,9021540421.0,3900540421.0
Khác,Khác,Khác,10.073.268.866,12.295.514.619,10073268866.0,12295514619.0
Dài hạn,Dài hạn,Dài hạn,203.519.106.264,301.984.214.034,203519106264.0,301984214034.0
Tiền thu từ các HĐHTKD dài hạn (ii),Tiền thu từ các HĐHTKD dài hạn (ii),Tiền thu từ các HĐHTKD dài hạn (ii),144.500.000.000,244.500.000.000,144500000000.0,244500000000.0
"Nhận ký cược, ký quỹ dài hạn","Nhận ký cược, ký quỹ dài hạn","Nhận ký cược, ký quỹ dài hạn",59.019.106.264,57.484.214.034,59019106264.0,57484214034.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.134.202.509.805,921.198.580.324,1134202509805.0,921198580324.0
Trong đó:,Trong đó:,Trong đó:,,,,
Phải trả khác,Trong đó: > Phải trả khác,Phải trả khác,1.098.156.751.257,920.135.537.859,1098156751257.0,920135537859.0
Phải trả bên liên quan (Thuyết minh số 34),Trong đó: > Phải trả bên liên quan (Thuyết minh số 34),Phải trả bên liên quan (Thuyết minh số 34),36.045.758.548,1.063.042.465,36045758548.0,1063042465.0
