row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,933.556.039.222,846.125.364.173,933556039222.0,846125364173.0
Phải thu lãi cho vay và cổ tức,Phải thu lãi cho vay và cổ tức,Phải thu lãi cho vay và cổ tức,681.951.072.228,551.365.672.770,681951072228.0,551365672770.0
Phải thu ủy thác đầu tư,Phải thu ủy thác đầu tư,Phải thu ủy thác đầu tư,88.257.305.581,91.033.636.000,88257305581.0,91033636000.0
"Phải thu từ các hợp đồng hợp tác kinh doanh (""HĐHTKD"")","Phải thu từ các hợp đồng hợp tác kinh doanh (""HĐHTKD"")","Phải thu từ các hợp đồng hợp tác kinh doanh (""HĐHTKD"")",35.367.899.856,59.526.252.848,35367899856.0,59526252848.0
Đặt cọc,Đặt cọc,Đặt cọc,57.812.400.000,57.986.000.000,57812400000.0,57986000000.0
Tạm ứng cho nhân viên phục vụ công tác đến bù đất,Tạm ứng cho nhân viên phục vụ công tác đến bù đất,Tạm ứng cho nhân viên phục vụ công tác đến bù đất,30.356.275.709,23.393.647.412,30356275709.0,23393647412.0
Khác,Khác,Khác,39.811.085.848,62.820.155.143,39811085848.0,62820155143.0
Dài hạn,Dài hạn,Dài hạn,1.267.057.114.213,1.060.401.268.058,1267057114213.0,1060401268058.0
Phải thu từ các HĐHTKD (i),Phải thu từ các HĐHTKD (i),Phải thu từ các HĐHTKD (i),1.214.335.693.553,1.007.681.847.398,1214335693553.0,1007681847398.0
Đặt cọc để thực hiện dự án (ii),Đặt cọc để thực hiện dự án (ii),Đặt cọc để thực hiện dự án (ii),42.000.000.000,42.000.000.000,42000000000.0,42000000000.0
"Ký quỹ, ký cược","Ký quỹ, ký cược","Ký quỹ, ký cược",10.721.420.660,10.719.420.660,10721420660.0,10719420660.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.200.613.153.435,1.906.526.632.231,2200613153435.0,1906526632231.0
Dự phòng phải thu ngắn hạn khác khó đòi,Dự phòng phải thu ngắn hạn khác khó đòi,Dự phòng phải thu ngắn hạn khác khó đòi,(1.010.353.212),(1.010.353.212),-1010353212.0,-1010353212.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,2.199.602.800.223,1.905.516.279.019,2199602800223.0,1905516279019.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu các bên liên quan(Thuyết minh số 34),Trong đó: > Phải thu các bên liên quan(Thuyết minh số 34),Phải thu các bên liên quan(Thuyết minh số 34),1.573.180.740.528,1.148.820.372.758,1573180740528.0,1148820372758.0
Phải thu các bên khác,Trong đó: > Phải thu các bên khác,Phải thu các bên khác,627.432.412.907,757.706.259.473,627432412907.0,757706259473.0
