row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A - TÀI SẢN NGÁN HẠN,A - TÀI SẢN NGÁN HẠN,A - TÀI SẢN NGÁN HẠN,A - TÀI SẢN NGÁN HẠN,100,,5.433.290.184.078,4.774.449.972.869,,100.0,,5433290184078.0,4774449972869.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,V.1,51.002.783.245,98.527.009.757,,110.0,,51002783245.0,98527009757.0
1.,1.,1.,Tiền,111,,22.039.985.960,15.983.612.253,,111.0,,22039985960.0,15983612253.0
2.,2.,2.,Các khoản tương đương tiền,112,,28.962.797.285,82.543.397.504,,112.0,,28962797285.0,82543397504.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,-,-,,120.0,,,
1.,1.,1.,Chứng khoán kinh doanh,121,,-,-,,121.0,,,
2.,2.,2.,Dự phòng giảm giá chứng khoán kinh doanh,122,,-,-,,122.0,,,
3.,3.,3.,Đầu tư nằm giữ đến ngày đáo hạn,123,,-,-,,123.0,,,
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,860.716.835.203,928.319.440.351,,130.0,,860716835203.0,928319440351.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,V.3a,818.245.129.462,877.660.823.827,,131.0,,818245129462.0,877660823827.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,V.4,3.350.845.780,10.736.495.490,,132.0,,3350845780.0,10736495490.0
3.,3.,3.,Phải thu nội bộ ngắn hạn,133,,-,-,,133.0,,,
4.,4.,4.,Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,134,,-,-,,134.0,,,
5.,5.,5.,Phải thu về cho vay ngắn hạn,135,,-,-,,135.0,,,
6.,6.,6.,Phải thu ngắn hạn khác,136,V.5a,39.120.859.961,39.922.121.034,,136.0,,39120859961.0,39922121034.0
7.,7.,7.,Dự phòng phải thu ngắn hạn khó đòi,137,V.6,-,-,,137.0,,,
8.,8.,8.,Tài sản thiếu chờ xử lý,139,,-,-,,139.0,,,
IV.,IV.,IV.,Hàng tồn kho,140,,4.387.142.053.250,3.745.310.502.155,,140.0,,4387142053250.0,3745310502155.0
1.,1.,1.,Hàng tồn kho,141,V.7,4.387.142.053.250,3.745.310.502.155,,141.0,,4387142053250.0,3745310502155.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,-,-,,149.0,,,
V.,V.,V.,Tài sản ngắn hạn khác,150,,134.428.512.380,2.293.020.606,,150.0,,134428512380.0,2293020606.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,V.8a,1.781.518.196,2.293.020.606,,151.0,,1781518196.0,2293020606.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,132.646.994.184,-,,152.0,,132646994184.0,
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,,-,-,,153.0,,,
4.,4.,4.,Giao dịch mua bán lại trái phiếu Chính phủ,154,,-,-,,154.0,,,
5.,5.,5.,Tài sản ngắn hạn khác,155,,-,-,,155.0,,,
