row_label_raw,row_label_full,col_0,Mã chứng khoán,31/12/2025 > Giá gốc,31/12/2025 > Giá trị hợp lý,31/12/2025 > Dư phòng,01/01/2025 > Giá gốc,01/01/2025 > Giá trị hợp lý,01/01/2025 > Dư phòng,numeric__Mã chứng khoán,numeric__31/12/2025 > Giá gốc,numeric__31/12/2025 > Giá trị hợp lý,numeric__31/12/2025 > Dư phòng,numeric__01/01/2025 > Giá gốc,numeric__01/01/2025 > Giá trị hợp lý,numeric__01/01/2025 > Dư phòng
- Công ty TNHH MTV Cao su Chư Sê,Công ty con đầu tư 100% vốn > - Công ty TNHH MTV Cao su Chư Sê,- Công ty TNHH MTV Cao su Chư Sê,,1.457.728.529.898,,-,1.457.728.529.898,,-,,1457728529898.0,,,1457728529898.0,,
- Công ty TNHH MTV Cao su Kon Tum,Công ty con đầu tư 100% vốn > - Công ty TNHH MTV Cao su Kon Tum,- Công ty TNHH MTV Cao su Kon Tum,,627.880.177.283,,-,627.880.177.283,,-,,627880177283.0,,,627880177283.0,,
- Công ty TNHH MTV Cao su Mang Yang,Công ty con đầu tư 100% vốn > - Công ty TNHH MTV Cao su Mang Yang,- Công ty TNHH MTV Cao su Mang Yang,,1.452.749.526.832,,-,1.452.749.526.832,,-,,1452749526832.0,,,1452749526832.0,,
- Công ty TNHH MTV Cao su Chư Pãh,Công ty con đầu tư 100% vốn > - Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,,1.152.890.007.568,,-,1.152.890.007.568,,-,,1152890007568.0,,,1152890007568.0,,
- Công ty TNHH MTV Cao su Quảng Nam,Công ty con đầu tư 100% vốn > - Công ty TNHH MTV Cao su Quảng Nam,- Công ty TNHH MTV Cao su Quảng Nam,,643.081.414.030,,(215.984.478.213),643.081.414.030,,(209.784.051.665),,643081414030.0,,-215984478213.0,643081414030.0,,-209784051665.0
- Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,Công ty con đầu tư 100% vốn > - Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,- Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,,384.196.304.173,,(37.616.600.741),384.196.304.173,,(62.650.384.306),,384196304173.0,,-37616600741.0,384196304173.0,,-62650384306.0
- Công ty TNHH MTV Cao su Hà Tĩnh,Công ty con đầu tư 100% vốn > - Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,,667.308.339.858,,(172.726.713.162),667.308.339.858,,(81.397.543.910),,667308339858.0,,-172726713162.0,667308339858.0,,-81397543910.0
- Công ty TNHH MTV Cao su Hương Khê - Hà Tĩnh,Công ty con đầu tư 100% vốn > - Công ty TNHH MTV Cao su Hương Khê - Hà Tĩnh,- Công ty TNHH MTV Cao su Hương Khê - Hà Tĩnh,,625.705.840.423,,(205.428.757.515),625.705.840.423,,(62.655.480.005),,625705840423.0,,-205428757515.0,625705840423.0,,-62655480005.0
- Công ty TNHH MTV Cao su Thanh Hóa,Công ty con đầu tư 100% vốn > - Công ty TNHH MTV Cao su Thanh Hóa,- Công ty TNHH MTV Cao su Thanh Hóa,,239.803.607.484,,-,239.803.607.484,,(7.780.703.903),,239803607484.0,,,239803607484.0,,-7780703903.0
- Công ty TNHH MTV Cao su Quảng Trị,Công ty con đầu tư 100% vốn > - Công ty TNHH MTV Cao su Quảng Trị,- Công ty TNHH MTV Cao su Quảng Trị,,432.783.235.397,,-,432.783.235.397,,-,,432783235397.0,,,432783235397.0,,
- Công ty TNHH MTV Cao su Bình Thuận,Công ty con đầu tư 100% vốn > - Công ty TNHH MTV Cao su Bình Thuận,- Công ty TNHH MTV Cao su Bình Thuận,,313.741.909.846,,-,313.741.909.846,,-,,313741909846.0,,,313741909846.0,,
- Công ty TNHH MTV Cao su Quảng Ngãi,Công ty con đầu tư 100% vốn > - Công ty TNHH MTV Cao su Quảng Ngãi,- Công ty TNHH MTV Cao su Quảng Ngãi,,79.426.489.341,,(57.050.880.246),79.426.489.341,,(55.926.977.650),,79426489341.0,,-57050880246.0,79426489341.0,,-55926977650.0
- Trường Cao đẳng Miền Đông,Công ty con đầu tư 100% vốn > - Trường Cao đẳng Miền Đông,- Trường Cao đẳng Miền Đông,,18.965.002.003,,-,18.965.002.003,,-,,18965002003.0,,,18965002003.0,,
- Tạp chí Cao su Việt Nam,Công ty con đầu tư 100% vốn > - Tạp chí Cao su Việt Nam,- Tạp chí Cao su Việt Nam,,11.336.097.506,,-,11.336.097.506,,-,,11336097506.0,,,11336097506.0,,
- Trung tâm Y tế Cao su,Công ty con đầu tư 100% vốn > - Trung tâm Y tế Cao su,- Trung tâm Y tế Cao su,,1.719.938.855,,-,1.719.938.855,,-,,1719938855.0,,,1719938855.0,,
- Viện Nghiên cứu Cao su Việt Nam,Công ty con đầu tư 100% vốn > - Viện Nghiên cứu Cao su Việt Nam,- Viện Nghiên cứu Cao su Việt Nam,,131.788.294.322,,-,131.788.294.322,,-,,131788294322.0,,,131788294322.0,,
,,,,19.650.142.733.535,,(688.807.429.877),19.650.142.733.535,,(480.195.141.439),,19650142733535.0,,-688807429877.0,19650142733535.0,,-480195141439.0
