row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A - TÀI SẢN NGẮN HẠN,A - TÀI SẢN NGẮN HẠN,A - TÀI SẢN NGẮN HẠN,A - TÀI SẢN NGẮN HẠN,100,,6.016.656.347.470,4.497.720.660.501,,100.0,,6016656347470.0,4497720660501.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,V.1,923.215.618.792,79.913.898.794,,110.0,,923215618792.0,79913898794.0
1.,1.,1.,Tiền,111,,58.371.751.504,65.913.898.794,,111.0,,58371751504.0,65913898794.0
2.,2.,2.,Các khoản tương đương tiền,112,,864.843.867.288,14.000.000.000,,112.0,,864843867288.0,14000000000.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,763.539.438.000,16.300.000.000,,120.0,,763539438000.0,16300000000.0
1.,1.,1.,Chứng khoán kinh doanh,121,,-,-,,121.0,,,
2.,2.,2.,Dự phòng giảm giá chứng khoán kinh doanh,122,,-,-,,122.0,,,
3.,3.,3.,Đầu tư nằm giữ đến ngày đáo hạn,123,V.2a,763.539.438.000,16.300.000.000,,123.0,,763539438000.0,16300000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,638.124.220.861,636.188.773.465,,130.0,,638124220861.0,636188773465.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,V.3a,544.966.939.244,595.338.741.949,,131.0,,544966939244.0,595338741949.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,V.4,57.089.072.612,6.065.421.040,,132.0,,57089072612.0,6065421040.0
3.,3.,3.,Phải thu nội bộ ngắn hạn,133,,-,-,,133.0,,,
4.,4.,4.,Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,134,,-,-,,134.0,,,
5.,5.,5.,Phải thu về cho vay ngắn hạn,135,,-,-,,135.0,,,
6.,6.,6.,Phải thu ngắn hạn khác,136,V.5a,41.285.981.284,39.371.072.979,,136.0,,41285981284.0,39371072979.0
7.,7.,7.,Dự phòng phải thu ngắn hạn khó đòi,137,V.6,(5.217.772.279),(4.586.462.503),,137.0,,-5217772279.0,-4586462503.0
8.,8.,8.,Tài sản thiếu chờ xử lý,139,,-,-,,139.0,,,
IV.,IV.,IV.,Hàng tồn kho,140,V.7,3.686.467.591.721,3.682.760.613.520,,140.0,,3686467591721.0,3682760613520.0
1.,1.,1.,Hàng tồn kho,141,,3.686.467.591.721,3.682.760.613.520,,141.0,,3686467591721.0,3682760613520.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,-,-,,149.0,,,
V.,V.,V.,Tài sản ngắn hạn khác,150,,5.309.478.096,82.557.374.722,,150.0,,5309478096.0,82557374722.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,V.8a,5.226.276.200,5.400.815.597,,151.0,,5226276200.0,5400815597.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,-,77.156.559.125,,152.0,,,77156559125.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,V.17,83.201.896,-,,153.0,,83201896.0,
4.,4.,4.,Giao dịch mua bán lại trái phiếu Chính phủ,154,,-,-,,154.0,,,
5.,5.,5.,Tài sản ngắn hạn khác,155,,-,-,,155.0,,,
