row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,31/12/2016,01/01/2016,numeric__Thuyết minh,numeric__31/12/2016,numeric__01/01/2016
IX. Tài sản cố định,IX. Tài sản cố định,IX. Tài sản cố định,,1.182.576,1.168.506,,1182576.0,1168506.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,V.08,237.610,231.116,,237610.0,231116.0
a. Nguyên giá tài sản cố định,a. Nguyên giá tài sản cố định,a. Nguyên giá tài sản cố định,,339.370,318.360,,339370.0,318360.0
b. Hao mòn tài sản cố định,b. Hao mòn tài sản cố định,b. Hao mòn tài sản cố định,,(101.760),(87.244),,-101760.0,-87244.0
2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,,-,-,,,
a. Nguyên giá tài sản cố định,a. Nguyên giá tài sản cố định,a. Nguyên giá tài sản cố định,,-,-,,,
b. Hao mòn tài sản cố định,b. Hao mòn tài sản cố định,b. Hao mòn tài sản cố định,,-,-,,,
3. Tài sản cố định vô hình,b. Hao mòn tài sản cố định > 3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,V.09,944.966,937.391,,944966.0,937391.0
a. Nguyên giá tài sản cố định,b. Hao mòn tài sản cố định > a. Nguyên giá tài sản cố định,a. Nguyên giá tài sản cố định,,960.327,948.490,,960327.0,948490.0
b. Hao mòn tài sản cố định,b. Hao mòn tài sản cố định > b. Hao mòn tài sản cố định,b. Hao mòn tài sản cố định,,(15.361),(11.099),,-15361.0,-11099.0
X. Bất động sản đầu tư,X. Bất động sản đầu tư,X. Bất động sản đầu tư,,-,-,,,
XI. Tài sản cố khác,X. Bất động sản đầu tư > XI. Tài sản cố khác,XI. Tài sản cố khác,V.10,9.337.032,7.403.346,,9337032.0,7403346.0
1. Các khoản phải thu,X. Bất động sản đầu tư > 1. Các khoản phải thu,1. Các khoản phải thu,"V.10.1, 2",3.044.831,2.213.410,,3044831.0,2213410.0
"2. Các khoản lãi, phí phải thu","X. Bất động sản đầu tư > 2. Các khoản lãi, phí phải thu","2. Các khoản lãi, phí phải thu",,3.101.018,2.410.073,,3101018.0,2410073.0
3. Tài sản thuế TNDN hoãn lại,3. Tài sản thuế TNDN hoãn lại,3. Tài sản thuế TNDN hoãn lại,,-,-,,,
4. Tài sản Có khác,3. Tài sản thuế TNDN hoãn lại > 4. Tài sản Có khác,4. Tài sản Có khác,V.10.3,3.220.042,2.808.722,,3220042.0,2808722.0
- Trong đó: Lợi thế thương mại,- Trong đó: Lợi thế thương mại,- Trong đó: Lợi thế thương mại,,-,-,,,
5. Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,- Trong đó: Lợi thế thương mại > 5. Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,5. Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,,(28.859),(28.859),,-28859.0,-28859.0
TỔNG TÀI SẢN CÓ,- Trong đó: Lợi thế thương mại > TỔNG TÀI SẢN CÓ,TỔNG TÀI SẢN CÓ,,69.011.008,48.230.002,,69011008.0,48230002.0
