row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Ngày 31 tháng 12 năm 2023,Ngày 31 tháng 12 năm 2022,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2023,numeric__Ngày 31 tháng 12 năm 2022
100,100,100,A. TÀI SẢN NGẮN HẠN,,122.398.176.223.278,117.373.071.556.758,,,122398176223278.0,117373071556758.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,4.783.513.586.776,2.206.497.560.116,,5.0,4783513586776.0,2206497560116.0
111,111,111,1. Tiền,,1.057.513.586.776,899.497.560.116,,,1057513586776.0,899497560116.0
112,112,112,2. Các khoản tương đương tiền,,3.726.000.000.000,1.307.000.000.000,,,3726000000000.0,1307000000000.0
120,120,120,II. Đầu tư tài chính ngắn hạn,,101.565.789.666.732,102.407.686.408.287,,,101565789666732.0,102407686408287.0
121,121,121,1. Chứng khoán kinh doanh,14.1,3.266.850.541.874,2.925.305.389.000,,141.0,3266850541874.0,2925305389000.0
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doanh,,(206.056.858.118),(300.020.787.914),,,-206056858118.0,-300020787914.0
123,123,123,3. Đầu tư nằm giữ đến ngày đáo hạn,14.2,98.504.995.982.976,99.782.401.807.201,,142.0,98504995982976.0,99782401807201.0
130,130,130,III. Các khoản phải thu ngắn hạn,6.1,12.278.031.992.798,9.015.457.349.215,,61.0,12278031992798.0,9015457349215.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,,8.941.596.696.542,6.703.600.664.063,,,8941596696542.0,6703600664063.0
131.1,131.1,131.1,1.1 Phải thu về hoạt động bảo hiểm,,1.433.851.131.849,1.245.127.511.469,,,1433851131849.0,1245127511469.0
131.2,131.2,131.2,1.2 Phải thu về hoạt động đầu tư tài chính,,7.507.745.564.693,5.458.473.152.594,,,7507745564693.0,5458473152594.0
132,132,132,2. Trả trước cho người bán ngắn hạn,,48.615.471.980,35.077.502.602,,,48615471980.0,35077502602.0
135,135,135,3. Phải thu về cho vay ngắn hạn,,3.251.775.353.702,2.289.205.400.137,,,3251775353702.0,2289205400137.0
136,136,136,4. Phải thu ngắn hạn khác,,302.165.041.513,417.582.799.077,,,302165041513.0,417582799077.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(266.290.676.624),(430.179.122.349),,,-266290676624.0,-430179122349.0
139,139,139,6. Tài sản thiếu chờ xử lý,,170.105.685,170.105.685,,,170105685.0,170105685.0
140,140,140,IV. Hàng tồn kho,7,113.315.013.433,130.657.299.623,,7.0,113315013433.0,130657299623.0
150,150,150,V. Tài sản ngắn hạn khác,,655.668.035.987,662.942.344.625,,,655668035987.0,662942344625.0
151,151,151,1. Chi phí trả trước ngắn hạn,,621.328.053.868,632.376.095.306,,,621328053868.0,632376095306.0
151.1,151.1,151.1,1.1 Chi phí hoa hồng chưa phân bổ,8,557.740.609.732,573.767.690.885,,8.0,557740609732.0,573767690885.0
151.2,151.2,151.2,1.2 Chi phí trả trước ngắn hạn khác,9,63.587.444.136,58.608.404.421,,9.0,63587444136.0,58608404421.0
152,152,152,2. Thuế GTGT được khấu trừ,,24.105.394.693,24.148.583.251,,,24105394693.0,24148583251.0
153,153,153,3. Thuế và các khoản phải thu Nhà nước,16,4.998.425.502,-,,16.0,4998425502.0,
155,155,155,4. Tài sản ngắn hạn khác,,5.236.161.924,6.417.666.068,,,5236161924.0,6417666068.0
190,190,190,VI. Tài sản tái bảo hiểm,,3.001.857.927.552,2.949.830.594.892,,,3001857927552.0,2949830594892.0
191,191,191,1. Dự phòng phí nhượng tái bảo hiểm,24,1.710.351.585.766,1.563.289.264.476,,24.0,1710351585766.0,1563289264476.0
192,192,192,2. Dự phòng bồi thường nhượng tái bảo hiểm,24,1.291.506.341.786,1.386.541.330.416,,24.0,1291506341786.0,1386541330416.0
