row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Ngày 31 tháng 12 năm 2023,Ngày 31 tháng 12 năm 2022,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2023,numeric__Ngày 31 tháng 12 năm 2022
200,200,200,B. TÀI SẢN DÀI HẠN,,98.703.426.370.373,84.290.904.828.356,,,98703426370373.0,84290904828356.0
210,210,210,I. Các khoản phải thu dài hạn,6.2,84.370.325.019,83.369.135.387,,62.0,84370325019.0,83369135387.0
216,216,216,1. Phải thu dài hạn,,84.370.325.019,83.369.135.387,,,84370325019.0,83369135387.0
220,220,220,II. Tài sản cố định,,1.815.502.401.731,1.886.457.022.912,,,1815502401731.0,1886457022912.0
221,221,221,1. Tài sản cố định hữu hình,10,956.525.029.065,982.152.015.992,,10.0,956525029065.0,982152015992.0
222,222,222,Nguyên giá,,2.770.273.675.187,2.670.586.750.558,,,2770273675187.0,2670586750558.0
223,223,223,Giá trị khấu hao luỹ kế,,(1.813.748.646.122),(1.688.434.734.566),,,-1813748646122.0,-1688434734566.0
227,227,227,2. Tài sản cố định vô hình,11,858.977.372.666,904.305.006.920,,11.0,858977372666.0,904305006920.0
228,228,228,Nguyên giá,,1.580.705.169.207,1.560.296.306.607,,,1580705169207.0,1560296306607.0
229,229,229,Giá trị hao mòn luỹ kế,,(721.727.796.541),(655.991.299.687),,,-721727796541.0,-655991299687.0
230,230,230,III. Bất động sản đầu tư,12,45.388.992.000,45.388.992.000,,12.0,45388992000.0,45388992000.0
240,240,240,IV. Tài sản dở dang dài hạn,,374.587.590.582,434.313.505.322,,,374587590582.0,434313505322.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,13,374.587.590.582,434.313.505.322,,13.0,374587590582.0,434313505322.0
250,250,250,V. Đầu tư tài chính dài hạn,,96.200.740.149.933,81.637.575.741.897,,,96200740149933.0,81637575741897.0
252,252,252,"1. Đầu tư vào công ty liên doanh, liên kết",14.3.1,2.844.300.042.626,2.797.034.026.188,,1431.0,2844300042626.0,2797034026188.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,14.3.2,1.140.403.742.807,1.188.860.741.950,,1432.0,1140403742807.0,1188860741950.0
254,254,254,3. Dự phòng đầu tư tài chính dài hạn,,(91.181.033.263),(59.664.432.269),,,-91181033263.0,-59664432269.0
255,255,255,4. Đầu tư nấm giữ đến ngày đáo hạn,14.2,92.307.217.397.763,77.711.345.406.028,,142.0,92307217397763.0,77711345406028.0
260,260,260,VI. Tài sản dài hạn khác,,182.836.911.108,203.800.430.838,,,182836911108.0,203800430838.0
261,261,261,1. Chi phí trả trước dài hạn,9,149.510.887.437,153.847.426.306,,9.0,149510887437.0,153847426306.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,16.2.1,11.405.871.268,17.776.310.946,,1621.0,11405871268.0,17776310946.0
268,268,268,3. Tài sản dài hạn khác,,21.920.152.403,32.176.693.586,,,21920152403.0,32176693586.0
270,270,270,TỔNG CỘNG TÀI SẢN,,221.101.602.593.651,201.663.976.385.114,,,221101602593651.0,201663976385114.0
