row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Ngày 31 tháng 12 năm 2023,Ngày 31 tháng 12 năm 2022,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2023,numeric__Ngày 31 tháng 12 năm 2022
400,400,400,D. VỐN CHỦ SỞ HỮU,,22.259.023.109.082,21.270.957.604.962,,,22259023109082.0,21270957604962.0
410,410,410,I. Vốn chủ sở hữu,25,22.259.023.109.082,21.270.957.604.962,,25.0,22259023109082.0,21270957604962.0
411,411,411,1. Vốn góp của chủ sở hữu,,7.423.227.640.000,7.423.227.640.000,,,7423227640000.0,7423227640000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,7.423.227.640.000,7.423.227.640.000,,,7423227640000.0,7423227640000.0
412,412,412,2. Thắng dư vốn cổ phần,,7.310.458.742.807,7.310.458.742.807,,,7310458742807.0,7310458742807.0
417,417,417,3. Chênh lệch tỷ giá hối đoái,,15.445.192.000,15.445.192.000,,,15445192000.0,15445192000.0
418,418,418,4. Quỹ đầu tư phát triển và dự phòng tài chính,,2.233.517.394.474,1.592.882.068.422,,,2233517394474.0,1592882068422.0
420,420,420,5. Quỹ khác thuộc vốn chủ sở hữu,,103.568.802.818,103.568.802.818,,,103568802818.0,103568802818.0
421,421,421,6. Lợi nhuận sau thuế đã thực hiện chưa phân phối,,3.546.088.681.888,3.306.180.965.907,,,3546088681888.0,3306180965907.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,1.845.135.778.484,1.832.578.660.255,,,1845135778484.0,1832578660255.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,1.700.952.903.404,1.473.602.305.652,,,1700952903404.0,1473602305652.0
423,423,423,7. Quỹ dự trữ bắt buộc hoạt động bảo hiểm,,708.611.883.009,638.658.717.043,,,708611883009.0,638658717043.0
429,429,429,8. Lợi ích cổ đông không kiểm soát,,918.104.772.086,880.535.475.965,,,918104772086.0,880535475965.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,221.101.602.593.651,201.663.976.385.114,,,221101602593651.0,201663976385114.0
