row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
200,200,200,B. TÀI SẢN DÀI HẠN,,77.795.052.912.266,54.858.563.585.414,,,77795052912266.0,54858563585414.0
210,210,210,I. Các khoản phải thu dài hạn,,254.324.078.479,1.040.134.586.490,,,254324078479.0,1040134586490.0
215,215,215,1. Phải thu về cho vay dài hạn,8,62.559.839.165,939.532.495.238,,8.0,62559839165.0,939532495238.0
216,216,216,2. Phải thu dài hạn khác,9,191.764.239.314,100.602.091.252,,9.0,191764239314.0,100602091252.0
220,220,220,II. Tài sản cố định,,19.763.407.382.671,10.985.930.243.582,,,19763407382671.0,10985930243582.0
221,221,221,1. Tài sản cố định hữu hình,14,19.114.346.085.751,10.526.340.741.649,,14.0,19114346085751.0,10526340741649.0
222,222,222,Nguyên giá,,22.037.695.324.834,12.125.926.443.789,,,22037695324834.0,12125926443789.0
223,223,223,Giá trị hao mòn lũy kế,,(2.923.349.239.083),(1.599.585.702.140),,,-2923349239083.0,-1599585702140.0
227,227,227,2. Tài sản cố định vô hình,15,649.061.296.920,459.589.501.933,,15.0,649061296920.0,459589501933.0
228,228,228,Nguyên giá,,789.293.394.723,570.640.927.890,,,789293394723.0,570640927890.0
229,229,229,Giá trị hao mòn lũy kế,,(140.232.097.803),(111.051.425.957),,,-140232097803.0,-111051425957.0
230,230,230,III. Bất động sản đầu tư,16,16.827.664.243.533,15.399.141.224.526,,16.0,16827664243533.0,15399141224526.0
231,231,231,1. Nguyên giá,,18.192.494.564.257,16.337.225.559.687,,,18192494564257.0,16337225559687.0
232,232,232,2. Giá trị hao mòn lũy kế,,(1.364.830.320.724),(938.084.335.161),,,-1364830320724.0,-938084335161.0
240,240,240,IV. Tài sản dở dang dài hạn,,18.115.293.364.854,11.409.488.269.731,,,18115293364854.0,11409488269731.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,18,18.115.293.364.854,11.409.488.269.731,,18.0,18115293364854.0,11409488269731.0
250,250,250,V. Đầu tư tài chính dài hạn,,9.597.557.595.727,4.009.611.846.975,,,9597557595727.0,4009611846975.0
252,252,252,"1. Đầu tư vào công ty liên doanh, liên kết",19.1,6.715.538.162.046,1.030.494.731.370,,191.0,6715538162046.0,1030494731370.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,19.2,2.882.019.433.681,1.815.581.443.945,,192.0,2882019433681.0,1815581443945.0
254,254,254,3. Dự phòng đầu tư tài chính dài hạn,,-,(3.000.000.000),,,,-3000000000.0
255,255,255,4. Đầu tư nắm giữ đến ngày đáo hạn,19.2,-,1.166.535.671.660,,192.0,,1166535671660.0
260,260,260,VI. Tài sản dài hạn khác,,13.236.806.247.002,12.014.257.414.110,,,13236806247002.0,12014257414110.0
261,261,261,1. Chi phí trả trước dài hạn,12,1.437.896.150.549,1.018.937.547.468,,12.0,1437896150549.0,1018937547468.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,36.3,170.157.957.461,56.584.412.185,,363.0,170157957461.0,56584412185.0
268,268,268,3. Tài sản dài hạn khác,13,3.000.000.000.000,4.800.000.000.000,,13.0,3000000000000.0,4800000000000.0
269,269,269,4. Lợi thế thương mại,20,8.628.752.138.992,6.138.735.454.457,,20.0,8628752138992.0,6138735454457.0
270,270,270,TỔNG CỘNG TÀI SẢN,,145.494.672.578.219,90.069.766.505.463,,,145494672578219.0,90069766505463.0
