row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
400,400,400,D. VỐN CHỦ SỞ HỮU,,37.576.843.213.037,27.462.688.675.777,,,37576843213037.0,27462688675777.0
410,410,410,I. Vốn chủ sở hữu,29.1,37.576.843.213.037,27.462.688.675.777,,291.0,37576843213037.0,27462688675777.0
411,411,411,1. Vốn cổ phần đã phát hành,29.1,18.681.880.870.000,14.545.550.980.000,,291.0,18681880870000.0,14545550980000.0
411a,411a,411a,- Cổ phần phổ thông có quyền biểu quyết,,18.681.880.870.000,14.545.550.980.000,,,18681880870000.0,14545550980000.0
412,412,412,2. Thặng dư vốn cổ phần,29.1,5.798.727.464.308,4.582.534.150.067,,291.0,5798727464308.0,4582534150067.0
415,415,415,3. Cổ phiếu quỹ,29.5,(2.974.924.074.484),(2.974.924.074.484),,295.0,-2974924074484.0,-2974924074484.0
420,420,420,4. Quỹ khác thuộc vốn chủ sở hữu,29.1,27.845.114.930,22.845.114.930,,291.0,27845114930.0,22845114930.0
421,421,421,5. Lợi nhuận sau thuế chưa phân phối,29.1,1.601.415.502.116,4.220.035.125.587,,291.0,1601415502116.0,4220035125587.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,2.350.786.383.324,1.061.452.449.513,,,2350786383324.0,1061452449513.0
421b,421b,421b,- (Lỗ lũy kế)/lợi nhuận sau thuế chưa phân phối năm nay,,(749.370.881.208),3.158.582.676.074,,,-749370881208.0,3158582676074.0
429,429,429,6. Lợi ích cổ đông không kiểm soát,29.1,14.441.898.336.167,7.066.647.379.677,,291.0,14441898336167.0,7066647379677.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,145.494.672.578.219,90.069.766.505.463,,,145494672578219.0,90069766505463.0
