row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2020 VND,2019 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2020 VND,numeric__2019 VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,28,85.275.195.474.226,127.815.852.098.622,1.0,28.0,85275195474226.0,127815852098622.0
Giá vốn hàng bán và cung cấp dịch vụ,Giá vốn hàng bán và cung cấp dịch vụ,Giá vốn hàng bán và cung cấp dịch vụ,11,29,84.025.282.369.328,125.007.851.989.402,11.0,29.0,84025282369328.0,125007851989402.0
Lợi nhuận gộp (20 = 01 - 11),Lợi nhuận gộp (20 = 01 - 11),Lợi nhuận gộp (20 = 01 - 11),20,,1.249.913.104.898,2.808.000.109.220,20.0,,1249913104898.0,2808000109220.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,30,2.066.047.816.135,2.849.974.606.506,21.0,30.0,2066047816135.0,2849974606506.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,31,522.503.837.264,356.070.606.006,22.0,31.0,522503837264.0,356070606006.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,290.692.273.773,198.467.177.969,23.0,,290692273773.0,198467177969.0
Chi phí bán hàng và quản lý doanh nghiệp,Chi phí bán hàng và quản lý doanh nghiệp,Chi phí bán hàng và quản lý doanh nghiệp,25,32,1.814.423.251.571,1.956.351.676.527,25.0,32.0,1814423251571.0,1956351676527.0
Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 25),Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 25),Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 25),30,,979.033.832.198,3.345.552.433.193,30.0,,979033832198.0,3345552433193.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,33,86.894.817.359,54.276.306.093,31.0,33.0,86894817359.0,54276306093.0
Chi phí khác,Chi phí khác,Chi phí khác,32,34,37.113.699.516,31.547.775.983,32.0,34.0,37113699516.0,31547775983.0
Kết quả từ hoạt động khác (40 = 31 - 32),Kết quả từ hoạt động khác (40 = 31 - 32),Kết quả từ hoạt động khác (40 = 31 - 32),40,,49.781.117.843,22.728.530.110,40.0,,49781117843.0,22728530110.0
Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,1.028.814.950.041,3.368.280.963.303,50.0,,1028814950041.0,3368280963303.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,36,517.466.293,229.548.706.421,51.0,36.0,517466293.0,229548706421.0
Lợi ích thuế TNDN hoãn lại,Lợi ích thuế TNDN hoãn lại,Lợi ích thuế TNDN hoãn lại,52,36,(64.126.566.403),-,52.0,36.0,-64126566403.0,
Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),60,,1.092.424.050.151,3.138.732.256.882,60.0,,1092424050151.0,3138732256882.0
