row_label_raw,row_label_full,col_0,MS,TM,31/12/2017VND,01/01/2017VND,numeric__MS,numeric__TM,numeric__31/12/2017VND,numeric__01/01/2017VND
A - TÀI SẢN NGẮN HẠN,A - TÀI SẢN NGẮN HẠN,A - TÀI SẢN NGẮN HẠN,100,,1.789.831.452.027,2.110.035.004.915,100.0,,1789831452027.0,2110035004915.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,5.1,324.184.082.083,428.688.075.454,110.0,51.0,324184082083.0,428688075454.0
1. Tiền,1. Tiền,1. Tiền,111,,120.435.157.462,84.155.056.489,111.0,,120435157462.0,84155056489.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,203.748.924.621,344.533.018.965,112.0,,203748924621.0,344533018965.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,5.2,246.331.476.176,134.298.370.409,120.0,52.0,246331476176.0,134298370409.0
3. Đầu tư nằm giữ đến ngày đáo hạn,3. Đầu tư nằm giữ đến ngày đáo hạn,3. Đầu tư nằm giữ đến ngày đáo hạn,123,,246.331.476.176,134.298.370.409,123.0,,246331476176.0,134298370409.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,995.954.574.876,1.311.592.792.249,130.0,,995954574876.0,1311592792249.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,5.3,611.303.376.283,513.538.720.952,131.0,53.0,611303376283.0,513538720952.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,5.4,103.519.118.356,253.385.738.480,132.0,54.0,103519118356.0,253385738480.0
5. Phải thu về cho vay ngắn hạn,5. Phải thu về cho vay ngắn hạn,5. Phải thu về cho vay ngắn hạn,135,,50.932.232.203,238.920.765.480,135.0,,50932232203.0,238920765480.0
6. Phải thu ngắn hạn khác,6. Phải thu ngắn hạn khác,6. Phải thu ngắn hạn khác,136,5.5,230.302.895.642,306.368.428.036,136.0,55.0,230302895642.0,306368428036.0
7. Dự phòng phải thu ngắn hạn khó đòi,7. Dự phòng phải thu ngắn hạn khó đòi,7. Dự phòng phải thu ngắn hạn khó đòi,137,5.6,(235.250.000),(620.860.699),137.0,56.0,-235250000.0,-620860699.0
8. Tài sản thiếu chờ xử lý,8. Tài sản thiếu chờ xử lý,8. Tài sản thiếu chờ xử lý,139,,132.202.392,-,139.0,,132202392.0,
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,,48.421.852.629,41.507.715.279,140.0,,48421852629.0,41507715279.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,5.7,48.421.852.629,41.507.715.279,141.0,57.0,48421852629.0,41507715279.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,174.939.466.263,193.948.051.524,150.0,,174939466263.0,193948051524.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,5.11,33.278.225.798,733.130.886,151.0,511.0,33278225798.0,733130886.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,132.220.976.929,190.288.614.098,152.0,,132220976929.0,190288614098.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,5.13,9.440.263.536,2.926.306.540,153.0,513.0,9440263536.0,2926306540.0
B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,200,,8.978.995.180.576,7.209.817.657.567,200.0,,8978995180576.0,7209817657567.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,287.293.124.712,339.787.328.285,210.0,,287293124712.0,339787328285.0
1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,211,5.3,187.543.789.957,250.519.019.957,211.0,53.0,187543789957.0,250519019957.0
5. Phải thu về cho vay dài hạn,5. Phải thu về cho vay dài hạn,5. Phải thu về cho vay dài hạn,215,,-,16.180.745.000,215.0,,,16180745000.0
6. Phải thu dài hạn khác,6. Phải thu dài hạn khác,6. Phải thu dài hạn khác,216,5.5,102.899.334.755,76.237.563.328,216.0,55.0,102899334755.0,76237563328.0
7. Dự phòng phải thu dài hạn khó đòi,7. Dự phòng phải thu dài hạn khó đòi,7. Dự phòng phải thu dài hạn khó đòi,219,5.6,(3.150.000.000),(3.150.000.000),219.0,56.0,-3150000000.0,-3150000000.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,2.754.790.147.057,2.263.324.433.562,220.0,,2754790147057.0,2263324433562.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,5.8,2.748.740.929.056,2.262.819.064.887,221.0,58.0,2748740929056.0,2262819064887.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,3.505.542.125.050,2.660.889.516.691,222.0,,3505542125050.0,2660889516691.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(756.801.195.994),(398.070.451.804),223.0,,-756801195994.0,-398070451804.0
3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,227,5.9,6.049.218.001,505.368.675,227.0,59.0,6049218001.0,505368675.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,7.685.157.188,1.566.862.888,228.0,,7685157188.0,1566862888.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(1.635.939.187),(1.061.494.213),229.0,,-1635939187.0,-1061494213.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,5.10,5.367.931.244.796,4.145.822.652.518,240.0,510.0,5367931244796.0,4145822652518.0
2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,242,,5.367.931.244.796,4.145.822.652.518,242.0,,5367931244796.0,4145822652518.0
V. Các khoản đầu tư tài chính dài hạn,V. Các khoản đầu tư tài chính dài hạn,V. Các khoản đầu tư tài chính dài hạn,250,5.2,319.652.803.472,325.406.167.622,250.0,52.0,319652803472.0,325406167622.0
"2. Đầu tư vào công ty liên kết, liên doanh","2. Đầu tư vào công ty liên kết, liên doanh","2. Đầu tư vào công ty liên kết, liên doanh",252,,308.522.803.472,314.276.167.622,252.0,,308522803472.0,314276167622.0
3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,253,,6.130.000.000,6.130.000.000,253.0,,6130000000.0,6130000000.0
5. Đầu tư nằm giữ đến ngày đáo hạn,5. Đầu tư nằm giữ đến ngày đáo hạn,5. Đầu tư nằm giữ đến ngày đáo hạn,255,,5.000.000.000,5.000.000.000,255.0,,5000000000.0,5000000000.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,248.173.665.813,135.477.075.580,260.0,,248173665813.0,135477075580.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,5.11,248.173.665.813,135.477.075.580,261.0,511.0,248173665813.0,135477075580.0
VII. Lợi thế thương mại,VII. Lợi thế thương mại,VII. Lợi thế thương mại,269,,1.154.194.726,-,269.0,,1154194726.0,
TỔNG CỘNG TÀI SẢN(270 = 100+200),TỔNG CỘNG TÀI SẢN(270 = 100+200),TỔNG CỘNG TÀI SẢN(270 = 100+200),,,10.768.826.632.603,9.319.852.662.482,,,10768826632603.0,9319852662482.0
