row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A - TẢI SẢN NGẮN HẠN,A - TẢI SẢN NGẮN HẠN,A - TẢI SẢN NGẮN HẠN,A - TẢI SẢN NGẮN HẠN,100,,4.276.321.661.403,4.698.319.850.889,,100.0,,4276321661403.0,4698319850889.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,V.1,181.226.245.209,100.346.271.678,,110.0,,181226245209.0,100346271678.0
1.,1.,1.,Tiền,111,,71.226.245.209,22.021.449.389,,111.0,,71226245209.0,22021449389.0
2.,2.,2.,Các khoản tương đương tiền,112,,110.000.000.000,78.324.822.289,,112.0,,110000000000.0,78324822289.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,-,-,,120.0,,,
1.,1.,1.,Chứng khoán kinh doanh,121,,-,-,,121.0,,,
2.,2.,2.,Dự phòng giảm giá chứng khoán kinh doanh,122,,-,-,,122.0,,,
3.,3.,3.,Đầu tư nằm giữ đến ngày đáo hạn,123,,-,-,,123.0,,,
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,528.491.793.958,558.556.738.174,,130.0,,528491793958.0,558556738174.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,V.2a,472.478.866.670,437.305.476.208,,131.0,,472478866670.0,437305476208.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,V.3a,10.144.781.583,85.470.313.692,,132.0,,10144781583.0,85470313692.0
3.,3.,3.,Phải thu nội bộ ngắn hạn,133,,-,-,,133.0,,,
4.,4.,4.,Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,134,,-,-,,134.0,,,
5.,5.,5.,Phải thu về cho vay ngắn hạn,135,,-,-,,135.0,,,
6.,6.,6.,Phải thu ngắn hạn khác,136,V.4a,45.868.145.705,35.780.948.274,,136.0,,45868145705.0,35780948274.0
7.,7.,7.,Dự phòng phải thu ngắn hạn khó đòi,137,V.5,,-,,137.0,,,
8.,8.,8.,Tài sản thiếu chờ xử lý,139,,-,-,,139.0,,,
IV.,IV.,IV.,Hàng tồn kho,140,V.6,3.563.931.169.711,4.021.165.744.992,,140.0,,3563931169711.0,4021165744992.0
1.,1.,1.,Hàng tồn kho,141,,3.563.931.169.711,4.021.165.744.992,,141.0,,3563931169711.0,4021165744992.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,-,-,,149.0,,,
V.,V.,V.,Tài sản ngắn hạn khác,150,,2.672.452.525,18.251.096.045,,150.0,,2672452525.0,18251096045.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,V.7a,1.755.997.573,1.307.637.497,,151.0,,1755997573.0,1307637497.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,916.454.952,16.943.458.548,,152.0,,916454952.0,16943458548.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,,-,-,,153.0,,,
4.,4.,4.,Giao dịch mua bán lại trái phiếu Chính phủ,154,,-,-,,154.0,,,
5.,5.,5.,Tài sản ngắn hạn khác,155,,-,-,,155.0,,,
