row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,31/12/2022,01/01/2022,numeric__Thuyết minh,numeric__31/12/2022,numeric__01/01/2022
X. Tài sản cố định,X. Tài sản cố định,X. Tài sản cố định,,742.961,707.713,,742961.0,707713.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,V.08,164.735,127.976,,164735.0,127976.0
a. Nguyên giá tài sản cố định,a. Nguyên giá tài sản cố định,a. Nguyên giá tài sản cố định,,381.375,322.788,,381375.0,322788.0
b. Hao mòn tài sản cố định,b. Hao mòn tài sản cố định,b. Hao mòn tài sản cố định,,(216.640),(194.812),,-216640.0,-194812.0
2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,,-,-,,,
a. Nguyên giá tài sản cố định,a. Nguyên giá tài sản cố định,a. Nguyên giá tài sản cố định,,-,-,,,
b. Hao mòn tài sản cố định,b. Hao mòn tài sản cố định,b. Hao mòn tài sản cố định,,-,-,,,
3. Tài sản cố định vô hình,b. Hao mòn tài sản cố định > 3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,V.9,578.226,579.737,,578226.0,579737.0
a. Nguyên giá tài sản cố định,b. Hao mòn tài sản cố định > a. Nguyên giá tài sản cố định,a. Nguyên giá tài sản cố định,,678.765,665.743,,678765.0,665743.0
b. Hao mòn tài sản cố định,b. Hao mòn tài sản cố định > b. Hao mòn tài sản cố định,b. Hao mòn tài sản cố định,,(100.539),(86.006),,-100539.0,-86006.0
XI. Bất động sản đầu tư,XI. Bất động sản đầu tư,XI. Bất động sản đầu tư,,-,-,,,
a. Nguyên giá bất động sản đầu tư,a. Nguyên giá bất động sản đầu tư,a. Nguyên giá bất động sản đầu tư,,-,-,,,
b. Hao mòn bất động sản đầu tư,b. Hao mòn bất động sản đầu tư,b. Hao mòn bất động sản đầu tư,,-,-,,,
XII. Tài sản có khác,b. Hao mòn bất động sản đầu tư > XII. Tài sản có khác,XII. Tài sản có khác,V.10,14.066.597,15.773.975,,14066597.0,15773975.0
1. Các khoản phải thu,b. Hao mòn bất động sản đầu tư > 1. Các khoản phải thu,1. Các khoản phải thu,,10.540.616,11.748.989,,10540616.0,11748989.0
"2. Các khoản lãi, phí phải thu","b. Hao mòn bất động sản đầu tư > 2. Các khoản lãi, phí phải thu","2. Các khoản lãi, phí phải thu",,1.513.406,1.981.642,,1513406.0,1981642.0
3. Tài sản thuế TNDN hoãn lại,3. Tài sản thuế TNDN hoãn lại,3. Tài sản thuế TNDN hoãn lại,,-,-,,,
4. Tài sản Có khác,3. Tài sản thuế TNDN hoãn lại > 4. Tài sản Có khác,4. Tài sản Có khác,,2.212.575,2.243.344,,2212575.0,2243344.0
5. Các khoản dự phòng rủi ro cho các tài sản Có nội bằng khác,3. Tài sản thuế TNDN hoãn lại > 5. Các khoản dự phòng rủi ro cho các tài sản Có nội bằng khác,5. Các khoản dự phòng rủi ro cho các tài sản Có nội bằng khác,,(200.000),(200.000),,-200000.0,-200000.0
TỔNG TÀI SẢN CÓ,3. Tài sản thuế TNDN hoãn lại > TỔNG TÀI SẢN CÓ,TỔNG TÀI SẢN CÓ,,89.895.120,73.778.172,,89895120.0,73778172.0
