row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,31/12/2017,01/01/2017,numeric__Thuyết minh,numeric__31/12/2017,numeric__01/01/2017
IX. Tài sản cố định,IX. Tài sản cố định,IX. Tài sản cố định,,1.375.361,1.182.577,,1375361.0,1182577.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,V.08,267.773,237.611,,267773.0,237611.0
a. Nguyên giá tài sản cố định,a. Nguyên giá tài sản cố định,a. Nguyên giá tài sản cố định,,388.816,339.370,,388816.0,339370.0
b. Hao mòn tài sản cố định,b. Hao mòn tài sản cố định,b. Hao mòn tài sản cố định,,(121.043),(101.759),,-121043.0,-101759.0
2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,,-,-,,,
a. Nguyên giá tài sản cố định,a. Nguyên giá tài sản cố định,a. Nguyên giá tài sản cố định,,-,-,,,
b. Hao mòn tài sản cố định,b. Hao mòn tài sản cố định,b. Hao mòn tài sản cố định,,-,-,,,
3. Tài sản cố định vô hình,b. Hao mòn tài sản cố định > 3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,V.09,1.107.588,944.966,,1107588.0,944966.0
a. Nguyên giá tài sản cố định,b. Hao mòn tài sản cố định > a. Nguyên giá tài sản cố định,a. Nguyên giá tài sản cố định,,1.136.165,960.277,,1136165.0,960277.0
b. Hao mòn tài sản cố định,b. Hao mòn tài sản cố định > b. Hao mòn tài sản cố định,b. Hao mòn tài sản cố định,,(28.577),(15.311),,-28577.0,-15311.0
X. Bất động sản đầu tư,X. Bất động sản đầu tư,X. Bất động sản đầu tư,,-,-,,,
a. Nguyên giá bất động sản đầu tư,a. Nguyên giá bất động sản đầu tư,a. Nguyên giá bất động sản đầu tư,,-,-,,,
b. Hao mòn bất động sản đầu tư,b. Hao mòn bất động sản đầu tư,b. Hao mòn bất động sản đầu tư,,-,-,,,
XI. Tài sản có khác,b. Hao mòn bất động sản đầu tư > XI. Tài sản có khác,XI. Tài sản có khác,V.10,10.140.581,9.324.425,,10140581.0,9324425.0
1. Các khoản phải thu,b. Hao mòn bất động sản đầu tư > 1. Các khoản phải thu,1. Các khoản phải thu,,4.434.551,3.041.394,,4434551.0,3041394.0
"2. Các khoản lãi, phí phải thu","b. Hao mòn bất động sản đầu tư > 2. Các khoản lãi, phí phải thu","2. Các khoản lãi, phí phải thu",,2.729.401,3.092.179,,2729401.0,3092179.0
3. Tài sản thuê TNDN hoãn lại,3. Tài sản thuê TNDN hoãn lại,3. Tài sản thuê TNDN hoãn lại,,-,-,,,
4. Tài sản Có khác,3. Tài sản thuê TNDN hoãn lại > 4. Tài sản Có khác,4. Tài sản Có khác,,3.012.488,3.219.711,,3012488.0,3219711.0
5. Các khoản dự phòng rủi ro cho các tài sản Cổ nội bảng khác,3. Tài sản thuê TNDN hoãn lại > 5. Các khoản dự phòng rủi ro cho các tài sản Cổ nội bảng khác,5. Các khoản dự phòng rủi ro cho các tài sản Cổ nội bảng khác,,(35.859),(28.859),,-35859.0,-28859.0
TỔNG TẢI SẢN CỔ,3. Tài sản thuê TNDN hoãn lại > TỔNG TẢI SẢN CỔ,TỔNG TẢI SẢN CỔ,,71.907.133,69.048.305,,71907133.0,69048305.0
