row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,31/12/2015,01/01/2015,numeric__Thuyết minh,numeric__31/12/2015,numeric__01/01/2015
IX. Tài sản cố định,IX. Tài sản cố định,IX. Tài sản cố định,,1.168.505.918.638,1.147.549.909.891,,1168505918638.0,1147549909891.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,V.08,231.116.079.872,219.087.515.726,,231116079872.0,219087515726.0
a. Nguyên giá tài sản cố định,a. Nguyên giá tài sản cố định,a. Nguyên giá tài sản cố định,,318.360.001.619,295.578.416.075,,318360001619.0,295578416075.0
b. Hao mòn tài sản cố định,b. Hao mòn tài sản cố định,b. Hao mòn tài sản cố định,,(87.243.921.747),(76.490.900.349),,-87243921747.0,-76490900349.0
2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,,-,-,,,
a. Nguyên giá tài sản cố định,a. Nguyên giá tài sản cố định,a. Nguyên giá tài sản cố định,,-,-,,,
b. Hao mòn tài sản cố định,b. Hao mòn tài sản cố định,b. Hao mòn tài sản cố định,,-,-,,,
3. Tài sản cố định vô hình,b. Hao mòn tài sản cố định > 3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,V.09,937.389.838.766,928.462.394.165,,937389838766.0,928462394165.0
a: Nguyên giá tài sản cố định,b. Hao mòn tài sản cố định > a: Nguyên giá tài sản cố định,a: Nguyên giá tài sản cố định,,948.439.590.011,937.163.494.011,,948439590011.0,937163494011.0
b. Hao mòn tài sản cố định,b. Hao mòn tài sản cố định > b. Hao mòn tài sản cố định,b. Hao mòn tài sản cố định,,(11.049.751.245),(8.701.099.846),,-11049751245.0,-8701099846.0
X. Bất động sản đầu tư,X. Bất động sản đầu tư,X. Bất động sản đầu tư,,-,-,,,
a. Nguyên giá bất động sản đầu tư,a. Nguyên giá bất động sản đầu tư,a. Nguyên giá bất động sản đầu tư,,-,-,,,
b. Hao mòn bất động sản đầu tư,b. Hao mòn bất động sản đầu tư,b. Hao mòn bất động sản đầu tư,,-,-,,,
XI. Tài sản cố khác,b. Hao mòn bất động sản đầu tư > XI. Tài sản cố khác,XI. Tài sản cố khác,V.10,7.354.152.241.573,5.350.065.079.014,,7354152241573.0,5350065079014.0
1. Các khoản phải thu,b. Hao mòn bất động sản đầu tư > 1. Các khoản phải thu,1. Các khoản phải thu,,2.167.806.261.209,1.040.003.929.408,,2167806261209.0,1040003929408.0
"2. Các khoản lãi, phí phải thu","b. Hao mòn bất động sản đầu tư > 2. Các khoản lãi, phí phải thu","2. Các khoản lãi, phí phải thu",,2.406.645.552.146,3.430.590.353.896,,2406645552146.0,3430590353896.0
3. Tài sản thuế TNDN hoãn lại,3. Tài sản thuế TNDN hoãn lại,3. Tài sản thuế TNDN hoãn lại,,-,-,,,
4. Tài sản Có khác,3. Tài sản thuế TNDN hoãn lại > 4. Tài sản Có khác,4. Tài sản Có khác,,2.808.559.290.040,893.329.657.532,,2808559290040.0,893329657532.0
- Trong đó: Lợi thế thương mại,- Trong đó: Lợi thế thương mại,- Trong đó: Lợi thế thương mại,,-,-,,,
5. Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,- Trong đó: Lợi thế thương mại > 5. Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,5. Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,,(28.858.861.822),(13.858.861.822),,-28858861822.0,-13858861822.0
TỔNG TÀI SẢN CÓ,- Trong đó: Lợi thế thương mại > TỔNG TÀI SẢN CÓ,TỔNG TÀI SẢN CÓ,,48.230.798.775.800,36.838.573.610.183,,48230798775800.0,36838573610183.0
