row_label_raw,row_label_full,col_0,Mối quan hệ,31/12/2022,31/12/2022_1,01/01/2022,01/01/2022_1,numeric__Mối quan hệ,numeric__31/12/2022,numeric__31/12/2022_1,numeric__01/01/2022,numeric__01/01/2022_1
,,,Mối quan hệ,Gốc,Lãi,Gốc,Lãi,,,,,
,,,Mối quan hệ,VND,VND,VND,VND,,,,,
Vay,Vay,Vay,Vay,Vay,Vay,Vay,Vay,,,,,
- Công ty TNHH Sacom - Chíp Sáng,Vay > - Công ty TNHH Sacom - Chíp Sáng,- Công ty TNHH Sacom - Chíp Sáng,Công ty con,42.500.000.000,2.943.106.179,20.500.000.000,1.236.698.637,,42500000000.0,2943106179.0,20500000000.0,1236698637.0
- Công ty Cổ phần Dây và Cáp Sacom,Vay > - Công ty Cổ phần Dây và Cáp Sacom,- Công ty Cổ phần Dây và Cáp Sacom,Công ty con,10.000.000.000,2.484.291.368,-,895.479.451,,10000000000.0,2484291368.0,,895479451.0
- Công ty Cổ phần Sacom Tuyên Lâm,Vay > - Công ty Cổ phần Sacom Tuyên Lâm,- Công ty Cổ phần Sacom Tuyên Lâm,Công ty con,368.774.000.000,66.359.377.975,468.774.000.000,36.243.293.919,,368774000000.0,66359377975.0,468774000000.0,36243293919.0
- Công ty Cổ phần Đầu tư Phát triển Nam Tây Nguyên,Vay > - Công ty Cổ phần Đầu tư Phát triển Nam Tây Nguyên,- Công ty Cổ phần Đầu tư Phát triển Nam Tây Nguyên,Công ty con,80.784.000.000,24.385.707.289,288.000.000.000,13.527.156.166,,80784000000.0,24385707289.0,288000000000.0,13527156166.0
- Công ty Cổ phần Capella Quảng Nam,Vay > - Công ty Cổ phần Capella Quảng Nam,- Công ty Cổ phần Capella Quảng Nam,Công ty con,-,-,68.000.000.000,5.125.753.426,,,,68000000000.0,5125753426.0
- Công ty Cổ phần Phú Hữu Gia,Vay > - Công ty Cổ phần Phú Hữu Gia,- Công ty Cổ phần Phú Hữu Gia,Công ty liên kết,15.200.000.000,199.101.370,-,-,,15200000000.0,199101370.0,,
- Công ty Cổ phần Chứng khoán Quốc Gia,Vay > - Công ty Cổ phần Chứng khoán Quốc Gia,- Công ty Cổ phần Chứng khoán Quốc Gia,Cổ đông,9.116.482.238,-,3.116.482.238,-,,9116482238.0,,3116482238.0,
,,,,526.374.482.238,96.371.584.181,848.390.482.238,57.028.381.599,,526374482238.0,96371584181.0,848390482238.0,57028381599.0
