row_label_raw,row_label_full,col_0,Năm nay,Năm trước(Trình bày lại),numeric__Năm nay,numeric__Năm trước(Trình bày lại)
Công ty TNHH Dịch vụ Kỹ thuật Dầu khí biến PVD,Giá trị hàng mua và dịch vụ cung cấp > Công ty TNHH Dịch vụ Kỹ thuật Dầu khí biến PVD,Công ty TNHH Dịch vụ Kỹ thuật Dầu khí biến PVD,3.812.425.000,3.822.870.000,3812425000.0,3822870000.0
Công ty CP Dịch Vụ - Vận tải Dầu khí Cửu Long,Giá trị hàng mua và dịch vụ cung cấp > Công ty CP Dịch Vụ - Vận tải Dầu khí Cửu Long,Công ty CP Dịch Vụ - Vận tải Dầu khí Cửu Long,3.363.903.351,-,3363903351.0,
Công ty TNHH MTV Klém định Kỹ thuật An toàn Dầu khí Việt Nam,Giá trị hàng mua và dịch vụ cung cấp > Công ty TNHH MTV Klém định Kỹ thuật An toàn Dầu khí Việt Nam,Công ty TNHH MTV Klém định Kỹ thuật An toàn Dầu khí Việt Nam,3.365.034.437,329.014.000,3365034437.0,329014000.0
Công ty CP Giải pháp công nghệ kiểm tra không phá hủy dầu khí Việt Nam PV EIC,Giá trị hàng mua và dịch vụ cung cấp > Công ty CP Giải pháp công nghệ kiểm tra không phá hủy dầu khí Việt Nam PV EIC,Công ty CP Giải pháp công nghệ kiểm tra không phá hủy dầu khí Việt Nam PV EIC,3.220.032.727,2.148.900.000,3220032727.0,2148900000.0
Công ty Cổ phần Dầu nhìn PVOI,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Dầu nhìn PVOI,Công ty Cổ phần Dầu nhìn PVOI,3.088.537.640,1.593.286.621,3088537640.0,1593286621.0
Chỉ nhánh Tổng Công ty Cổ phần Dịch vụ kỹ thuật Dầu khí Việt Nam - Công ty Dịch vụ Dầu khí Đà Nẵng,Giá trị hàng mua và dịch vụ cung cấp > Chỉ nhánh Tổng Công ty Cổ phần Dịch vụ kỹ thuật Dầu khí Việt Nam - Công ty Dịch vụ Dầu khí Đà Nẵng,Chỉ nhánh Tổng Công ty Cổ phần Dịch vụ kỹ thuật Dầu khí Việt Nam - Công ty Dịch vụ Dầu khí Đà Nẵng,3.047.674.772,4.004.870.287,3047674772.0,4004870287.0
Công ty Cổ phần Xăng dầu Dầu khí Miền Trung,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Xăng dầu Dầu khí Miền Trung,Công ty Cổ phần Xăng dầu Dầu khí Miền Trung,2.661.572.226,1.812.824.062,2661572226.0,1812824062.0
Chỉ nhánh Viện Dầu khí Việt Nam - Trung tâm Nghiên cứu và Phát triển Chế biển Dầu khí,Giá trị hàng mua và dịch vụ cung cấp > Chỉ nhánh Viện Dầu khí Việt Nam - Trung tâm Nghiên cứu và Phát triển Chế biển Dầu khí,Chỉ nhánh Viện Dầu khí Việt Nam - Trung tâm Nghiên cứu và Phát triển Chế biển Dầu khí,2.688.055.957,516.811.721,2688055957.0,516811721.0
Công ty CP vận tải xăng dầu Phương Nam,Giá trị hàng mua và dịch vụ cung cấp > Công ty CP vận tải xăng dầu Phương Nam,Công ty CP vận tải xăng dầu Phương Nam,1.877.761.540,16.745.513.960,1877761540.0,16745513960.0
Công ty Cổ phần Vận tải Dầu khí Đồng Dương,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Vận tải Dầu khí Đồng Dương,Công ty Cổ phần Vận tải Dầu khí Đồng Dương,1.796.167.400,2.103.868.620,1796167400.0,2103868620.0
Công ty Cổ phần Nhiên liệu Sinh học Dầu khí Miền Trung,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Nhiên liệu Sinh học Dầu khí Miền Trung,Công ty Cổ phần Nhiên liệu Sinh học Dầu khí Miền Trung,1.683.388.550,2.009.310.191,1683388550.0,2009310191.0
Tập đoàn Dầu khí Việt Nam,Giá trị hàng mua và dịch vụ cung cấp > Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,1.566.032.964,1.569.657.538,1566032964.0,1569657538.0
Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,1.451.822.960,-,1451822960.0,
Công ty Cổ phần Phân bón Dầu khí Cà Mau,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Phân bón Dầu khí Cà Mau,Công ty Cổ phần Phân bón Dầu khí Cà Mau,1.260.044.000,-,1260044000.0,
Tổng Công ty Tư vấn Thiết kế Dầu khí - Công ty Cổ phần,Giá trị hàng mua và dịch vụ cung cấp > Tổng Công ty Tư vấn Thiết kế Dầu khí - Công ty Cổ phần,Tổng Công ty Tư vấn Thiết kế Dầu khí - Công ty Cổ phần,1.085.292.846,1.942.287.549,1085292846.0,1942287549.0
Tổng Công ty Phân bón và Hóa chất Dầu khí - Công ty Cổ phần,Giá trị hàng mua và dịch vụ cung cấp > Tổng Công ty Phân bón và Hóa chất Dầu khí - Công ty Cổ phần,Tổng Công ty Phân bón và Hóa chất Dầu khí - Công ty Cổ phần,805.932.000,-,805932000.0,
Chỉ nhánh Viện Dầu khí Việt Nam - Trung tâm Ứng dụng và Chuyển giao Công nghệ,Giá trị hàng mua và dịch vụ cung cấp > Chỉ nhánh Viện Dầu khí Việt Nam - Trung tâm Ứng dụng và Chuyển giao Công nghệ,Chỉ nhánh Viện Dầu khí Việt Nam - Trung tâm Ứng dụng và Chuyển giao Công nghệ,733.501.250,4.636.325.000,733501250.0,4636325000.0
Chỉ nhánh Viện dầu khí Việt Nam-Trung tâm nghiên cứu Kinh tế & Quản lý dầu khí (EMC),Giá trị hàng mua và dịch vụ cung cấp > Chỉ nhánh Viện dầu khí Việt Nam-Trung tâm nghiên cứu Kinh tế & Quản lý dầu khí (EMC),Chỉ nhánh Viện dầu khí Việt Nam-Trung tâm nghiên cứu Kinh tế & Quản lý dầu khí (EMC),724.948.032,-,724948032.0,
Công ty Cổ phần Giám định Năng lượng Việt Nam Miền Trung,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Giám định Năng lượng Việt Nam Miền Trung,Công ty Cổ phần Giám định Năng lượng Việt Nam Miền Trung,641.421.000,623.466.000,641421000.0,623466000.0
Công ty Cổ phần Đào tạo Kỹ thuật PVD,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Đào tạo Kỹ thuật PVD,Công ty Cổ phần Đào tạo Kỹ thuật PVD,596.720.000,1.358.339.492,596720000.0,1358339492.0
Trường Đại học Dầu khí Việt Nam,Giá trị hàng mua và dịch vụ cung cấp > Trường Đại học Dầu khí Việt Nam,Trường Đại học Dầu khí Việt Nam,139.020.025,1.373.178.437,139020025.0,1373178437.0
Công ty Cổ phần Dịch vụ Vận tải Dầu khí Cửu Long,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Dịch vụ Vận tải Dầu khí Cửu Long,Công ty Cổ phần Dịch vụ Vận tải Dầu khí Cửu Long,82.250.000,404.741.500,82250000.0,404741500.0
Trường Cao đẳng Nghề Dầu khí,Giá trị hàng mua và dịch vụ cung cấp > Trường Cao đẳng Nghề Dầu khí,Trường Cao đẳng Nghề Dầu khí,60.000.000,200.000.000,60000000.0,200000000.0
Chỉ nhánh Viện Dầu khí - Trung tâm Đào tạo và Thông tin Dầu khí,Giá trị hàng mua và dịch vụ cung cấp > Chỉ nhánh Viện Dầu khí - Trung tâm Đào tạo và Thông tin Dầu khí,Chỉ nhánh Viện Dầu khí - Trung tâm Đào tạo và Thông tin Dầu khí,54.000.000,16.590.909,54000000.0,16590909.0
Chỉ nhánh Viện Dầu khí Việt Nam - Trung tâm Nghiên cứu và Phát triển An toàn và Môi trường Dầu khí,Giá trị hàng mua và dịch vụ cung cấp > Chỉ nhánh Viện Dầu khí Việt Nam - Trung tâm Nghiên cứu và Phát triển An toàn và Môi trường Dầu khí,Chỉ nhánh Viện Dầu khí Việt Nam - Trung tâm Nghiên cứu và Phát triển An toàn và Môi trường Dầu khí,-,2.981.001.054,,2981001054.0
Công ty Cổ phần Phân bón và Hoá chất Dầu khí Miền Trung,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Phân bón và Hoá chất Dầu khí Miền Trung,Công ty Cổ phần Phân bón và Hoá chất Dầu khí Miền Trung,-,1.970.665.800,,1970665800.0
Công ty Cổ phần Chứng khoán Dầu khí,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Chứng khoán Dầu khí,Công ty Cổ phần Chứng khoán Dầu khí,-,250.000.000,,250000000.0
Công ty Bảo hiểm PVI Đồng Đồ,Giá trị hàng mua và dịch vụ cung cấp > Công ty Bảo hiểm PVI Đồng Đồ,Công ty Bảo hiểm PVI Đồng Đồ,-,23.925.796,,23925796.0
Công ty Bảo hiểm PVI - Chỉ nhánh Thăng Long,Giá trị hàng mua và dịch vụ cung cấp > Công ty Bảo hiểm PVI - Chỉ nhánh Thăng Long,Công ty Bảo hiểm PVI - Chỉ nhánh Thăng Long,-,11.064.850,,11064850.0
