row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2020 VND,Tại ngày 31 tháng 12 năm > 2019 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2020 VND,numeric__Tại ngày 31 tháng 12 năm > 2019 VND
300,300,300,NỘ PHẢI TRẢ,,4.582.073.162.617,5.047.543.923.750,,,4582073162617.0,5047543923750.0
310,310,310,Nợ ngắn hạn,,4.097.976.895.372,4.342.498.959.228,,,4097976895372.0,4342498959228.0
311,311,311,Phải trả người bán ngắn hạn,12,1.070.443.509.756,1.818.620.562.140,,12.0,1070443509756.0,1818620562140.0
312,312,312,Người mua trả tiền trước ngắn hạn,13,346.218.920.151,47.636.715.311,,13.0,346218920151.0,47636715311.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,15,51.056.523.851,758.814.883,,15.0,51056523851.0,758814883.0
314,314,314,Phải trả người lao động,,40.385.309.272,16.918.142.598,,,40385309272.0,16918142598.0
315,315,315,Chi phí phải trả ngắn hạn,14,27.812.146.715,10.517.706.173,,14.0,27812146715.0,10517706173.0
319,319,319,Phải trả ngắn hạn khác,,1.017.428.026,9.700.352.173,,,1017428026.0,9700352173.0
320,320,320,Vay và nợ thuê tài chính ngắn hạn,16(a),2.520.048.120.256,2.388.861.750.039,,,2520048120256.0,2388861750039.0
322,322,322,"Quỹ khen thưởng, phúc lợi",,40.994.937.345,49.484.915.911,,,40994937345.0,49484915911.0
330,330,330,Nợ dài hạn,,484.096.267.245,705.044.964.522,,,484096267245.0,705044964522.0
337,337,337,Phải trả dài hạn khác,,900.000.000,900.000.000,,,900000000.0,900000000.0
338,338,338,Vay và nợ thuê tài chính dài hạn,"16(b),16(c)",482.405.018.648,703.339.289.824,,,482405018648.0,703339289824.0
341,341,341,Thuế thu nhập hoãn lại phải trả,,791.248.597,805.674.698,,,791248597.0,805674698.0
400,400,400,VỐN CHỦ SỞ HỮU,,3.181.020.162.631,3.016.814.179.518,,,3181020162631.0,3016814179518.0
410,410,410,Vốn chủ sở hữu,,3.181.020.162.631,3.016.814.179.518,,,3181020162631.0,3016814179518.0
411,411,411,Vốn góp của chủ sở hữu,"18, 19",1.819.998.680.000,1.819.998.680.000,,,1819998680000.0,1819998680000.0
411 a,411 a,411 a,- Cổ phiếu phổ thông có quyền biểu quyết,,1.819.998.680.000,1.819.998.680.000,,,1819998680000.0,1819998680000.0
412,412,412,Thặng dư vốn cổ phần,19,766.255.590.000,766.255.590.000,,19.0,766255590000.0,766255590000.0
415,415,415,Cổ phiếu quỹ,19,(78.043.577.721),-,,19.0,-78043577721.0,
418,418,418,Quỹ đầu tư phát triển,19,59.804.428.330,38.504.256.821,,19.0,59804428330.0,38504256821.0
420,420,420,Quỹ khác thuộc vốn chủ sở hữu,19,36.681.287.204,35.734.612.915,,19.0,36681287204.0,35734612915.0
421,421,421,Lợi nhuận sau thuế (“LNST”)chưa phân phối,19,576.323.754.818,356.321.039.782,,19.0,576323754818.0,356321039782.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,332.654.182.550,308.987.325.318,,,332654182550.0,308987325318.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,243.669.572.268,47.333.714.464,,,243669572268.0,47333714464.0
