row_label_raw,row_label_full,Chỉ tiêu,Quá hạn,Không chịu lãi,Đến 01 tháng,Từ 01 đến 03 tháng,Từ 03 đến 06 tháng,Từ 06 đến 12 tháng,Từ 1 đến 5 năm,Trên 5 năm,Tổng,numeric__Quá hạn,numeric__Không chịu lãi,numeric__Đến 01 tháng,numeric__Từ 01 đến 03 tháng,numeric__Từ 03 đến 06 tháng,numeric__Từ 06 đến 12 tháng,numeric__Từ 1 đến 5 năm,numeric__Trên 5 năm,numeric__Tổng
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,,,
Tiền gửi và vay từ NHNN và các TCTD khác,Nợ phải trả > Tiền gửi và vay từ NHNN và các TCTD khác,Tiền gửi và vay từ NHNN và các TCTD khác,-,-,13.117.073,1.431.547,-,-,-,-,14.548.620,,,13117073.0,1431547.0,,,,,14548620.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,30.905.768,23.303.714,49.395.433,22.962.374,958.839,4,127.526.132,,,30905768.0,23303714.0,49395433.0,22962374.0,958839.0,4.0,127526132.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,-,-,7.293,72,-,-,7.365,,,,,7293.0,72.0,,,7365.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,634.250,2.242.288,1.513.835,1.771.880,48.561,-,6.210.814,,,634250.0,2242288.0,1513835.0,1771880.0,48561.0,,6210814.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,686.460,312.506,459.715,366.378,22.611,-,1.847.670,,,686460.0,312506.0,459715.0,366378.0,22611.0,,1847670.0
Tổng Nợ phải trả,Nợ phải trả > Tổng Nợ phải trả,Tổng Nợ phải trả,-,-,45.343.551,27.290.055,51.376.276,25.100.704,1.030.011,4,150.140.601,,,45343551.0,27290055.0,51376276.0,25100704.0,1030011.0,4.0,150140601.0
Mức chênh lệch nhạy cảm với lãi suất nội bảng,Nợ phải trả > Mức chênh lệch nhạy cảm với lãi suất nội bảng,Mức chênh lệch nhạy cảm với lãi suất nội bảng,6.507.323,5.175.211,478.480,24.376.013,(47.722.186),(12.245.609),19.106.972,21.291.085,16.967.289,6507323.0,5175211.0,478480.0,24376013.0,-47722186.0,-12245609.0,19106972.0,21291085.0,16967289.0
Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),Nợ phải trả > Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),-,76.919.123,-,-,-,-,-,-,76.919.123,,76919123.0,,,,,,,76919123.0
"Mức chênh lệch nhạy cảm với lãi suất nội, ngoại bảng","Nợ phải trả > Mức chênh lệch nhạy cảm với lãi suất nội, ngoại bảng","Mức chênh lệch nhạy cảm với lãi suất nội, ngoại bảng",6.507.323,82.094.334,478.480,24.376.013,(47.722.186),(12.245.609),19.106.972,21.291.085,93.886.412,6507323.0,82094334.0,478480.0,24376013.0,-47722186.0,-12245609.0,19106972.0,21291085.0,93886412.0
