row_label_raw,row_label_full,col_0,31 tháng 12 năm 2017,31 tháng 12 năm 2017_1,31 tháng 12 năm 2017_2,31 tháng 12 năm 2017_3,31 tháng 12 năm 2017_4,31 tháng 12 năm 2017_5,31 tháng 12 năm 2017_6,numeric__31 tháng 12 năm 2017,numeric__31 tháng 12 năm 2017_1,numeric__31 tháng 12 năm 2017_2,numeric__31 tháng 12 năm 2017_3,numeric__31 tháng 12 năm 2017_4,numeric__31 tháng 12 năm 2017_5,numeric__31 tháng 12 năm 2017_6
,,,Tiền gửi và cho vay các tổ chức tín dụng khác Triệu VND,Cho vay khách hàng Triệu VND,Tiền gửi và vay các tổ chức tín dụng khác Triệu VND,Tiền gửi của khách hàng Triệu VND,Các cam kết tín dụng Triệu VND,Công cụ tài chính phái sinh (i) Triệu VND,Kinh doanh và đầu tư chứng khoán Triệu VND,,,,,,,
Trong nước,Trong nước,Trong nước,7.754.722,195.506.443,14.931.309,241.617.508,6.030.700,18.098.382,54.155.429,7754722.0,195506443.0,14931309.0,241617508.0,6030700.0,18098382.0,54155429.0
Nước ngoài,Nước ngoài,Nước ngoài,1.694.895,-,448.757,-,4.286.210,2.427.197,-,1694895.0,,448757.0,,4286210.0,2427197.0,
,,,9.449.617,195.506.443,15.380.066,241.617.508,10.316.910,20.525.579,54.155.429,9449617.0,195506443.0,15380066.0,241617508.0,10316910.0,20525579.0,54155429.0
,,,31 tháng 12 năm 2016,31 tháng 12 năm 2016,31 tháng 12 năm 2016,31 tháng 12 năm 2016,31 tháng 12 năm 2016,31 tháng 12 năm 2016,31 tháng 12 năm 2016,,,,,,,
,,,Tiền gửi và cho vay các tổ chức tín dụng khác Triệu VND,Cho vay khách hàng Triệu VND,Tiền gửi và vay các tổ chức tín dụng khác Triệu VND,Tiền gửi của khách hàng Triệu VND,Các cam kết tín dụng Triệu VND,Công cụ tài chính phái sinh (i) Triệu VND,Kinh doanh và đầu tư chứng khoán Triệu VND,,,,,,,
Trong nước,Trong nước,Trong nước,6.794.575,161.029.238,1.987.684,207.347.013,5.342.155,5.191.714,46.335.085,6794575.0,161029238.0,1987684.0,207347013.0,5342155.0,5191714.0,46335085.0
Nước ngoài,Nước ngoài,Nước ngoài,1.971.286,-,266.163,-,4.715.279,2.234.943,-,1971286.0,,266163.0,,4715279.0,2234943.0,
,,,8.765.861,161.029.238,2.253.847,207.347.013,10.057.434,7.426.657,46.335.085,8765861.0,161029238.0,2253847.0,207347013.0,10057434.0,7426657.0,46335085.0
