row_label_raw,row_label_full,col_0,31/12/2016 > Giá gốcVND,31/12/2016 > Giá trị hợp lýVND,31/12/2016 > Dự phòngVND,01/01/2016 > Giá gốcVND,01/01/2016 > Giá trị hợp lýVND,01/01/2016 > Dự phòngVND,numeric__31/12/2016 > Giá gốcVND,numeric__31/12/2016 > Giá trị hợp lýVND,numeric__31/12/2016 > Dự phòngVND,numeric__01/01/2016 > Giá gốcVND,numeric__01/01/2016 > Giá trị hợp lýVND,numeric__01/01/2016 > Dự phòngVND
- Công ty Cổ phần Tài chính và Đầu tư Gia Phát (2),- Công ty Cổ phần Tài chính và Đầu tư Gia Phát (2),- Công ty Cổ phần Tài chính và Đầu tư Gia Phát (2),50.000.000.000,,-,-,,-,50000000000.0,,,,,
- Công ty Cổ phần Kỹ thuật Xây dựng và Vật liệu xây dựng (3),- Công ty Cổ phần Kỹ thuật Xây dựng và Vật liệu xây dựng (3),- Công ty Cổ phần Kỹ thuật Xây dựng và Vật liệu xây dựng (3),11.616.900.000,,,8.995.100.000,,-,11616900000.0,,,8995100000.0,,
- Novotel Imperial Hội An Resort (4),- Novotel Imperial Hội An Resort (4),- Novotel Imperial Hội An Resort (4),-,,-,189.383.774.997,,-,,,,189383774997.0,,
- Công ty Cổ phần Máy tính và Truyền thông Việt Nam (5),- Công ty Cổ phần Máy tính và Truyền thông Việt Nam (5),- Công ty Cổ phần Máy tính và Truyền thông Việt Nam (5),31.491.200.000,,-,31.491.200.000,,-,31491200000.0,,,31491200000.0,,
- Công ty Cổ phần Đầu tư và Thương mại Vneco Hà Nội (6),- Công ty Cổ phần Đầu tư và Thương mại Vneco Hà Nội (6),- Công ty Cổ phần Đầu tư và Thương mại Vneco Hà Nội (6),22.000.000.000,,(12.000.000.000),22.000.000.000,,-,22000000000.0,,-12000000000.0,22000000000.0,,
- Công ty Cổ phần Fafim Việt Nam,- Công ty Cổ phần Fafim Việt Nam,- Công ty Cổ phần Fafim Việt Nam,-,,-,18.563.678.800,,-,,,,18563678800.0,,
- Công ty Cổ phần Kính mắt Hà Nội (7),- Công ty Cổ phần Kính mắt Hà Nội (7),- Công ty Cổ phần Kính mắt Hà Nội (7),11.430.000.000,,(9.466.559.357),11.430.000.000,,-,11430000000.0,,-9466559357.0,11430000000.0,,
- Công ty Cổ phần Truyền thông TVShopping (8),- Công ty Cổ phần Truyền thông TVShopping (8),- Công ty Cổ phần Truyền thông TVShopping (8),11.250.000.000,,-,11.250.000.000,,-,11250000000.0,,,11250000000.0,,
- Công ty Cổ phần Bảo Linh (9),- Công ty Cổ phần Bảo Linh (9),- Công ty Cổ phần Bảo Linh (9),11.220.000.000,,(9.486.859.227),11.220.000.000,,(9.486.859.228),11220000000.0,,-9486859227.0,11220000000.0,,-9486859228.0
- Công ty CP Đầu tư Phát triển Kinh doanh Công trình Công nghiệp VietSing,- Công ty CP Đầu tư Phát triển Kinh doanh Công trình Công nghiệp VietSing,- Công ty CP Đầu tư Phát triển Kinh doanh Công trình Công nghiệp VietSing,-,,-,52.278.381.352,,-,,,,52278381352.0,,
- Công ty Cổ phần Đầu tư và Xây dựng Sông Đà,- Công ty Cổ phần Đầu tư và Xây dựng Sông Đà,- Công ty Cổ phần Đầu tư và Xây dựng Sông Đà,2.000.000.000,,-,2.000.000.000,,-,2000000000.0,,,2000000000.0,,
- Đầu tư dài hạn khác (10),- Đầu tư dài hạn khác (10),- Đầu tư dài hạn khác (10),1.530.000.000,,(251.133.428),1.530.000.000,,(251.133.427),1530000000.0,,-251133428.0,1530000000.0,,-251133427.0
,,,152.538.100.000,-,(31.204.552.012),360.142.135.149,-,(9.737.992.655),152538100000.0,,-31204552012.0,360142135149.0,,-9737992655.0
