row_label_raw,row_label_full,STT,Tên,Địa điểm,Hoạt động kinh doanh chính,2017,2017_1,2016,2016_1,numeric__Tên,numeric__Địa điểm,numeric__Hoạt động kinh doanh chính,numeric__2017,numeric__2017_1,numeric__2016,numeric__2016_1
STT,STT,STT,Tên,Địa điểm,Hoạt động kinh doanh chính,Quyền sở hữu (%),Quyền biểu quyết (%),Quyền sở hữu (%),Quyền biểu quyết (%),,,,,,,
I - Công ty con,I - Công ty con,I - Công ty con,I - Công ty con,I - Công ty con,I - Công ty con,I - Công ty con,I - Công ty con,I - Công ty con,I - Công ty con,,,,,,,
1,I - Công ty con > 1,1,Công ty Cổ phần Đầu tư Địa ốc No Va,TP Hồ Chí Minh,Kinh doanh bất động sản,"91,76","91,76","69,90","69,90",,,,91.76,91.76,69.9,69.9
2,I - Công ty con > 2,2,Công ty TNHH No Va Thảo Điển,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","100,00","100,00",,,,99.99,99.99,100.0,100.0
3,I - Công ty con > 3,3,Công ty Cổ phần Nova Festival,TP Hồ Chí Minh,Kinh doanh bất động sản,"94,02","94,02","94,02","94,02",,,,94.02,94.02,94.02,94.02
4,I - Công ty con > 4,4,Công ty TNHH Một Thành viên Địa ốc No Va,TP Hồ Chí Minh,Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,,,100.0,100.0,100.0,100.0
5,I - Công ty con > 5,5,Công ty TNHH Đầu tư Địa ốc Nova Saigon Royal,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
6,I - Công ty con > 6,6,Công ty Cổ phần Phát triển Nhà ở và Hạ tầng Sài Gòn,TP Hồ Chí Minh,Kinh doanh bất động sản,"98,00","98,00","98,00","98,00",,,,98.0,98.0,98.0,98.0
7,I - Công ty con > 7,7,Công ty TNHH No Va Lucky Palace,TP Hồ Chí Minh,Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,,,100.0,100.0,100.0,100.0
8,I - Công ty con > 8,8,Công ty Cổ phần The Prince Residence,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,81","99,81","99,81","99,81",,,,99.81,99.81,99.81,99.81
9,I - Công ty con > 9,9,Công ty Cổ phần Địa ốc Thành Nhơn,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,11","99,12","98,00","98,00",,,,99.11,99.12,98.0,98.0
10,I - Công ty con > 10,10,Công ty TNHH Nova Sagel,TP Hồ Chí Minh,Kinh doanh bất động sản,"73,99","74,00","73,98","74,00",,,,73.99,74.0,73.98,74.0
11,I - Công ty con > 11,11,Công ty TNHH Một Thành viên Novaland Agent,TP Hồ Chí Minh,Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,,,100.0,100.0,100.0,100.0
12,I - Công ty con > 12,12,Công ty TNHH Đầu tư và Phát triển Phước Long,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
13,I - Công ty con > 13,13,Công ty Cổ phần Khách Sạn Du Lịch Thanh Niên Vũng Tàu,TP Hồ Chí Minh,Kinh doanh bất động sản,"65,00","65,00","65,00","65,00",,,,65.0,65.0,65.0,65.0
14,I - Công ty con > 14,14,Công ty Cổ phần Nova Richstar,TP Hồ Chí Minh,"Kinh doanh bất động sản, cho thuê nhà xưởng, kho","99,98","99,99","99,99","99,99",,,,99.98,99.99,99.99,99.99
15,I - Công ty con > 15,15,Công ty Cổ phần Nova Nippon,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,98","99,98","99,98","99,98",,,,99.98,99.98,99.98,99.98
16,I - Công ty con > 16,16,Công ty TNHH Bất động sản Khải Hưng,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
17,I - Công ty con > 17,17,Công ty TNHH Nova Nam Á,TP Hồ Chí Minh,Kinh doanh bất động sản,"83,17","83,17","74,00","74,00",,,,83.17,83.17,74.0,74.0
18,I - Công ty con > 18,18,Công ty TNHH Nova Sasco,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","74,00","74,00",,,,99.99,99.99,74.0,74.0
19,I - Công ty con > 19,19,Công ty Cổ phần Địa ốc No Va Mỹ Đình,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,98","99,98","99,98","99,98",,,,99.98,99.98,99.98,99.98
20,I - Công ty con > 20,20,Công ty TNHH Đầu tư Địa ốc Thành Nhơn,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","100,00","98,00","100,00",,,,99.99,100.0,98.0,100.0
21,I - Công ty con > 21,21,Công ty TNHH Nova An Phú,TP Hồ Chí Minh,Kinh doanh bất động sản,"100,00","100,00","90,00","90,00",,,,100.0,100.0,90.0,90.0
22,I - Công ty con > 22,22,Công ty TNHH Đầu tư và Phát triển Bất động sản Nova Phúc Nguyên,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,89","99,89","99,99","99,99",,,,99.89,99.89,99.99,99.99
23,I - Công ty con > 23,23,Công ty TNHH Đầu tư và Bất động sản Tường Minh,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
24,I - Công ty con > 24,24,Công ty Cổ phần Phát triển Quốc tế Thế Kỹ 21,TP Hồ Chí Minh,Kinh doanh bất động sản,"98,96","98,97","98,96","98,97",,,,98.96,98.97,98.96,98.97
