row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,31/12/2017,01/01/2017,numeric__Thuyết minh,numeric__31/12/2017,numeric__01/01/2017
IX. Tài sản cố định,IX. Tài sản cố định,IX. Tài sản cố định,,1.375.382,1.182.576,,1375382.0,1182576.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,V.08,267.773,237.610,,267773.0,237610.0
a. Nguyên giá tài sản cố định,a. Nguyên giá tài sản cố định,a. Nguyên giá tài sản cố định,,388.816,339.370,,388816.0,339370.0
b. Hao mòn tài sản cố định,b. Hao mòn tài sản cố định,b. Hao mòn tài sản cố định,,(121.043),(101.760),,-121043.0,-101760.0
2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,,-,-,,,
a. Nguyên giá tài sản cố định,a. Nguyên giá tài sản cố định,a. Nguyên giá tài sản cố định,,-,-,,,
b. Hao mòn tài sản cố định,b. Hao mòn tài sản cố định,b. Hao mòn tài sản cố định,,-,-,,,
3. Tài sản cố định vô hình,b. Hao mòn tài sản cố định > 3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,V.09,1.107.609,944.966,,1107609.0,944966.0
a. Nguyên giá tài sản cố định,b. Hao mòn tài sản cố định > a. Nguyên giá tài sản cố định,a. Nguyên giá tài sản cố định,,1.136.245,960.327,,1136245.0,960327.0
b. Hao mòn tài sản cố định,b. Hao mòn tài sản cố định > b. Hao mòn tài sản cố định,b. Hao mòn tài sản cố định,,(28.636),(15.361),,-28636.0,-15361.0
X. Bất động sản đầu tư,X. Bất động sản đầu tư,X. Bất động sản đầu tư,,-,-,,,
XI. Tài sản có khác,X. Bất động sản đầu tư > XI. Tài sản có khác,XI. Tài sản có khác,V.10,10.124.975,9.337.033,,10124975.0,9337033.0
1. Các khoản phải thu,X. Bất động sản đầu tư > 1. Các khoản phải thu,1. Các khoản phải thu,"V.10.1, 2",4.400.632,3.044.831,,4400632.0,3044831.0
"2. Các khoản lãi, phí phải thu","X. Bất động sản đầu tư > 2. Các khoản lãi, phí phải thu","2. Các khoản lãi, phí phải thu",,2.729.401,3.101.018,,2729401.0,3101018.0
3. Tài sản thuế TNDN hoãn lại,3. Tài sản thuế TNDN hoãn lại,3. Tài sản thuế TNDN hoãn lại,,-,-,,,
4. Tài sản Có khác,3. Tài sản thuế TNDN hoãn lại > 4. Tài sản Có khác,4. Tài sản Có khác,V.10.3,3.030.801,3.220.043,,3030801.0,3220043.0
- Trong đó: Lợi thế thương mại,- Trong đó: Lợi thế thương mại,- Trong đó: Lợi thế thương mại,,-,-,,,
5. Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,- Trong đó: Lợi thế thương mại > 5. Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,5. Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,V.10.4,(35.859),(28.859),,-35859.0,-28859.0
TỔNG TÀI SẢN CÓ,- Trong đó: Lợi thế thương mại > TỔNG TÀI SẢN CÓ,TỔNG TÀI SẢN CÓ,,71.841.565,69.011.009,,71841565.0,69011009.0
