row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2016 > VND,01/01/2016 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2016 > VND,numeric__01/01/2016 > VND
300,300,300,C. NỘ PHẢI TRẢ,,585.069.615.330,271.332.010.144,,,585069615330.0,271332010144.0
310,310,310,I. Nợ ngắn hạn,,585.069.615.330,270.598.119.144,,,585069615330.0,270598119144.0
311,311,311,1. Phải trả người bán ngắn hạn,13,19.448.096.662,86.301.176.007,,13.0,19448096662.0,86301176007.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,14,73.270.966.108,5.495.440.179,,14.0,73270966108.0,5495440179.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,15,62.803.680.180,25.104.641.467,,15.0,62803680180.0,25104641467.0
314,314,314,4. Phải trả người lao động,,51.904.895.150,45.892.405.137,,,51904895150.0,45892405137.0
315,315,315,5. Chi phí phải trả ngắn hạn,16,4.515.469.767,-,,16.0,4515469767.0,
319,319,319,6. Phải trả ngắn hạn khác,17,22.975.556.037,31.393.792.354,,17.0,22975556037.0,31393792354.0
320,320,320,7. Vay và nợ thuê tài chính ngắn hạn,12,329.875.000.000,76.410.664.000,,12.0,329875000000.0,76410664000.0
321,321,321,8. Dự phòng phải trả ngắn hạn,,927.159.091,-,,,927159091.0,
322,322,322,9. Quỹ khen thưởng phúc lợi,,19.348.792.335,-,,,19348792335.0,
330,330,330,II. Nợ dài hạn,,-,733.891.000,,,,733891000.0
338,338,338,1. Vay và nợ thuê tài chính dài hạn,12,-,733.891.000,,12.0,,733891000.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,340.339.999.630,217.086.521.293,,,340339999630.0,217086521293.0
410,410,410,I. Vốn chủ sở hữu,18,340.339.999.630,217.086.521.293,,18.0,340339999630.0,217086521293.0
411,411,411,1. Vốn góp của chủ sở hữu,,130.000.000.000,130.000.000.000,,,130000000000.0,130000000000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,130.000.000.000,130.000.000.000,,,130000000000.0,130000000000.0
418,418,418,2. Quỹ đầu tư phát triển,,12.899.194.890,-,,,12899194890.0,
421,421,421,3. Lợi nhuận sau thuế chưa phân phối,,189.824.187.878,87.086.521.293,,,189824187878.0,87086521293.0
421a,421a,421a,- LNST chưa phân phối lũy kế đến cuối năm trước,,54.365.771.538,22.033.896.607,,,54365771538.0,22033896607.0
421b,421b,421b,- LNST chưa phân phối kỳ này,,135.458.416.340,65.052.624.686,,,135458416340.0,65052624686.0
429,429,429,4. Lợi ích cổ đông không kiểm soát,,7.616.616.862,-,,,7616616862.0,
