row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
"Chi phí môi giới, quảng cáo và các chi phí bán hàng của các dự án","Chi phí bán hàng > Chi phí môi giới, quảng cáo và các chi phí bán hàng của các dự án","Chi phí môi giới, quảng cáo và các chi phí bán hàng của các dự án",113.385.272.677,6.721.444.278,113385272677.0,6721444278.0
Chi phí dịch vụ mua ngoài,Chi phí bán hàng > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,1.366.854.766,6.223.177.336,1366854766.0,6223177336.0
Chi phí khác bằng tiền,Chi phí bán hàng > Chi phí khác bằng tiền,Chi phí khác bằng tiền,3.799.002.375,1.226.435.945,3799002375.0,1226435945.0
TỔNG CỘNG,Chi phí bán hàng > TỔNG CỘNG,TỔNG CỘNG,118.551.129.818,14.171.057.559,118551129818.0,14171057559.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
Chi phí nhân công,Chi phí quản lý doanh nghiệp > Chi phí nhân công,Chi phí nhân công,107.333.006.727,117.407.940.531,107333006727.0,117407940531.0
Chi phí dự phòng nợ phải thu khó đòi,Chi phí quản lý doanh nghiệp > Chi phí dự phòng nợ phải thu khó đòi,Chi phí dự phòng nợ phải thu khó đòi,58.296.367.604,21.489.517.574,58296367604.0,21489517574.0
Chi phí khấu hao và hao mòn,Chi phí quản lý doanh nghiệp > Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,4.887.241.291,5.414.889.556,4887241291.0,5414889556.0
Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,22.333.816.065,20.025.358.479,22333816065.0,20025358479.0
Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp > Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp khác,29.018.887.457,27.508.692.790,29018887457.0,27508692790.0
TỔNG CỘNG,Chi phí quản lý doanh nghiệp > TỔNG CỘNG,TỔNG CỘNG,221.869.319.144,191.846.398.930,221869319144.0,191846398930.0
