row_label_raw,row_label_full,col_0,31/12/2020,01/01/2020,numeric__31/12/2020,numeric__01/01/2020
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,421.000.000,,421000000.0,
- Tiền báo hiểm cháy nổ NLMT An Hảo,- Tiền báo hiểm cháy nổ NLMT An Hảo,- Tiền báo hiểm cháy nổ NLMT An Hảo,337.500.000,,337500000.0,
"- Tiền in túi xách, lịch, thiệp xuân","- Tiền in túi xách, lịch, thiệp xuân","- Tiền in túi xách, lịch, thiệp xuân",83.500.000,,83500000.0,
b) Dài hạn,b) Dài hạn,b) Dài hạn,345.367.989.285,351.231.202.680,345367989285.0,351231202680.0
"- Tiền thuê đất, chí phí đến bù giải phóng mặt bằng Nhà máy năng lượng điện mặt trời Tịnh Biên An Giang (*)","- Tiền thuê đất, chí phí đến bù giải phóng mặt bằng Nhà máy năng lượng điện mặt trời Tịnh Biên An Giang (*)","- Tiền thuê đất, chí phí đến bù giải phóng mặt bằng Nhà máy năng lượng điện mặt trời Tịnh Biên An Giang (*)",288.178.759.313,287.451.373.020,288178759313.0,287451373020.0
"- Cán bộ, nhân viên đi học","- Cán bộ, nhân viên đi học","- Cán bộ, nhân viên đi học",3.967.788.744,4.499.672.737,3967788744.0,4499672737.0
- Tiền thuê đất dự án Khách Sạn Sa Đéc (*),- Tiền thuê đất dự án Khách Sạn Sa Đéc (*),- Tiền thuê đất dự án Khách Sạn Sa Đéc (*),51.495.022.802,52.606.426.178,51495022802.0,52606426178.0
"- Công cụ, dụng cụ","- Công cụ, dụng cụ","- Công cụ, dụng cụ",638.143.040,1.696.218.269,638143040.0,1696218269.0
"- Chỉ phí quảng cáo, in lịch, đồng phục nhân viên","- Chỉ phí quảng cáo, in lịch, đồng phục nhân viên","- Chỉ phí quảng cáo, in lịch, đồng phục nhân viên",1.088.275.386,4.977.512.476,1088275386.0,4977512476.0
Cộng,Cộng,Cộng,345.788.989.285,351.231.202.680,345788989285.0,351231202680.0
