row_label_raw,row_label_full,TÀI SẢN,TÀI SẢN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A - TÀI SẢN NGĂN HẠN,A - TÀI SẢN NGĂN HẠN,A - TÀI SẢN NGĂN HẠN,A - TÀI SẢN NGĂN HẠN,100,,4.310.728.812.243,4.665.386.022.190,,100.0,,4310728812243.0,4665386022190.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,V.1,290.885.247.960,68.075.924.740,,110.0,,290885247960.0,68075924740.0
1.,1.,1.,Tiền,111,,265.635.247.960,67.525.924.740,,111.0,,265635247960.0,67525924740.0
2.,2.,2.,Các khoản tương đương tiền,112,,25.250.000.000,550.000.000,,112.0,,25250000000.0,550000000.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,V.2a,57.182.666.667,17.000.000.000,,120.0,,57182666667.0,17000000000.0
1.,1.,1.,Chứng khoán kinh doanh,121,,65.097.500.000,-,,121.0,,65097500000.0,
2.,2.,2.,Dự phòng giảm giá chứng khoán kinh doanh,122,,(7.914.833.333),-,,122.0,,-7914833333.0,
3.,3.,3.,Đầu tư nằm giữ đến ngày đáo hạn,123,,-,17.000.000.000,,123.0,,,17000000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,2.863.419.419.902,3.583.378.328.039,,130.0,,2863419419902.0,3583378328039.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,V.3,2.714.759.937.080,3.518.691.350.382,,131.0,,2714759937080.0,3518691350382.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,V.4,115.690.518.984,13.949.144.029,,132.0,,115690518984.0,13949144029.0
3.,3.,3.,Phải thu nội bộ ngắn hạn,133,,-,-,,133.0,,,
4.,4.,4.,Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,134,,-,-,,134.0,,,
5.,5.,5.,Phải thu về cho vay ngắn hạn,135,,-,4.380.000.000,,135.0,,,4380000000.0
6.,6.,6.,Phải thu ngắn hạn khác,136,V.6a,32.882.305.836,46.271.175.626,,136.0,,32882305836.0,46271175626.0
7.,7.,7.,Dự phòng phải thu ngắn hạn khó đòi,137,,-,-,,137.0,,,
8.,8.,8.,Tài sản thiếu chờ xử lý,139,,86.658.002,86.658.002,,139.0,,86658002.0,86658002.0
IV.,IV.,IV.,Hàng tồn kho,140,,1.087.718.158.115,989.390.585.293,,140.0,,1087718158115.0,989390585293.0
1.,1.,1.,Hàng tồn kho,141,V.7,1.087.718.158.115,989.390.585.293,,141.0,,1087718158115.0,989390585293.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,-,-,,149.0,,,
V.,V.,V.,Tài sản ngắn hạn khác,150,,11.523.319.599,7.541.184.118,,150.0,,11523319599.0,7541184118.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,V.8a,7.639.774.596,4.083.045.676,,151.0,,7639774596.0,4083045676.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,3.829.789.818,3.404.383.257,,152.0,,3829789818.0,3404383257.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,V.15,53.755.185,53.755.185,,153.0,,53755185.0,53755185.0
4.,4.,4.,Giao dịch mua bán lại trái phiếu Chính phủ,154,,-,-,,154.0,,,
5.,5.,5.,Tài sản ngắn hạn khác,155,,-,-,,155.0,,,
