row_label_raw,row_label_full,col_0,Số cổ phiếu,Cổ phiếu phổ thông VND,Cổ phiếu quỹ VND,Tổng cộng VND,numeric__Số cổ phiếu,numeric__Cổ phiếu phổ thông VND,numeric__Cổ phiếu quỹ VND,numeric__Tổng cộng VND
Tại ngày 1 tháng 1 năm 2022,Tại ngày 1 tháng 1 năm 2022,Tại ngày 1 tháng 1 năm 2022,328.339.538,3.283.695.530.000(300.150.000),(300.150.000)300.150.000,3.283.395.380.000-,328339538.0,,,
Hủy cổ phiếu quỹ,Hủy cổ phiếu quỹ,Hủy cổ phiếu quỹ,-,3.283.695.530.000(300.150.000),(300.150.000)300.150.000,3.283.395.380.000-,,,,
Tại ngày 1 tháng 1 năm 2023,Hủy cổ phiếu quỹ > Tại ngày 1 tháng 1 năm 2023,Tại ngày 1 tháng 1 năm 2023,328.339.538,3.283.395.380.000,-,3.283.395.380.000,328339538.0,3283395380000.0,,3283395380000.0
Cổ phiếu mới phát hành,Hủy cổ phiếu quỹ > Cổ phiếu mới phát hành,Cổ phiếu mới phát hành,164.169.626,1.641.696.260.000,-,1.641.696.260.000,164169626.0,1641696260000.0,,1641696260000.0
Tại ngày 31 tháng 12 năm 2023,Hủy cổ phiếu quỹ > Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,492.509.164,4.925.091.640.000,-,4.925.091.640.000,492509164.0,4925091640000.0,,4925091640000.0
