row_label_raw,row_label_full,Chỉ tiêu,Quá hạn,Không chịu lãi,Đến 1 tháng,Từ 1 đến 3 tháng,Từ 3 đến 6 tháng,Từ 6 đến 12 tháng,Từ 1 đến 5 năm,Trên 5 năm,Tổng,numeric__Quá hạn,numeric__Không chịu lãi,numeric__Đến 1 tháng,numeric__Từ 1 đến 3 tháng,numeric__Từ 3 đến 6 tháng,numeric__Từ 6 đến 12 tháng,numeric__Từ 1 đến 5 năm,numeric__Trên 5 năm,numeric__Tổng
Tổng Tài sản,Hoạt động mua nợ > Tổng Tài sản,Tổng Tài sản,4.303.179,15.835.226,12.696.359,23.577.620,2.091.623,1.569.501,8.093.432,6.977.921,75.144.861,4303179.0,15835226.0,12696359.0,23577620.0,2091623.0,1569501.0,8093432.0,6977921.0,75144861.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,,,
Tiền gửi của và vay từ NHNN và các TCTD khác,Nợ phải trả > Tiền gửi của và vay từ NHNN và các TCTD khác,Tiền gửi của và vay từ NHNN và các TCTD khác,-,-,474.453,-,136.620,-,-,-,611.073,,,474453.0,,136620.0,,,,611073.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,17.988.544,13.924.075,11.443.825,10.214.757,10.948.871,21,64.520.093,,,17988544.0,13924075.0,11443825.0,10214757.0,10948871.0,21.0,64520093.0
Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Nợ phải trả > Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,-,39.125,54,-,-,-,-,39.179,,,39125.0,54.0,,,,,39179.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,-,-,-,-,-,43.684,43.684,,,,,,,,43684.0,43684.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,2.002,1,-,9.503,72.570,1.929.105,2.013.181,,,2002.0,1.0,,9503.0,72570.0,1929105.0,2013181.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,749.156,336.145,483.805,402.190,310.110,9.849,-,2.291.255,,749156.0,336145.0,483805.0,402190.0,310110.0,9849.0,,2291255.0
Tổng Nợ phải trả,Nợ phải trả > Tổng Nợ phải trả,Tổng Nợ phải trả,-,749.156,18.840.269,14.407.935,11.982.635,10.534.370,11.031.290,1.972.810,69.518.465,,749156.0,18840269.0,14407935.0,11982635.0,10534370.0,11031290.0,1972810.0,69518465.0
Mức chênh lệch nhạy cảm với lãi suất nội bảng,Nợ phải trả > Mức chênh lệch nhạy cảm với lãi suất nội bảng,Mức chênh lệch nhạy cảm với lãi suất nội bảng,4.303.179,15.086.070,(6.143.910),9.169.685,(9.891.012),(8.964.869),(2.937.858),5.005.111,5.626.396,4303179.0,15086070.0,-6143910.0,9169685.0,-9891012.0,-8964869.0,-2937858.0,5005111.0,5626396.0
Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),Nợ phải trả > Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),-,3.662.135,-,-,-,-,-,-,3.662.135,,3662135.0,,,,,,,3662135.0
"Mức chênh lệch nhạy cảm với lãi suất nội, ngoại bảng","Nợ phải trả > Mức chênh lệch nhạy cảm với lãi suất nội, ngoại bảng","Mức chênh lệch nhạy cảm với lãi suất nội, ngoại bảng",4.303.179,18.748.205,(6.143.910),9.169.685,(9.891.012),(8.964.869),(2.937.858),5.005.111,9.288.531,4303179.0,18748205.0,-6143910.0,9169685.0,-9891012.0,-8964869.0,-2937858.0,5005111.0,9288531.0
