row_label_raw,row_label_full,300,32.859.468.717.682,42.935.488.143.497,numeric__32.859.468.717.682,numeric__42.935.488.143.497
310,310,310,13.868.303.557.777,18.077.617.682.718,13868303557777.0,18077617682718.0
311,311,311,5.041.088.327.403,6.168.777.280.788,5041088327403.0,6168777280788.0
312,312,312,7.332.023.992,4.068.580.831,7332023992.0,4068580831.0
314,314,314,201.111.545.845,209.038.436.953,201111545845.0,209038436953.0
315,315,315,18.380.402.834.649,3.656.589.416.808,18380402834649.0,3656589416808.0
318,318,318,98.280.694,-,98280694.0,
319,319,319,331.952.849.856,714.113.751.669,331952849856.0,714113751669.0
320,320,320,6.098.502.884.826,5.887.779.171.010,6098502884826.0,5887779171010.0
321,321,321,482.859.558.359,913.550.960.707,482859558359.0,913550960707.0
322,322,322,174.366.977.886,148.375.398.549,174366977886.0,148375398549.0
330,330,330,18.991.165.159.905,24.857.870.460.779,18991165159905.0,24857870460779.0
337,337,337,635.640.130,718.331.540,635640130.0,718331540.0
338,338,338,18.778.575.034.996,24.668.581.031.477,18778575034996.0,24668581031477.0
341,341,341,6.933.004.448,12.958.485.911,6933004448.0,12958485911.0
342,342,342,33.840.831.164,53.305.451.889,33840831164.0,53305451889.0
343,343,343,171.198.569.167,122.037.160.012,171198569167.0,122037160012.0
400,400,400,27.723.894.462.900,26.796.730.451.344,27723894462900.0,26796730451344.0
410,410,410,24.277.23.894.462.900,26.796.730.451.344,2427723894462900.0,26796730451344.0
411,411,411,21.774.301.577.676,21.774.301.577.676,21774301577676.0,21774301577676.0
414,414,414,1.618.253.979.807,227.887.397.07,1618253979807.0,22788739707.0
418,418,418,1.037.875.652.343,(129.167.632),1037875652343.0,-129167632.0
421,421,421,1.282.057.694.158,1.015.389.468.233,1282057694158.0,1015389468233.0
421A,421A,421A,(311.254.328),(129.167.632),-311254328.0,-129167632.0
421B,421B,421B,991.148.999.151,853.135.442.162,991148999151.0,853135442162.0
421A,421A,421A,991.148.999.151,853.135.442.162,991148999151.0,853135442162.0
421B,421B,421B,991.148.999.151,853.135.442.162,991148999151.0,853135442162.0
429,429,429,2.821.705.988.648,2.741.405.612.917,2821705988648.0,2741405612917.0
440,440,440,60.583.363.180.352,69.732.218.594.841,60583363180352.0,69732218594841.0
