row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2022VND,2021VND,,
Các công ty con cấp 1,Các công ty con cấp 1,Các công ty con cấp 1,Các công ty con cấp 1,Các công ty con cấp 1,,
Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,,
Bán hàng hóa,Các công ty con thuộc Khối xăng dầu trực thuộc > Bán hàng hóa,Bán hàng hóa,224.694.969.126.319,110.745.260.066.359,224694969126319.0,110745260066359.0
Chi phí hàng giữ hộ,Các công ty con thuộc Khối xăng dầu trực thuộc > Chi phí hàng giữ hộ,Chi phí hàng giữ hộ,1.085.961.182.365,815.343.137.182,1085961182365.0,815343137182.0
Lợi nhuận được chia,Các công ty con thuộc Khối xăng dầu trực thuộc > Lợi nhuận được chia,Lợi nhuận được chia,15.717.851.698,424.000.000.000,15717851698.0,424000000000.0
Các công ty con cấp 1 khác,Các công ty con cấp 1 khác,Các công ty con cấp 1 khác,Các công ty con cấp 1 khác,Các công ty con cấp 1 khác,,
Công ty TNHH MTV Petrolimex Singapore,Công ty TNHH MTV Petrolimex Singapore,Công ty TNHH MTV Petrolimex Singapore,Công ty TNHH MTV Petrolimex Singapore,Công ty TNHH MTV Petrolimex Singapore,,
Mua hàng hóa và dịch vụ,Công ty TNHH MTV Petrolimex Singapore > Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,47.991.079.383.438,14.818.193.119.432,47991079383438.0,14818193119432.0
Cổ tức được chia,Công ty TNHH MTV Petrolimex Singapore > Cổ tức được chia,Cổ tức được chia,197.058.457.260,-,197058457260.0,
Tổng Công ty Vận tải Thủy Petrolimex,Tổng Công ty Vận tải Thủy Petrolimex,Tổng Công ty Vận tải Thủy Petrolimex,Tổng Công ty Vận tải Thủy Petrolimex,Tổng Công ty Vận tải Thủy Petrolimex,,
Mua dịch vụ,Tổng Công ty Vận tải Thủy Petrolimex > Mua dịch vụ,Mua dịch vụ,1.624.813.363.931,990.015.955.633,1624813363931.0,990015955633.0
Chi phí khác,Tổng Công ty Vận tải Thủy Petrolimex > Chi phí khác,Chi phí khác,7.503.192.602,-,7503192602.0,
Cổ tức được chia,Tổng Công ty Vận tải Thủy Petrolimex > Cổ tức được chia,Cổ tức được chia,60.000.000.000,-,60000000000.0,
Tổng Công ty Hóa dầu Petrolimex - CTCP,Tổng Công ty Hóa dầu Petrolimex - CTCP,Tổng Công ty Hóa dầu Petrolimex - CTCP,Tổng Công ty Hóa dầu Petrolimex - CTCP,Tổng Công ty Hóa dầu Petrolimex - CTCP,,
Cổ tức được chia,Tổng Công ty Hóa dầu Petrolimex - CTCP > Cổ tức được chia,Cổ tức được chia,172.500.999.300,34.944.629.500,172500999300.0,34944629500.0
Tổng Công ty Gas Petrolimex - CTCP,Tổng Công ty Gas Petrolimex - CTCP,Tổng Công ty Gas Petrolimex - CTCP,Tổng Công ty Gas Petrolimex - CTCP,Tổng Công ty Gas Petrolimex - CTCP,,
Cổ tức được chia,Tổng Công ty Gas Petrolimex - CTCP > Cổ tức được chia,Cổ tức được chia,82.171.177.400,6.320.859.800,82171177400.0,6320859800.0
Công ty TNHH Liên doanh Kho Ngoại quan Xăng dầu Vân Phong,Công ty TNHH Liên doanh Kho Ngoại quan Xăng dầu Vân Phong,Công ty TNHH Liên doanh Kho Ngoại quan Xăng dầu Vân Phong,Công ty TNHH Liên doanh Kho Ngoại quan Xăng dầu Vân Phong,Công ty TNHH Liên doanh Kho Ngoại quan Xăng dầu Vân Phong,,
Mua dịch vụ,Công ty TNHH Liên doanh Kho Ngoại quan Xăng dầu Vân Phong > Mua dịch vụ,Mua dịch vụ,223.423.902.241,188.129.274.115,223423902241.0,188129274115.0
Lãi sử dụng vốn,Công ty TNHH Liên doanh Kho Ngoại quan Xăng dầu Vân Phong > Lãi sử dụng vốn,Lãi sử dụng vốn,590.352.874,8.706.109.300,590352874.0,8706109300.0
Công ty Cổ phần Nhiên liệu bay Petrolimex,Công ty Cổ phần Nhiên liệu bay Petrolimex,Công ty Cổ phần Nhiên liệu bay Petrolimex,Công ty Cổ phần Nhiên liệu bay Petrolimex,Công ty Cổ phần Nhiên liệu bay Petrolimex,,
Cổ tức được chia,Công ty Cổ phần Nhiên liệu bay Petrolimex > Cổ tức được chia,Cổ tức được chia,35.400.000.000,-,35400000000.0,
Công ty Cổ phần Tổng Công ty Xây lắp và Thương mại Petrolimex,Công ty Cổ phần Tổng Công ty Xây lắp và Thương mại Petrolimex,Công ty Cổ phần Tổng Công ty Xây lắp và Thương mại Petrolimex,Công ty Cổ phần Tổng Công ty Xây lắp và Thương mại Petrolimex,Công ty Cổ phần Tổng Công ty Xây lắp và Thương mại Petrolimex,,
Cổ tức được chia,Công ty Cổ phần Tổng Công ty Xây lắp và Thương mại Petrolimex > Cổ tức được chia,Cổ tức được chia,-,13.592.641.611,,13592641611.0
Mua hàng hóa,Công ty Cổ phần Tổng Công ty Xây lắp và Thương mại Petrolimex > Mua hàng hóa,Mua hàng hóa,722.925.000,-,722925000.0,
Công ty con cấp 2,Công ty con cấp 2,Công ty con cấp 2,Công ty con cấp 2,Công ty con cấp 2,,
Công ty Cổ phần Vận tải Xăng dầu Đường thủy Petrolimex,Công ty Cổ phần Vận tải Xăng dầu Đường thủy Petrolimex,Công ty Cổ phần Vận tải Xăng dầu Đường thủy Petrolimex,Công ty Cổ phần Vận tải Xăng dầu Đường thủy Petrolimex,Công ty Cổ phần Vận tải Xăng dầu Đường thủy Petrolimex,,
