row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,572.855.047.111,963.389.015.895,572855047111.0,963389015895.0
Thuế TNDN tính theo thuế suất của các công ty trong Tập đoàn (20%),Thuế TNDN tính theo thuế suất của các công ty trong Tập đoàn (20%),Thuế TNDN tính theo thuế suất của các công ty trong Tập đoàn (20%),58.749.668.459,115.782.517.758,58749668459.0,115782517758.0
Thuế TNDN tính theo thuế suất của các công ty trong Tập đoàn (10%),Thuế TNDN tính theo thuế suất của các công ty trong Tập đoàn (10%),Thuế TNDN tính theo thuế suất của các công ty trong Tập đoàn (10%),24.386.974.139,38.447.642.711,24386974139.0,38447642711.0
Các điều chỉnh tăng:,Các điều chỉnh tăng:,Các điều chỉnh tăng:,,,,
Tài sản thuế thu nhập hoãn lại chưa được ghi nhận của các khoản lỗ thuế và các chênh lệch tạm thời khác,Các điều chỉnh tăng: > Tài sản thuế thu nhập hoãn lại chưa được ghi nhận của các khoản lỗ thuế và các chênh lệch tạm thời khác,Tài sản thuế thu nhập hoãn lại chưa được ghi nhận của các khoản lỗ thuế và các chênh lệch tạm thời khác,893.441.129,1.252.279.392,893441129.0,1252279392.0
Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Các điều chỉnh tăng: > Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Điều chỉnh thuế TNDN trích thiếu trong những năm trước,983.905.482,-,983905482.0,
Chi phí đầu tư dự án chưa đủ điều kiện khấu trừ và chi phí dự án ngừng triển khai,Các điều chỉnh tăng: > Chi phí đầu tư dự án chưa đủ điều kiện khấu trừ và chi phí dự án ngừng triển khai,Chi phí đầu tư dự án chưa đủ điều kiện khấu trừ và chi phí dự án ngừng triển khai,24.411.854.424,21.686.173.640,24411854424.0,21686173640.0
Chi phí trích lập dự phòng,Các điều chỉnh tăng: > Chi phí trích lập dự phòng,Chi phí trích lập dự phòng,90.095.153.437,1.918.518.463,90095153437.0,1918518463.0
Chi phí thuê của Viện Năng Lượng không xuất được hóa đơn,Các điều chỉnh tăng: > Chi phí thuê của Viện Năng Lượng không xuất được hóa đơn,Chi phí thuê của Viện Năng Lượng không xuất được hóa đơn,1.404.549.880,1.515.918.800,1404549880.0,1515918800.0
Phân bổ lợi thế thương mại,Các điều chỉnh tăng: > Phân bổ lợi thế thương mại,Phân bổ lợi thế thương mại,1.452.091.291,1.452.091.292,1452091291.0,1452091292.0
Điều chỉnh thuế TNDN theo Nghị định 20/2025/NĐ-CP,Các điều chỉnh tăng: > Điều chỉnh thuế TNDN theo Nghị định 20/2025/NĐ-CP,Điều chỉnh thuế TNDN theo Nghị định 20/2025/NĐ-CP,173.336.281,12.073.084.863,173336281.0,12073084863.0
Các chi phí phạt chậm nộp và chi phí phạt,Các điều chỉnh tăng: > Các chi phí phạt chậm nộp và chi phí phạt,Các chi phí phạt chậm nộp và chi phí phạt,9.913.416.553,614.856.701,9913416553.0,614856701.0
Chi phí không được trừ khác,Các điều chỉnh tăng: > Chi phí không được trừ khác,Chi phí không được trừ khác,7.624.372.060,4.047.386.553,7624372060.0,4047386553.0
Các điều chỉnh giảm:,Các điều chỉnh giảm:,Các điều chỉnh giảm:,,,,
Thuế TNDN được miễn giảm,Các điều chỉnh giảm: > Thuế TNDN được miễn giảm,Thuế TNDN được miễn giảm,(86.970.066.982),(82.816.471.794),-86970066982.0,-82816471794.0
Điều chỉnh chi phí thuế TNDN do ghi nhận thừa năm trước,Các điều chỉnh giảm: > Điều chỉnh chi phí thuế TNDN do ghi nhận thừa năm trước,Điều chỉnh chi phí thuế TNDN do ghi nhận thừa năm trước,-,(3.771.365.171),,-3771365171.0
Lỗ năm trước chuyển sang,Các điều chỉnh giảm: > Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,(7.534.703.044),(15.104.979.257),-7534703044.0,-15104979257.0
Chi phí thuế TNDN phản ánh trên báo cáo kết quả hoạt động kinh doanh hợp nhất uốc tính,Các điều chỉnh giảm: > Chi phí thuế TNDN phản ánh trên báo cáo kết quả hoạt động kinh doanh hợp nhất uốc tính,Chi phí thuế TNDN phản ánh trên báo cáo kết quả hoạt động kinh doanh hợp nhất uốc tính,125.583.993.109,97.097.653.951,125583993109.0,97097653951.0
