row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,2.774.708.549.033,2.889.383.967.575,2774708549033.0,2889383967575.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu hoạt động sản xuất và kinh doanh điện,Trong đó: > Doanh thu hoạt động sản xuất và kinh doanh điện,Doanh thu hoạt động sản xuất và kinh doanh điện,1.891.067.812.731,1.938.918.451.034,1891067812731.0,1938918451034.0
Doanh thu hoạt động kinh doanh bất động sản,Trong đó: > Doanh thu hoạt động kinh doanh bất động sản,Doanh thu hoạt động kinh doanh bất động sản,414.828.625.536,281.840.836.617,414828625536.0,281840836617.0
Doanh thu hoạt động xây lắp (i),Trong đó: > Doanh thu hoạt động xây lắp (i),Doanh thu hoạt động xây lắp (i),12.850.196.134,231.337.019.429,12850196134.0,231337019429.0
Doanh thu hoạt động kinh doanh khách sạn,Trong đó: > Doanh thu hoạt động kinh doanh khách sạn,Doanh thu hoạt động kinh doanh khách sạn,127.868.961.613,106.973.159.951,127868961613.0,106973159951.0
"Doanh thu hoạt động cho thuê, quản lý bất động sản và các hoạt động khác","Trong đó: > Doanh thu hoạt động cho thuê, quản lý bất động sản và các hoạt động khác","Doanh thu hoạt động cho thuê, quản lý bất động sản và các hoạt động khác",328.092.953.019,330.314.500.544,328092953019.0,330314500544.0
Các khoản giảm trừ doanh thu,Trong đó: > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,57.095.372.177,-,57095372177.0,
Doanh thu thuần,Trong đó: > Doanh thu thuần,Doanh thu thuần,2.717.613.176.856,2.889.383.967.575,2717613176856.0,2889383967575.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu đối với bên khác,Trong đó: > Doanh thu đối với bên khác,Doanh thu đối với bên khác,2.679.853.443.703,2.851.728.128.326,2679853443703.0,2851728128326.0
Doanh thu đối với các bên liên quan(Thuyết minh số 31.1),Trong đó: > Doanh thu đối với các bên liên quan(Thuyết minh số 31.1),Doanh thu đối với các bên liên quan(Thuyết minh số 31.1),37.759.733.153,37.655.839.249,37759733153.0,37655839249.0
