row_label_raw,row_label_full,TÀI SẢN,TÀI SẢN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A - TÀI SẢN NGĂN HẠN,A - TÀI SẢN NGĂN HẠN,A - TÀI SẢN NGĂN HẠN,A - TÀI SẢN NGĂN HẠN,100,,6.822.724.244.608,6.978.458.074.535,,100.0,,6822724244608.0,6978458074535.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,V.1,100.119.976.513,57.903.441.882,,110.0,,100119976513.0,57903441882.0
1.,1.,1.,Tiền,111,,100.119.976.513,57.903.441.882,,111.0,,100119976513.0,57903441882.0
2.,2.,2.,Các khoản tương đương tiền,112,,-,-,,112.0,,,
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,115.317.637.140,170.503.718.167,,120.0,,115317637140.0,170503718167.0
1.,1.,1.,Chứng khoán kinh doanh,121,V.2a,21.381.661.250,21.381.661.250,,121.0,,21381661250.0,21381661250.0
2.,2.,2.,Dự phòng giảm giá chứng khoán kinh doanh,122,V.2a,(1.064.024.110),(877.943.083),,122.0,,-1064024110.0,-877943083.0
3.,3.,3.,Đầu tư nắm giữ đến ngày đáo hạn,123,V.2b,95.000.000.000,150.000.000.000,,123.0,,95000000000.0,150000000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,6.533.168.219.877,6.669.964.179.059,,130.0,,6533168219877.0,6669964179059.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,V.3a,1.899.611.214.894,2.426.438.433.221,,131.0,,1899611214894.0,2426438433221.0
2.,2.,2.,Trà trước cho người bán ngắn hạn,132,V.4,126.161.449.240,157.976.009.586,,132.0,,126161449240.0,157976009586.0
3.,3.,3.,Phải thu nội bộ ngắn hạn,133,,-,-,,133.0,,,
4.,4.,4.,Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,134,,-,-,,134.0,,,
5.,5.,5.,Phải thu về cho vay ngắn hạn,135,V.5a,3.088.724.764.043,2.912.523.636.274,,135.0,,3088724764043.0,2912523636274.0
6.,6.,6.,Phải thu ngắn hạn khác,136,V.6,1.550.075.160.202,1.280.798.258.403,,136.0,,1550075160202.0,1280798258403.0
7.,7.,7.,Dự phòng phải thu ngắn hạn khó đòi,137,V.7,(131.404.368.502),(107.772.158.425),,137.0,,-131404368502.0,-107772158425.0
8.,8.,8.,Tài sản thiếu chờ xử lý,139,,-,-,,139.0,,,
IV.,IV.,IV.,Hàng tồn kho,140,,2.310.730.984,7.873.436.879,,140.0,,2310730984.0,7873436879.0
1.,1.,1.,Hàng tồn kho,141,V.8,2.310.730.984,7.873.436.879,,141.0,,2310730984.0,7873436879.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,-,-,,149.0,,,
V.,V.,V.,Tài sản ngắn hạn khác,150,,71.807.680.094,72.213.298.548,,150.0,,71807680094.0,72213298548.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,V.9a,48.278.670.567,49.837.535.909,,151.0,,48278670567.0,49837535909.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,23.517.992.162,21.111.373.136,,152.0,,23517992162.0,21111373136.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,,11.017.365,1.264.389.503,,153.0,,11017365.0,1264389503.0
4.,4.,4.,Giao dịch mua bán lại trái phiếu Chính phủ,154,,-,-,,154.0,,,
5,5,5,Tài sản ngắn hạn khác,155,,-,-,,155.0,,,
