row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,31/12/2024,31/12/2023,numeric__Thuyết minh,numeric__31/12/2024,numeric__31/12/2023
A. TÀI SẢN,A. TÀI SẢN,A. TÀI SẢN,A. TÀI SẢN,A. TÀI SẢN,A. TÀI SẢN,,,
"I. Tiền mặt, vàng bạc, đá quý","A. TÀI SẢN > I. Tiền mặt, vàng bạc, đá quý","I. Tiền mặt, vàng bạc, đá quý",V.01,296.645,248.513,,296645.0,248513.0
II. Tiền gửi tại Ngân hàng nhà nước,A. TÀI SẢN > II. Tiền gửi tại Ngân hàng nhà nước,II. Tiền gửi tại Ngân hàng nhà nước,V.02,3.507.305,2.287.057,,3507305.0,2287057.0
III. Tiền gửi và cho vay các TCTD khác,A. TÀI SẢN > III. Tiền gửi và cho vay các TCTD khác,III. Tiền gửi và cho vay các TCTD khác,V.03,15.073.929,8.460.903,,15073929.0,8460903.0
1. Tiền gửi tại các TCTD khác,A. TÀI SẢN > 1. Tiền gửi tại các TCTD khác,1. Tiền gửi tại các TCTD khác,,15.073.929,8.460.903,,15073929.0,8460903.0
2. Cho vay các TCTD khác,2. Cho vay các TCTD khác,2. Cho vay các TCTD khác,,-,-,,,
3. Dự phòng rủi ro,3. Dự phòng rủi ro,3. Dự phòng rủi ro,,-,-,,,
IV. Chứng khoán kinh doanh,IV. Chứng khoán kinh doanh,IV. Chứng khoán kinh doanh,,-,-,,,
V. Các công cụ tài chính phải sinh và các tài sản tài chính khác,V. Các công cụ tài chính phải sinh và các tài sản tài chính khác,V. Các công cụ tài chính phải sinh và các tài sản tài chính khác,,-,-,,,
VI. Cho vay khách hàng,V. Các công cụ tài chính phải sinh và các tài sản tài chính khác > VI. Cho vay khách hàng,VI. Cho vay khách hàng,,69.978.404,54.266.164,,69978404.0,54266164.0
1. Cho vay khách hàng,V. Các công cụ tài chính phải sinh và các tài sản tài chính khác > 1. Cho vay khách hàng,1. Cho vay khách hàng,V.04,71.174.720,55.344.259,,71174720.0,55344259.0
2. Dự phòng rủi ro cho vay khách hàng,V. Các công cụ tài chính phải sinh và các tài sản tài chính khác > 2. Dự phòng rủi ro cho vay khách hàng,2. Dự phòng rủi ro cho vay khách hàng,V.05,(1.196.316),(1.078.095),,-1196316.0,-1078095.0
VII. Hoạt động mua nợ,VII. Hoạt động mua nợ,VII. Hoạt động mua nợ,,-,-,,,
VIII. Chứng khoán đầu tư,VII. Hoạt động mua nợ > VIII. Chứng khoán đầu tư,VIII. Chứng khoán đầu tư,V.06,18.718.304,13.111.761,,18718304.0,13111761.0
1. Chứng khoán đầu tư sẵn sàng để bán,VII. Hoạt động mua nợ > 1. Chứng khoán đầu tư sẵn sàng để bán,1. Chứng khoán đầu tư sẵn sàng để bán,,4.550.275,7.736.856,,4550275.0,7736856.0
2. Chứng khoán đầu tư giữ đến ngày đáo hạn,VII. Hoạt động mua nợ > 2. Chứng khoán đầu tư giữ đến ngày đáo hạn,2. Chứng khoán đầu tư giữ đến ngày đáo hạn,,14.325.518,5.652.828,,14325518.0,5652828.0
3. Dự phòng rủi ro chứng khoán đầu tư,VII. Hoạt động mua nợ > 3. Dự phòng rủi ro chứng khoán đầu tư,3. Dự phòng rủi ro chứng khoán đầu tư,,(157.489),(277.923),,-157489.0,-277923.0
"IX. Góp vốn, đầu tư dài hạn","VII. Hoạt động mua nợ > IX. Góp vốn, đầu tư dài hạn","IX. Góp vốn, đầu tư dài hạn",V.07,571.244,854.682,,571244.0,854682.0
1. Đầu tư vào công ty con,VII. Hoạt động mua nợ > 1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,,200.000,200.000,,200000.0,200000.0
2. Vốn góp liên doanh,2. Vốn góp liên doanh,2. Vốn góp liên doanh,,-,-,,,
3. Đầu tư vào công ty liên kết,3. Đầu tư vào công ty liên kết,3. Đầu tư vào công ty liên kết,,-,-,,,
4. Đầu tư dài hạn khác,3. Đầu tư vào công ty liên kết > 4. Đầu tư dài hạn khác,4. Đầu tư dài hạn khác,,719.600,719.600,,719600.0,719600.0
5. Dự phòng giảm giá đầu tư dài hạn,3. Đầu tư vào công ty liên kết > 5. Dự phòng giảm giá đầu tư dài hạn,5. Dự phòng giảm giá đầu tư dài hạn,,(348.356),(64.918),,-348356.0,-64918.0
