row_label_raw,row_label_full,Chỉ tiêu,Quá hạn,Không chịu lãi,Đến 01 tháng,Từ 01 đến 03 tháng,Từ 03 đến 06 tháng,Từ 06 đến 12 tháng,Từ 1 đến 5 năm,Trên 5 năm,Tổng,numeric__Quá hạn,numeric__Không chịu lãi,numeric__Đến 01 tháng,numeric__Từ 01 đến 03 tháng,numeric__Từ 03 đến 06 tháng,numeric__Từ 06 đến 12 tháng,numeric__Từ 1 đến 5 năm,numeric__Trên 5 năm,numeric__Tổng
"Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",-,296.645,-,-,-,-,-,-,296.645,,296645.0,,,,,,,296645.0
Tiền gửi tại NHNN,Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,-,3.507.305,-,-,-,-,-,3.507.305,,,3507305.0,,,,,,3507305.0
Tiền gửi và cho vay các TCTD khác (*),Tiền gửi và cho vay các TCTD khác (*),Tiền gửi và cho vay các TCTD khác (*),-,-,15.073.929,-,-,-,-,-,15.073.929,,,15073929.0,,,,,,15073929.0
Cho vay khách hàng (*),Cho vay khách hàng (*),Cho vay khách hàng (*),10.608.555,-,12.641.886,36.132.504,2.506.986,1.295.618,7.554.251,434.920,71.174.720,10608555.0,,12641886.0,36132504.0,2506986.0,1295618.0,7554251.0,434920.0,71174720.0
Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),31.554,-,-,-,90.655,3.133.049,13.637.271,1.983.264,18.875.793,31554.0,,,,90655.0,3133049.0,13637271.0,1983264.0,18875793.0
"Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",-,-,-,-,-,-,-,919.600,919.600,,,,,,,,919600.0,919600.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,-,920.869,-,-,-,-,-,-,920.869,,920869.0,,,,,,,920869.0
Tài sản Có khác (*),Tài sản Có khác (*),Tài sản Có khác (*),-,6.656.571,159.480,67.830,8.901,2.045.285,2.063.351,146.457,11.147.875,,6656571.0,159480.0,67830.0,8901.0,2045285.0,2063351.0,146457.0,11147875.0
Tổng Tài sản,Tổng Tài sản,Tổng Tài sản,10.640.109,7.874.085,31.382.600,36.200.334,2.606.542,6.473.952,23.254.873,3.484.241,121.916.736,10640109.0,7874085.0,31382600.0,36200334.0,2606542.0,6473952.0,23254873.0,3484241.0,121916736.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,,,
Tiền gửi và vay từ NHNN và các TCTD khác,Nợ phải trả > Tiền gửi và vay từ NHNN và các TCTD khác,Tiền gửi và vay từ NHNN và các TCTD khác,-,-,10.036.450,-,-,-,-,-,10.036.450,,,10036450.0,,,,,,10036450.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,18.500.403,12.568.924,16.139.921,9.728.223,39.246.798,321,96.184.590,,,18500403.0,12568924.0,16139921.0,9728223.0,39246798.0,321.0,96184590.0
Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Nợ phải trả > Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,-,26.844,78.732,(15.971),(3.292),-,-,86.313,,,26844.0,78732.0,-15971.0,-3292.0,,,86313.0
