row_label_raw,row_label_full,col_0,31/12/2017triệu VND,%,31/12/2016triệu VND,%_1,numeric__31/12/2017triệu VND,numeric__%,numeric__31/12/2016triệu VND,numeric__%_1
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,7.657.939,"3,86",7.231.657,"4,45",7657939.0,3.86,7231657.0,4.45
Công ty TNHH Nhà nước,Công ty TNHH Nhà nước,Công ty TNHH Nhà nước,13.486.439,"6,80",12.412.504,"7,64",13486439.0,6.8,12412504.0,7.64
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,35.056.234,"17,68",24.494.250,"15,08",35056234.0,17.68,24494250.0,15.08
Công ty cổ phần vốn Nhà nước,Công ty cổ phần vốn Nhà nước,Công ty cổ phần vốn Nhà nước,16.986.532,"8,57",15.114.294,"9,31",16986532.0,8.57,15114294.0,9.31
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,80.842.480,"40,77",69.049.630,"42,52",80842480.0,40.77,69049630.0,42.52
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,8.321,"0,00",96.250,"0,06",8321.0,0.0,96250.0,0.06
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,2.527.685,"1,27",1.565.104,"0,96",2527685.0,1.27,1565104.0,0.96
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,499.434,"0,25",59.215,"0,04",499434.0,0.25,59215.0,0.04
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,66.194,"0,03",64.345,"0,05",66194.0,0.03,64345.0,0.05
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",38.821.106,"19,58",30.331.453,"18,68",38821106.0,19.58,30331453.0,18.68
Thành phần kinh tế khác,Thành phần kinh tế khác,Thành phần kinh tế khác,2.338.202,"1,19",1.784.855,"1,11",2338202.0,1.19,1784855.0,1.11
,,,198.290.566,"100,00",162.203.557,"99,90",198290566.0,100.0,162203557.0,99.9
Các khoản phải thu giao dịch chứng khoán của SHBS,Các khoản phải thu giao dịch chứng khoán của SHBS,Các khoản phải thu giao dịch chứng khoán của SHBS,-,-,172.628,"0,10",,,172628.0,0.1
,,,198.290.566,"100,00",162.376.185,"100,00",198290566.0,100.0,162376185.0,100.0
