row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Ngày 31 tháng 12 năm 2025,Ngày 31 tháng 12 năm 2024,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2025,numeric__Ngày 31 tháng 12 năm 2024
400,400,400,D. VỐN CHỦ SỞ HỮU,,25.480.341.454.325,23.565.887.059.923,,,25480341454325.0,23565887059923.0
410,410,410,I. Vốn chủ sở hữu,25,25.480.341.454.325,23.565.887.059.923,,25.0,25480341454325.0,23565887059923.0
411,411,411,1. Vốn góp của chủ sở hữu,,7.423.227.640.000,7.423.227.640.000,,,7423227640000.0,7423227640000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,7.423.227.640.000,7.423.227.640.000,,,7423227640000.0,7423227640000.0
412,412,412,2. Thắng dư vốn cổ phần,,7.310.458.742.807,7.310.458.742.807,,,7310458742807.0,7310458742807.0
417,417,417,3. Chênh lệch tỷ giá hối đoái,,15.445.192.000,15.445.192.000,,,15445192000.0,15445192000.0
418,418,418,4. Quỹ đầu tư phát triển và dự phòng tài chính,,3.869.219.047.055,2.933.853.033.569,,,3869219047055.0,2933853033569.0
420,420,420,5. Quỹ khác thuộc vốn chủ sở hữu,,103.568.802.818,103.568.802.818,,,103568802818.0,103568802818.0
421,421,421,6. Lợi nhuận sau thuế đã thực hiện chưa phân phối,,4.916.303.234.296,4.007.066.089.089,,,4916303234296.0,4007066089089.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,2.096.131.143.923,1.999.865.659.159,,,2096131143923.0,1999865659159.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,2.820.172.090.373,2.007.200.429.930,,,2820172090373.0,2007200429930.0
423,423,423,7. Quỹ dự trữ bắt buộc hoạt động bảo hiểm,,812.949.264.697,797.932.384.636,,,812949264697.0,797932384636.0
429,429,429,8. Lợi ích cổ đông không kiểm soát,,1.029.169.530.652,974.335.175.004,,,1029169530652.0,974335175004.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,291.805.652.090.226,251.286.326.838.124,,,291805652090226.0,251286326838124.0
