row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,846.125.364.173,1.243.091.760.559,846125364173.0,1243091760559.0
Phải thu lãi cho vay và cổ tức,Phải thu lãi cho vay và cổ tức,Phải thu lãi cho vay và cổ tức,551.365.672.770,398.227.635.150,551365672770.0,398227635150.0
Phải thu ủy thác đầu tư,Phải thu ủy thác đầu tư,Phải thu ủy thác đầu tư,91.033.636.000,71.990.509.000,91033636000.0,71990509000.0
"Phải thu từ các hợp đồng hợp tác kinh doanh (""HĐHTKD"")","Phải thu từ các hợp đồng hợp tác kinh doanh (""HĐHTKD"")","Phải thu từ các hợp đồng hợp tác kinh doanh (""HĐHTKD"")",59.526.252.848,8.387.173.667,59526252848.0,8387173667.0
Đặt cọc,Đặt cọc,Đặt cọc,57.986.000.000,58.245.709.000,57986000000.0,58245709000.0
Trả trước thuế thu nhập doanh nghiệp theo tiến độ thanh toán của khách hàng (ii),Trả trước thuế thu nhập doanh nghiệp theo tiến độ thanh toán của khách hàng (ii),Trả trước thuế thu nhập doanh nghiệp theo tiến độ thanh toán của khách hàng (ii),23.802.725.769,27.533.053.054,23802725769.0,27533053054.0
Tạm ứng cho nhân viên phục vụ công tác đến bù đất,Tạm ứng cho nhân viên phục vụ công tác đến bù đất,Tạm ứng cho nhân viên phục vụ công tác đến bù đất,23.393.647.412,51.314.191.804,23393647412.0,51314191804.0
Phải thu từ nhận hoàn trả khoản trả trước (i),Phải thu từ nhận hoàn trả khoản trả trước (i),Phải thu từ nhận hoàn trả khoản trả trước (i),-,568.000.000.000,,568000000000.0
Khác,Khác,Khác,39.017.429.374,59.393.488.884,39017429374.0,59393488884.0
Dài hạn,Dài hạn,Dài hạn,1.060.401.268.058,965.997.268.058,1060401268058.0,965997268058.0
Phải thu từ các HĐHTKD (iii),Phải thu từ các HĐHTKD (iii),Phải thu từ các HĐHTKD (iii),1.007.681.847.398,913.281.847.398,1007681847398.0,913281847398.0
Đặt cọc để thực hiện dự án (iv),Đặt cọc để thực hiện dự án (iv),Đặt cọc để thực hiện dự án (iv),42.000.000.000,42.000.000.000,42000000000.0,42000000000.0
"Ký quỹ, ký cược","Ký quỹ, ký cược","Ký quỹ, ký cược",10.719.420.660,10.715.420.660,10719420660.0,10715420660.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.906.526.632.231,2.209.089.028.617,1906526632231.0,2209089028617.0
Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,(1.010.353.212),(4.662.353.212),-1010353212.0,-4662353212.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,1.905.516.279.019,2.204.426.675.405,1905516279019.0,2204426675405.0
Trong đó:,Trong đó:,Trong đó:,,,,
Phải thu các bên liên quan(Thuyết minh số 36),Trong đó: > Phải thu các bên liên quan(Thuyết minh số 36),Phải thu các bên liên quan(Thuyết minh số 36),1.282.409.424.216,1.097.441.322.290,1282409424216.0,1097441322290.0
Phải thu các bên khác,Trong đó: > Phải thu các bên khác,Phải thu các bên khác,623.106.854.803,1.106.985.353.115,623106854803.0,1106985353115.0
