row_label_raw,row_label_full,TÀI SẢN,TÀI SẢN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A - TÀI SẢN NGĂN HẠN,A - TÀI SẢN NGĂN HẠN,A - TÀI SẢN NGĂN HẠN,A - TÀI SẢN NGĂN HẠN,100,,7.237.028.737.004,7.485.131.922.676,,100.0,,7237028737004.0,7485131922676.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,V.1,206.398.301.098,221.980.573.599,,110.0,,206398301098.0,221980573599.0
1.,1.,1.,Tiền,111,,206.398.301.098,221.980.573.599,,111.0,,206398301098.0,221980573599.0
2.,2.,2.,Các khoản tương đương tiền,112,,-,-,,112.0,,,
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,236.381.661.250,191.381.661.250,,120.0,,236381661250.0,191381661250.0
1.,1.,1.,Chứng khoán kinh doanh,121,V.2a,21.381.661.250,21.381.661.250,,121.0,,21381661250.0,21381661250.0
2.,2.,2.,Dự phòng giảm giá chứng khoán kinh doanh,122,,-,-,,122.0,,,
3.,3.,3.,Đầu tư nắm giữ đến ngày đáo hạn,123,V.2b,215.000.000.000,170.000.000.000,,123.0,,215000000000.0,170000000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,6.697.561.068.599,6.969.995.929.802,,130.0,,6697561068599.0,6969995929802.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,V.3a,2.616.455.571.307,2.532.629.976.133,,131.0,,2616455571307.0,2532629976133.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,V.4,117.623.999.596,107.737.990.851,,132.0,,117623999596.0,107737990851.0
3.,3.,3.,Phải thu nội bộ ngắn hạn,133,,-,-,,133.0,,,
4.,4.,4.,Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,134,,-,-,,134.0,,,
5.,5.,5.,Phải thu về cho vay ngắn hạn,135,V.5a,2.957.455.077.864,3.487.107.802.595,,135.0,,2957455077864.0,3487107802595.0
6.,6.,6.,Phải thu ngắn hạn khác,136,V.6,1.065.162.057.485,842.520.160.223,,136.0,,1065162057485.0,842520160223.0
7.,7.,7.,Dự phòng phải thu ngắn hạn khó đòi,137,V.7,(59.135.637.653),-,,137.0,,-59135637653.0,
8.,8.,8.,Tài sản thiếu chờ xử lý,139,,-,-,,139.0,,,
IV.,IV.,IV.,Hàng tồn kho,140,,7.902.760.834,8.551.195.573,,140.0,,7902760834.0,8551195573.0
1.,1.,1.,Hàng tồn kho,141,V.8,7.902.760.834,8.551.195.573,,141.0,,7902760834.0,8551195573.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,-,-,,149.0,,,
V.,V.,V.,Tài sản ngắn hạn khác,150,,88.784.945.223,93.222.562.452,,150.0,,88784945223.0,93222562452.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,V.9a,50.090.614.400,52.479.873.151,,151.0,,50090614400.0,52479873151.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,38.683.313.458,40.731.671.936,,152.0,,38683313458.0,40731671936.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,V.15,11.017.365,11.017.365,,153.0,,11017365.0,11017365.0
4.,4.,4.,Giao dịch mua bán lại trái phiếu Chính phủ,154,,-,-,,154.0,,,
5,5,5,Tài sản ngắn hạn khác,155,,-,-,,155.0,,,
