row_label_raw,row_label_full,col_0,31.12.2022Triệu đồng,31.12.2021Triệu đồng,numeric__31.12.2022Triệu đồng,numeric__31.12.2021Triệu đồng
- Tiền gửi có kỳ hạn,"Các công ty Ngân hàng đầu tư, góp vốn > - Tiền gửi có kỳ hạn",- Tiền gửi có kỳ hạn,100.000,250.000,100000.0,250000.0
"- Tiền gửi ký quỹ, đảm bảo thanh toán","Các công ty Ngân hàng đầu tư, góp vốn > - Tiền gửi ký quỹ, đảm bảo thanh toán","- Tiền gửi ký quỹ, đảm bảo thanh toán",28.833,28.833,28833.0,28833.0
Cho vay khách hàng,"Các công ty Ngân hàng đầu tư, góp vốn > Cho vay khách hàng",Cho vay khách hàng,2.914.406,2.390.289,2914406.0,2390289.0
Lãi dự thu từ cho vay,"Các công ty Ngân hàng đầu tư, góp vốn > Lãi dự thu từ cho vay",Lãi dự thu từ cho vay,2.723,1.723,2723.0,1723.0
Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,,
Tiền gửi của TCTD tại HDBank,Các công ty con > Tiền gửi của TCTD tại HDBank,Tiền gửi của TCTD tại HDBank,66.494,364.971,66494.0,364971.0
- Tiền gửi thanh toán,Các công ty con > - Tiền gửi thanh toán,- Tiền gửi thanh toán,66.494,364.971,66494.0,364971.0
Tiền gửi của HDBank tại TCTD,Các công ty con > Tiền gửi của HDBank tại TCTD,Tiền gửi của HDBank tại TCTD,264.706,-,264706.0,
Cho vay TCTD,Các công ty con > Cho vay TCTD,Cho vay TCTD,4.200.000,2.495.000,4200000.0,2495000.0
Chứng khoán đầu tư,Các công ty con > Chứng khoán đầu tư,Chứng khoán đầu tư,-,500.000,,500000.0
Tài sản Có khác,Các công ty con > Tài sản Có khác,Tài sản Có khác,129.045,71.010,129045.0,71010.0
- Các khoản lãi phải thu,Các công ty con > - Các khoản lãi phải thu,- Các khoản lãi phải thu,106.400,48.006,106400.0,48006.0
- Phải thu cổ tức,Các công ty con > - Phải thu cổ tức,- Phải thu cổ tức,-,15.283,,15283.0
- Lãi dự thu đầu tư vào giấy tờ có giá,Các công ty con > - Lãi dự thu đầu tư vào giấy tờ có giá,- Lãi dự thu đầu tư vào giấy tờ có giá,-,7.721,,7721.0
- Phải thu từ hợp đồng hợp tác hỗ trợ công nghệ thông tin,Các công ty con > - Phải thu từ hợp đồng hợp tác hỗ trợ công nghệ thông tin,- Phải thu từ hợp đồng hợp tác hỗ trợ công nghệ thông tin,22.645,-,22645.0,
Lãi phải trả giao dịch hoán đổi tiền tệ,Các công ty con > Lãi phải trả giao dịch hoán đổi tiền tệ,Lãi phải trả giao dịch hoán đổi tiền tệ,3.702,5.357,3702.0,5357.0
Cam kết trong giao dịch hoán đổi tiền tệ,Các công ty con > Cam kết trong giao dịch hoán đổi tiền tệ,Cam kết trong giao dịch hoán đổi tiền tệ,888.549,579.925,888549.0,579925.0
"Thành viên Hội đồng Quản trị, Ban Kiểm soát, vàBan Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban Kiểm soát, vàBan Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban Kiểm soát, vàBan Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban Kiểm soát, vàBan Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban Kiểm soát, vàBan Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này",,
Tiền gửi của khách hàng,"Thành viên Hội đồng Quản trị, Ban Kiểm soát, vàBan Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này > Tiền gửi của khách hàng",Tiền gửi của khách hàng,1.607.628,3.541.349,1607628.0,3541349.0
- Tiền gửi thanh toán,"Thành viên Hội đồng Quản trị, Ban Kiểm soát, vàBan Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này > - Tiền gửi thanh toán",- Tiền gửi thanh toán,353.138,575.516,353138.0,575516.0
- Tiền gửi tiết kiệm,"Thành viên Hội đồng Quản trị, Ban Kiểm soát, vàBan Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này > - Tiền gửi tiết kiệm",- Tiền gửi tiết kiệm,335.660,273.338,335660.0,273338.0
- Tiền gửi có kỳ hạn,"Thành viên Hội đồng Quản trị, Ban Kiểm soát, vàBan Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này > - Tiền gửi có kỳ hạn",- Tiền gửi có kỳ hạn,918.830,2.692.495,918830.0,2692495.0
Cho vay khách hàng,"Thành viên Hội đồng Quản trị, Ban Kiểm soát, vàBan Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này > Cho vay khách hàng",Cho vay khách hàng,46.438,20.236,46438.0,20236.0
Tài sản Có khác,"Thành viên Hội đồng Quản trị, Ban Kiểm soát, vàBan Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này > Tài sản Có khác",Tài sản Có khác,337,292.737,337.0,292737.0
- Dự thu lãi cho vay,"Thành viên Hội đồng Quản trị, Ban Kiểm soát, vàBan Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này > - Dự thu lãi cho vay",- Dự thu lãi cho vay,337,90,337.0,90.0
- Phải thu dịch vụ thu hộ kèm hỗ trợ quản lý trái phiếu,"Thành viên Hội đồng Quản trị, Ban Kiểm soát, vàBan Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này > - Phải thu dịch vụ thu hộ kèm hỗ trợ quản lý trái phiếu",- Phải thu dịch vụ thu hộ kèm hỗ trợ quản lý trái phiếu,-,292.647,,292647.0
