row_label_raw,row_label_full,TÀI SẢN,TÀI SẢN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A - TÀI SẢN NGẮN HẠN,A - TÀI SẢN NGẮN HẠN,A - TÀI SẢN NGẮN HẠN,A - TÀI SẢN NGẮN HẠN,100,,4.292.983.590.561,4.655.809.118.725,,100.0,,4292983590561.0,4655809118725.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,V.1,113.989.076.918,7.411.278.258,,110.0,,113989076918.0,7411278258.0
1.,1.,1.,Tiền,111,,101.989.076.918,7.411.278.258,,111.0,,101989076918.0,7411278258.0
2.,2.,2.,Các khoản tương đương tiền,112,,12.000.000.000,-,,112.0,,12000000000.0,
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,V.2a,57.182.666.667,14.000.000.000,,120.0,,57182666667.0,14000000000.0
1.,1.,1.,Chứng khoán kinh doanh,121,,65.097.500.000,-,,121.0,,65097500000.0,
2.,2.,2.,Dự phòng giảm giá chứng khoán kinh doanh,122,,(7.914.833.333),-,,122.0,,-7914833333.0,
3.,3.,3.,Đầu tư nắm giữ đến ngày đáo hạn,123,,-,14.000.000.000,,123.0,,,14000000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,3.075.128.335.220,3.641.698.049.923,,130.0,,3075128335220.0,3641698049923.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,V.3,2.813.040.379.237,3.513.015.978.086,,131.0,,2813040379237.0,3513015978086.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,V.4,30.804.571.227,12.620.262.827,,132.0,,30804571227.0,12620262827.0
3.,3.,3.,Phải thu nội bộ ngắn hạn,133,,-,-,,133.0,,,
4.,4.,4.,Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,134,,-,-,,134.0,,,
5.,5.,5.,Phải thu về cho vay ngắn hạn,135,V.5a,188.918.714.983,69.733.606.034,,135.0,,188918714983.0,69733606034.0
6.,6.,6.,Phải thu ngắn hạn khác,136,V.6a,42.278.011.771,46.241.544.974,,136.0,,42278011771.0,46241544974.0
7.,7.,7.,Dự phòng phải thu ngắn hạn khó đòi,137,,-,-,,137.0,,,
8.,8.,8.,Tài sản thiếu chờ xử lý,139,,86.658.002,86.658.002,,139.0,,86658002.0,86658002.0
IV.,IV.,IV.,Hàng tồn kho,140,,1.039.888.701.313,988.720.909.873,,140.0,,1039888701313.0,988720909873.0
1.,1.,1.,Hàng tồn kho,141,V.7,1.039.888.701.313,988.720.909.873,,141.0,,1039888701313.0,988720909873.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,-,-,,149.0,,,
V.,V.,V.,Tài sản ngắn hạn khác,150,,6.794.810.443,3.978.880.671,,150.0,,6794810443.0,3978880671.0
1.,1.,1.,Chỉ phí trả trước ngắn hạn,151,V.8a,6.794.810.443,3.978.880.671,,151.0,,6794810443.0,3978880671.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,-,-,,152.0,,,
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,,-,-,,153.0,,,
4.,4.,4.,Giao dịch mua bán lại trái phiếu Chính phủ,154,,-,-,,154.0,,,
5,5,5,Tài sản ngắn hạn khác,155,,-,-,,155.0,,,
