row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,,,
Hà An,Phải thu ngắn hạn của khách hàng > Hà An,Hà An,Doanh thu dịch vụ môi giới,695.481.129.526,736.700.256.061,,695481129526.0,736700256061.0
Hà An,Phải thu ngắn hạn của khách hàng > Hà An,Hà An,"Doanh thu từ bán căn hộ, nhà phố và đất nền",2.750.000.000,-,,2750000000.0,
Hà An,Phải thu ngắn hạn của khách hàng > Hà An,Hà An,Doanh thu dịch vụ quản lý,1.631.718.280,-,,1631718280.0,
Hà Thuận Hùng,Phải thu ngắn hạn của khách hàng > Hà Thuận Hùng,Hà Thuận Hùng,Doanh thu dịch vụ môi giới,27.477.679.234,17.532.806.836,,27477679234.0,17532806836.0
DXG,Phải thu ngắn hạn của khách hàng > DXG,DXG,Doanh thu dịch vụ phần mềm,6.724.860.861,1.626.130.000,,6724860861.0,1626130000.0
DXG,Phải thu ngắn hạn của khách hàng > DXG,DXG,Doanh thu dịch vụ môi giới,271.278.468,271.278.468,,271278468.0,271278468.0
DXMN,Phải thu ngắn hạn của khách hàng > DXMN,DXMN,Doanh thu dịch vụ môi giới,711.787.433,-,,711787433.0,
Vicco,Phải thu ngắn hạn của khách hàng > Vicco,Vicco,Doanh thu dịch vụ,328.588.650,-,,328588650.0,
FBV,Phải thu ngắn hạn của khách hàng > FBV,FBV,Doanh thu dịch vụ môi giới,-,5.710.591.000,,,5710591000.0
,,,,735.377.042.452,761.841.062.365,,735377042452.0,761841062365.0
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,,,
Hà An,Phải thu về cho vay ngắn hạn > Hà An,Hà An,Cho vay,68.657.481.597,100.000.000.000,,68657481597.0,100000000000.0
Lê Gia Newland,Phải thu về cho vay ngắn hạn > Lê Gia Newland,Lê Gia Newland,Cho vay,150.000.000,-,,150000000.0,
,,,,68.807.481.597,100.000.000.000,,68807481597.0,100000000000.0
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,,,
Hà An,Phải thu về cho vay dài hạn > Hà An,Hà An,Cho vay,31.342.518.403,-,,31342518403.0,
DXMN,Phải thu về cho vay dài hạn > DXMN,DXMN,Cho vay,13.931.175.222,-,,13931175222.0,
,,,,45.273.693.625,-,,45273693625.0,
