row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,1.540.459.717.354,1.385.976.359.180,1540459717354.0,1385976359180.0
Thuế TNDN tính theo thuế suất của các công ty trong Tập đoàn (20%),Thuế TNDN tính theo thuế suất của các công ty trong Tập đoàn (20%),Thuế TNDN tính theo thuế suất của các công ty trong Tập đoàn (20%),308.091.943.470,277.195.271.836,308091943470.0,277195271836.0
Các điều chỉnh tăng:,Các điều chỉnh tăng:,Các điều chỉnh tăng:,,,,
Tài sản thuế thu nhập hoãn lại chưa được ghi nhận của các khoản lỗ thuế và các chênh lệch tạm thời khác,Các điều chỉnh tăng: > Tài sản thuế thu nhập hoãn lại chưa được ghi nhận của các khoản lỗ thuế và các chênh lệch tạm thời khác,Tài sản thuế thu nhập hoãn lại chưa được ghi nhận của các khoản lỗ thuế và các chênh lệch tạm thời khác,40.947.359.504,28.773.763.931,40947359504.0,28773763931.0
Chi phí không được khấu trừ thuế,Các điều chỉnh tăng: > Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,8.259.931.507,10.436.475.264,8259931507.0,10436475264.0
Lợi thế thương mại,Các điều chỉnh tăng: > Lợi thế thương mại,Lợi thế thương mại,1.452.091.291,1.355.475.520,1452091291.0,1355475520.0
Chênh lệch thiếu những năm trước,Các điều chỉnh tăng: > Chênh lệch thiếu những năm trước,Chênh lệch thiếu những năm trước,-,4.803.926.816,,4803926816.0
Các điều chỉnh giảm:,Các điều chỉnh giảm:,Các điều chỉnh giảm:,,,,
Thuế TNDN được miễn giảm,Các điều chỉnh giảm: > Thuế TNDN được miễn giảm,Thuế TNDN được miễn giảm,(22.864.890.570),(22.338.697.372),-22864890570.0,-22338697372.0
Ảnh hưởng của các mức thuế suất khác nhau,Các điều chỉnh giảm: > Ảnh hưởng của các mức thuế suất khác nhau,Ảnh hưởng của các mức thuế suất khác nhau,(41.538.370.848),(23.823.820.940),-41538370848.0,-23823820940.0
"Ảnh hưởng các giao dịch mua bán, chuyển nhượng cổ phần trên báo cáo tài chính hợp nhất","Các điều chỉnh giảm: > Ảnh hưởng các giao dịch mua bán, chuyển nhượng cổ phần trên báo cáo tài chính hợp nhất","Ảnh hưởng các giao dịch mua bán, chuyển nhượng cổ phần trên báo cáo tài chính hợp nhất",(2.552.840.957),-,-2552840957.0,
Điều chỉnh thuế TNDN theo Nghị định 132/2020/NĐ-CP (*),Các điều chỉnh giảm: > Điều chỉnh thuế TNDN theo Nghị định 132/2020/NĐ-CP (*),Điều chỉnh thuế TNDN theo Nghị định 132/2020/NĐ-CP (*),(3.889.374.357),-,-3889374357.0,
Thuế TNDN được giảm 30% theo Nghị định 114/2020/NĐ-CP (**),Các điều chỉnh giảm: > Thuế TNDN được giảm 30% theo Nghị định 114/2020/NĐ-CP (**),Thuế TNDN được giảm 30% theo Nghị định 114/2020/NĐ-CP (**),(880.100.459),,-880100459.0,
Lỗ năm trước chuyển sang,Các điều chỉnh giảm: > Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,(424.363.357),-,-424363357.0,
Chi phí thuế TNDN phân ánh trên báo cáo kết quả hoạt động kinh doanh hợp nhất ước tính,Các điều chỉnh giảm: > Chi phí thuế TNDN phân ánh trên báo cáo kết quả hoạt động kinh doanh hợp nhất ước tính,Chi phí thuế TNDN phân ánh trên báo cáo kết quả hoạt động kinh doanh hợp nhất ước tính,286.601.385.224,276.402.395.055,286601385224.0,276402395055.0
