row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A -,A -,A -,TÀI SẢN NGẮN HẠN,100,,4.716.154.523.908,5.803.347.902.020,,100.0,,4716154523908.0,5803347902020.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,V.1,289.974.538.387,55.905.361.638,,110.0,,289974538387.0,55905361638.0
1.,1.,1.,Tiền,111,,174.974.538.387,49.905.361.638,,111.0,,174974538387.0,49905361638.0
2.,2.,2.,Các khoản tương đương tiền,112,,115.000.000.000,6.000.000.000,,112.0,,115000000000.0,6000000000.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,8.305.000.000,45.205.000.000,,120.0,,8305000000.0,45205000000.0
1.,1.,1.,Chứng khoán kinh doanh,121,,-,-,,121.0,,,
2.,2.,2.,Dự phòng giảm giá chứng khoán kinh doanh,122,,-,-,,122.0,,,
3.,3.,3.,Đầu tư nắm giữ đến ngày đáo hạn,123,V.2,8.305.000.000,45.205.000.000,,123.0,,8305000000.0,45205000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,761.277.974.090,901.861.601.960,,130.0,,761277974090.0,901861601960.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,V.3a,626.102.132.491,823.831.688.446,,131.0,,626102132491.0,823831688446.0
2.,2.,2.,Trà trước cho người bán ngắn hạn,132,V.4,93.239.176.075,47.388.931.606,,132.0,,93239176075.0,47388931606.0
3.,3.,3.,Phải thu nội bộ ngắn hạn,133,,-,-,,133.0,,,
4.,4.,4.,Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,134,,-,-,,134.0,,,
5.,5.,5.,Phải thu về cho vay ngắn hạn,135,,-,-,,135.0,,,
6.,6.,6.,Phải thu ngắn hạn khác,136,V.5a,41.679.466.393,30.383.002.431,,136.0,,41679466393.0,30383002431.0
7.,7.,7.,Dự phòng phải thu ngắn hạn khó đòi,137,V.6,-,-,,137.0,,,
8.,8.,8.,Tài sản thiếu chờ xử lý,139,,257.199.131,257.979.477,,139.0,,257199131.0,257979477.0
IV.,IV.,IV.,Hàng tồn kho,140,V.7,3.653.814.421.903,4.797.914.174.186,,140.0,,3653814421903.0,4797914174186.0
1.,1.,1.,Hàng tồn kho,141,,3.653.814.421.903,4.797.914.174.186,,141.0,,3653814421903.0,4797914174186.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,-,-,,149.0,,,
V.,V.,V.,Tài sản ngắn hạn khác,150,,2.782.589.528,2.461.764.236,,150.0,,2782589528.0,2461764236.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,V.8a,2.782.589.528,2.461.764.236,,151.0,,2782589528.0,2461764236.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,-,-,,152.0,,,
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,V.18,-,-,,153.0,,,
4.,4.,4.,Giao dịch mua bán lại trái phiếu Chính phủ,154,,-,-,,154.0,,,
5.,5.,5.,Tài sản ngắn hạn khác,155,,-,-,,155.0,,,
