row_label_raw,row_label_full,col_0,31/12/2025 > Giá trị,31/12/2025 > Số có khả năng trả nợ,01/01/2025 > Giá trị,01/01/2025 > Số có khả năng trả nợ,numeric__31/12/2025 > Giá trị,numeric__31/12/2025 > Số có khả năng trả nợ,numeric__01/01/2025 > Giá trị,numeric__01/01/2025 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,,,,
Bên liên quan,Bên liên quan,Bên liên quan,11.829.824,11.829.824,1.879.210.023,1.879.210.023,11829824.0,11829824.0,1879210023.0,1879210023.0
- Công Ty TNHH MTV Đầu Tư và Quản Lý Dự án Bình Dương,- Công Ty TNHH MTV Đầu Tư và Quản Lý Dự án Bình Dương,- Công Ty TNHH MTV Đầu Tư và Quản Lý Dự án Bình Dương,-,-,1.867.850.023,1.867.850.023,,,1867850023.0,1867850023.0
- Công ty CP Phát triển Phú Mỹ,- Công ty CP Phát triển Phú Mỹ,- Công ty CP Phát triển Phú Mỹ,11.829.824,11.829.824,11.360.000,11.360.000,11829824.0,11829824.0,11360000.0,11360000.0
Bên khác,Bên khác,Bên khác,14.011.331.755,14.011.331.755,23.474.746.883,23.474.746.883,14011331755.0,14011331755.0,23474746883.0,23474746883.0
"- Công ty Phone Theb Ja Lorn Xay Trading Sole Co., Ltd","- Công ty Phone Theb Ja Lorn Xay Trading Sole Co., Ltd","- Công ty Phone Theb Ja Lorn Xay Trading Sole Co., Ltd",13.957.046,13.957.046,2.869.491.240,2.869.491.240,13957046.0,13957046.0,2869491240.0,2869491240.0
- Công ty TNHH Kinh doanh VLXD Miền Nam,- Công ty TNHH Kinh doanh VLXD Miền Nam,- Công ty TNHH Kinh doanh VLXD Miền Nam,1.484.599.902,1.484.599.902,-,-,1484599902.0,1484599902.0,,
- Công ty TNHH Đầu tư Xây dựng và Công nghệ Môi trường Dương Nhật,- Công ty TNHH Đầu tư Xây dựng và Công nghệ Môi trường Dương Nhật,- Công ty TNHH Đầu tư Xây dựng và Công nghệ Môi trường Dương Nhật,-,-,10.289.364.119,10.289.364.119,,,10289364119.0,10289364119.0
- Phải trả các đối tượng khác,- Phải trả các đối tượng khác,- Phải trả các đối tượng khác,12.512.774.807,12.512.774.807,10.315.891.524,10.315.891.524,12512774807.0,12512774807.0,10315891524.0,10315891524.0
,,,14.023.161.579,14.023.161.579,25.353.956.906,25.353.956.906,14023161579.0,14023161579.0,25353956906.0,25353956906.0
