row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,539.625,299.104,539625.0,299104.0
Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,173.957,171.947,173957.0,171947.0
Thu nhập hỗ trợ dịch vụ kỹ thuật(Thuyết minh 18.1),Thu nhập hỗ trợ dịch vụ kỹ thuật(Thuyết minh 18.1),Thu nhập hỗ trợ dịch vụ kỹ thuật(Thuyết minh 18.1),51.391,-,51391.0,
Thu nhập từ thanh lý tài sản khác,Thu nhập từ thanh lý tài sản khác,Thu nhập từ thanh lý tài sản khác,45.678,10.825,45678.0,10825.0
Thu tiền cho thuê lại văn phòng,Thu tiền cho thuê lại văn phòng,Thu tiền cho thuê lại văn phòng,41.317,37.938,41317.0,37938.0
Thu nhập từ dịch vụ thu hộ và hỗ trợ quản lýtrái phiếu,Thu nhập từ dịch vụ thu hộ và hỗ trợ quản lýtrái phiếu,Thu nhập từ dịch vụ thu hộ và hỗ trợ quản lýtrái phiếu,27.273,-,27273.0,
Thu nhập thuần từ thanh lý tài sản cố định vàbất động sản đầu tư,Thu nhập thuần từ thanh lý tài sản cố định vàbất động sản đầu tư,Thu nhập thuần từ thanh lý tài sản cố định vàbất động sản đầu tư,13.160,11.378,13160.0,11378.0
Thu bồi thường bảo hiểm,Thu bồi thường bảo hiểm,Thu bồi thường bảo hiểm,12.229,-,12229.0,
Thu nhập khác,Thu nhập khác,Thu nhập khác,174.620,67.016,174620.0,67016.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,(56.629),(28.939),-56629.0,-28939.0
Lợi thế thương mại (Thuyết minh 5),Lợi thế thương mại (Thuyết minh 5),Lợi thế thương mại (Thuyết minh 5),(5.763),(5.763),-5763.0,-5763.0
Chi phí về thanh lý tài sản khác,Chi phí về thanh lý tài sản khác,Chi phí về thanh lý tài sản khác,(39.364),(8.530),-39364.0,-8530.0
Chi tài trợ,Chi tài trợ,Chi tài trợ,(7.645),(2.449),-7645.0,-2449.0
Chi phí khác,Chi phí khác,Chi phí khác,(3.857),(12.197),-3857.0,-12197.0
,,,482.996,270.165,482996.0,270165.0
