row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2014,Quá hạnTriệu VND,Khôngchịu lãiTriệu VND,Đến 1 thángTriệu VND,Từ trên 1 đến3 thángTriệu VND,Từ trên 3đến 6 thángTriệu VND,Từ trên 6đến 12 thángTriệu VND,Từ trên 1đến 5 nămTriệu VND,Trên 5 nămTriệu VND,TổngTriệu VND,numeric__Quá hạnTriệu VND,numeric__Khôngchịu lãiTriệu VND,numeric__Đến 1 thángTriệu VND,numeric__Từ trên 1 đến3 thángTriệu VND,numeric__Từ trên 3đến 6 thángTriệu VND,numeric__Từ trên 6đến 12 thángTriệu VND,numeric__Từ trên 1đến 5 nămTriệu VND,numeric__Trên 5 nămTriệu VND,numeric__TổngTriệu VND
Bắt động sản đầu tư,Tài sản > Bắt động sản đầu tư,Bắt động sản đầu tư,-,8.654,-,-,-,-,-,-,8.654,,8654.0,,,,,,,8654.0
Tài sản Có khác – gộp,Tài sản > Tài sản Có khác – gộp,Tài sản Có khác – gộp,195.182,9.207.119,1.096.112,-,-,-,-,-,10.498.413,195182.0,9207119.0,1096112.0,,,,,,10498413.0
,,,4.123.399,21.347.278,6.020.196,100.267.086,6.058.206,11.111.673,31.940.332,2.026.335,182.894.505,4123399.0,21347278.0,6020196.0,100267086.0,6058206.0,11111673.0,31940332.0,2026335.0,182894505.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,,,
Tiền gửi và vay các tổ chứctín dụng khác,Nợ phải trả > Tiền gửi và vay các tổ chứctín dụng khác,Tiền gửi và vay các tổ chứctín dụng khác,-,-,2.796.712,3.198.526,150.000,-,-,-,6.145.238,,,2796712.0,3198526.0,150000.0,,,,6145238.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,76.050.155,14.798.448,20.335.495,7.507.638,35.921.820,32,154.613.588,,,76050155.0,14798448.0,20335495.0,7507638.0,35921820.0,32.0,154613588.0
"Vốn tài trợ, ủy thác đầu tư, cho vayTCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vayTCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vayTCTD chịu rủi ro",-,-,-,158.734,-,-,-,29.421,188.155,,,,158734.0,,,,29421.0,188155.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,-,-,-,78.000,-,3.000.000,3.078.000,,,,,,78000.0,,3000000.0,3078000.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,3.187.487,-,-,-,-,-,-,3.187.487,,3187487.0,,,,,,,3187487.0
,,,-,3.187.487,78.846.867,18.155.708,20.485.495,7.585.638,35.921.820,3.029.453,167.212.468,,3187487.0,78846867.0,18155708.0,20485495.0,7585638.0,35921820.0,3029453.0,167212468.0
Mức chênh nhạy cảm với lãi suấtnội bảng,Nợ phải trả > Mức chênh nhạy cảm với lãi suấtnội bảng,Mức chênh nhạy cảm với lãi suấtnội bảng,4.123.399,18.159.791,(72.826.671),82.111.378,(14.427.289),3.526.035,(3.981.488),(1.003.118),15.682.037,4123399.0,18159791.0,-72826671.0,82111378.0,-14427289.0,3526035.0,-3981488.0,-1003118.0,15682037.0
Mức chênh nhạy cảm với lãi suấtngoại bảng,Nợ phải trả > Mức chênh nhạy cảm với lãi suấtngoại bảng,Mức chênh nhạy cảm với lãi suấtngoại bảng,-,(9.548.240),-,-,-,-,-,-,(9.548.240),,-9548240.0,,,,,,,-9548240.0
"Mức chênh nhạy cảm với lãi suấtnội, ngoại bảng","Nợ phải trả > Mức chênh nhạy cảm với lãi suấtnội, ngoại bảng","Mức chênh nhạy cảm với lãi suấtnội, ngoại bảng",4.123.399,8.611.551,(72.826.671),82.111.378,(14.427.289),3.526.035,(3.981.488),(1.003.118),6.133.797,4123399.0,8611551.0,-72826671.0,82111378.0,-14427289.0,3526035.0,-3981488.0,-1003118.0,6133797.0
