row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A - TÀI SẢN NGẮN HẠN,A - TÀI SẢN NGẮN HẠN,A - TÀI SẢN NGẮN HẠN,A - TÀI SẢN NGẮN HẠN,100,,6.277.386.822.627,6.143.856.949.493,,100.0,,6277386822627.0,6143856949493.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,V.1,205.995.895.202,72.836.655.550,,110.0,,205995895202.0,72836655550.0
1.,1.,1.,Tiền,111,,87.470.851.459,50.336.655.550,,111.0,,87470851459.0,50336655550.0
2.,2.,2.,Các khoản tương đương tiền,112,,118.525.043.743,22.500.000.000,,112.0,,118525043743.0,22500000000.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,31.205.000.000,17.505.000.000,,120.0,,31205000000.0,17505000000.0
1.,1.,1.,Chứng khoán kinh doanh,121,,-,-,,121.0,,,
2.,2.,2.,Dự phòng giảm giá chứng khoán kinh doanh,122,,-,-,,122.0,,,
3.,3.,3.,Đầu tư nằm giữ đến ngày đáo hạn,123,V.2,31.205.000.000,17.505.000.000,,123.0,,31205000000.0,17505000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,926.576.100.570,709.504.773.875,,130.0,,926576100570.0,709504773875.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,V.3a,895.969.250.763,664.599.329.886,,131.0,,895969250763.0,664599329886.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,V.4,5.458.623.443,18.608.585.385,,132.0,,5458623443.0,18608585385.0
3.,3.,3.,Phải thu nội bộ ngắn hạn,133,,-,-,,133.0,,,
4.,4.,4.,Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,134,,-,-,,134.0,,,
5.,5.,5.,Phải thu về cho vay ngắn hạn,135,,-,-,,135.0,,,
6.,6.,6.,Phải thu ngắn hạn khác,136,V.5a,25.050.842.066,26.116.128.885,,136.0,,25050842066.0,26116128885.0
7.,7.,7.,Dự phòng phải thu ngắn hạn khó đòi,137,V.6,-,-,,137.0,,,
8.,8.,8.,Tài sản thiếu chờ xử lý,139,,97.384.298,180.729.719,,139.0,,97384298.0,180729719.0
IV.,IV.,IV.,Hàng tồn kho,140,V.7,5.110.419.889.961,5.334.803.197.006,,140.0,,5110419889961.0,5334803197006.0
1.,1.,1.,Hàng tồn kho,141,,5.110.419.889.961,5.334.803.197.006,,141.0,,5110419889961.0,5334803197006.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,-,-,,149.0,,,
V.,V.,V.,Tài sản ngắn hạn khác,150,,3.189.936.894,9.207.323.062,,150.0,,3189936894.0,9207323062.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,V.8a,2.732.979.250,3.292.980.307,,151.0,,2732979250.0,3292980307.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,456.957.644,5.914.342.755,,152.0,,456957644.0,5914342755.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,V.17,-,-,,153.0,,,
4.,4.,4.,Giao dịch mua bán lại trái phiếu Chính phủ,154,,-,-,,154.0,,,
5.,5.,5.,Tài sản ngắn hạn khác,155,,-,-,,155.0,,,
