row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi phí lãi vay,Ngắn hạn > Chi phí lãi vay,Chi phí lãi vay,3.227.040.751,2.552.949.571,3227040751.0,2552949571.0
Chi phí phát hành trái phiếu,Ngắn hạn > Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,15.908.108,15.908.108,15908108.0,15908108.0
Chi phí hoạt động,Ngắn hạn > Chi phí hoạt động,Chi phí hoạt động,11.361.155,10.050.838,11361155.0,10050838.0
Chi phí lãi HĐHTKD,Ngắn hạn > Chi phí lãi HĐHTKD,Chi phí lãi HĐHTKD,2.427.180,2.427.180,2427180.0,2427180.0
Khác,Ngắn hạn > Khác,Khác,4.495.837,10.723.635,4495837.0,10723635.0
,,,3.261.233.031,2.592.059.332,3261233031.0,2592059332.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Chi phí lãi vay,Dài hạn > Chi phí lãi vay,Chi phí lãi vay,326.824.519,490.236.779,326824519.0,490236779.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,3.588.057.550,3.082.296.111,3588057550.0,3082296111.0
