row_label_raw,row_label_full,col_0,Vốn điều lệTriệu VND,Vốn đầu tưXDCB vàmua sắmTSCD,Thặng dưvớncổ phầnTriệu VND,Cổ phiếuquỹTriệu VND,VốnkhácTriệu VND,Quỹ dự trữbổ sungvốn điều lệTriệu VND,Quỹ dựphòng tàichínhTriệu VND,Quỹ đầu tưphát triểnTriệu VND,Quỹ khácTriệu VND,Lợi nhuậnchưa phânphốiTriệu VND,Chênh lệchtỷ giáhồi đoáiTriệu VND,TổngTriệu VND,numeric__Vốn điều lệTriệu VND,numeric__Vốn đầu tưXDCB vàmua sắmTSCD,numeric__Thặng dưvớncổ phầnTriệu VND,numeric__Cổ phiếuquỹTriệu VND,numeric__VốnkhácTriệu VND,numeric__Quỹ dự trữbổ sungvốn điều lệTriệu VND,numeric__Quỹ dựphòng tàichínhTriệu VND,numeric__Quỹ đầu tưphát triểnTriệu VND,numeric__Quỹ khácTriệu VND,numeric__Lợi nhuậnchưa phânphốiTriệu VND,numeric__Chênh lệchtỷ giáhồi đoáiTriệu VND,numeric__TổngTriệu VND
Số dư tại ngày1 tháng 1 năm 2017,Số dư tại ngày1 tháng 1 năm 2017,Số dư tại ngày1 tháng 1 năm 2017,18.852.157,1.121,63.612,(750.911),653,863.405,1.448.461,118.539,-,1.340.912,253.985,22.191.934,18852157.0,1121.0,63612.0,-750911.0,653.0,863405.0,1448461.0,118539.0,,1340912.0,253985.0,22191934.0
Lợi nhuận thuần trongnăm,Lợi nhuận thuần trongnăm,Lợi nhuận thuần trongnăm,-,-,-,-,-,-,-,-,-,1.181.560,-,1.181.560,,,,,,,,,,1181560.0,,1181560.0
Trích lập các quỹ dự trữbắt buộc cho nằm trước,Trích lập các quỹ dự trữbắt buộc cho nằm trước,Trích lập các quỹ dự trữbắt buộc cho nằm trước,-,-,-,-,-,36.474,71.658,-,11.105,(119.237),-,-,,,,,,36474.0,71658.0,,11105.0,-119237.0,,
Trích lập quỹ khenthường và phúc lợiChênh lệch tỷ giá hốidoái,Trích lập quỹ khenthường và phúc lợiChênh lệch tỷ giá hốidoái,Trích lập quỹ khenthường và phúc lợiChênh lệch tỷ giá hốidoái,-,-,-,-,-,-,-,-,-,(117.126),,(117.126),,,,,,,,,,-117126.0,,-117126.0
Trích lập quỹ khenthường và phúc lợiChênh lệch tỷ giá hốidoái,Trích lập quỹ khenthường và phúc lợiChênh lệch tỷ giá hốidoái,Trích lập quỹ khenthường và phúc lợiChênh lệch tỷ giá hốidoái,-,-,-,-,-,-,-,-,-,-,(20.085),(20.085),,,,,,,,,,,-20085.0,-20085.0
Biến động khác,Biến động khác,Biến động khác,-,-,-,-,-,-,-,-,-,9,-,9,,,,,,,,,,9.0,,9.0
Số dư tại ngày31 tháng 12 năm 2017,Số dư tại ngày31 tháng 12 năm 2017,Số dư tại ngày31 tháng 12 năm 2017,18.852.157,1.121,63.612,(750.911),653,899.879,1.520.119,118.539,11.105,2.286.118,233.900,23.236.292,18852157.0,1121.0,63612.0,-750911.0,653.0,899879.0,1520119.0,118539.0,11105.0,2286118.0,233900.0,23236292.0
