row_label_raw,row_label_full,TÀI SẢN,TÀI SẢN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A - TÀI SẢN NGĂN HẠN,A - TÀI SẢN NGĂN HẠN,A - TÀI SẢN NGĂN HẠN,A - TÀI SẢN NGĂN HẠN,100,,6.978.458.074.535,7.237.028.737.004,,100.0,,6978458074535.0,7237028737004.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,V.1,57.903.441.882,206.398.301.098,,110.0,,57903441882.0,206398301098.0
1.,1.,1.,Tiền,111,,57.903.441.882,206.398.301.098,,111.0,,57903441882.0,206398301098.0
2.,2.,2.,Các khoản tương đương tiền,112,,-,-,,112.0,,,
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,170.503.718.167,236.381.661.250,,120.0,,170503718167.0,236381661250.0
1.,1.,1.,Chứng khoán kinh doanh,121,V.2a,21.381.661.250,21.381.661.250,,121.0,,21381661250.0,21381661250.0
2.,2.,2.,Dự phòng giảm giá chứng khoán kinh doanh,122,V.2a,(877.943.083),-,,122.0,,-877943083.0,
3.,3.,3.,Đầu tư nắm giữ đến ngày đáo hạn,123,V.2b,150.000.000.000,215.000.000.000,,123.0,,150000000000.0,215000000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,6.669.964.179.059,6.697.561.068.599,,130.0,,6669964179059.0,6697561068599.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,V.3a,2.426.438.433.221,2.616.455.571.307,,131.0,,2426438433221.0,2616455571307.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,V.4,157.976.009.586,117.623.999.596,,132.0,,157976009586.0,117623999596.0
3.,3.,3.,Phải thu nội bộ ngắn hạn,133,,-,-,,133.0,,,
4.,4.,4.,Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,134,,-,-,,134.0,,,
5.,5.,5.,Phải thu về cho vay ngắn hạn,135,V.5a,2.912.523.636.274,2.957.455.077.864,,135.0,,2912523636274.0,2957455077864.0
6.,6.,6.,Phải thu ngắn hạn khác,136,V.6,1.280.798.258.403,1.065.162.057.485,,136.0,,1280798258403.0,1065162057485.0
7.,7.,7.,Dự phòng phải thu ngắn hạn khó đòi,137,V.7,(107.772.158.425),(59.135.637.653),,137.0,,-107772158425.0,-59135637653.0
8.,8.,8.,Tài sản thiếu chờ xử lý,139,,-,-,,139.0,,,
IV.,IV.,IV.,Hàng tồn kho,140,,7.873.436.879,7.902.760.834,,140.0,,7873436879.0,7902760834.0
1.,1.,1.,Hàng tồn kho,141,V.8,7.873.436.879,7.902.760.834,,141.0,,7873436879.0,7902760834.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,-,-,,149.0,,,
V.,V.,V.,Tài sản ngắn hạn khác,150,,72.213.298.548,88.784.945.223,,150.0,,72213298548.0,88784945223.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,V.9a,49.837.535.909,50.090.614.400,,151.0,,49837535909.0,50090614400.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,21.111.373.136,38.683.313.458,,152.0,,21111373136.0,38683313458.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,V.15,1.264.389.503,11.017.365,,153.0,,1264389503.0,11017365.0
4.,4.,4.,Giao dịch mua bán lại trái phiếu Chính phủ,154,,-,-,,154.0,,,
5,5,5,Tài sản ngắn hạn khác,155,,-,-,,155.0,,,
