row_label_raw,row_label_full,Năm trước,An Giang,Đồng Tháp,Địa bàn khác,Tổng cộng,numeric__An Giang,numeric__Đồng Tháp,numeric__Địa bàn khác,numeric__Tổng cộng
Chi phí khác,Doanh thu thuần cung cấp giữa các bộ phận > Chi phí khác,Chi phí khác,,,,(15.631.309.093),,,,-15631309093.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Doanh thu thuần cung cấp giữa các bộ phận > Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,,,,(33.588.607.865),,,,-33588607865.0
Chi phí thuế thu nhập doanh nghiệp hoãn lại,Chi phí thuế thu nhập doanh nghiệp hoãn lại,Chi phí thuế thu nhập doanh nghiệp hoãn lại,,,,,,,,
Lợi nhuận sau thuế TNDN,Chi phí thuế thu nhập doanh nghiệp hoãn lại > Lợi nhuận sau thuế TNDN,Lợi nhuận sau thuế TNDN,,,,467.166.609.526,,,,467166609526.0
Tổng chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,Chi phí thuế thu nhập doanh nghiệp hoãn lại > Tổng chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,Tổng chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,,,,295.609.948.219,,,,295609948219.0
Tổng chi phí khấu hao và phân bổ chi phí trả trước dài hạn,Chi phí thuế thu nhập doanh nghiệp hoãn lại > Tổng chi phí khấu hao và phân bổ chi phí trả trước dài hạn,Tổng chi phí khấu hao và phân bổ chi phí trả trước dài hạn,,,,149.139.606.267,,,,149139606267.0
- Tài sản và nợ phải trả bộ phận theo khu vực địa lý,- Tài sản và nợ phải trả bộ phận theo khu vực địa lý,- Tài sản và nợ phải trả bộ phận theo khu vực địa lý,- Tài sản và nợ phải trả bộ phận theo khu vực địa lý,- Tài sản và nợ phải trả bộ phận theo khu vực địa lý,- Tài sản và nợ phải trả bộ phận theo khu vực địa lý,- Tài sản và nợ phải trả bộ phận theo khu vực địa lý,,,,
Số cuối năm,Số cuối năm,Số cuối năm,An Giang,Đồng Tháp,Địa bàn khác,Tổng cộng,,,,
Tài sản bộ phận,Số cuối năm > Tài sản bộ phận,Tài sản bộ phận,5.989.121.836.624,1.731.378.184.738,1.768.637.219.663,9.489.137.241.025,5989121836624.0,1731378184738.0,1768637219663.0,9489137241025.0
Tài sản không phân bổ,Tài sản không phân bổ,Tài sản không phân bổ,,,,,,,,
Tổng tài sản,Tài sản không phân bổ > Tổng tài sản,Tổng tài sản,5.989.121.836.624,1.731.378.184.738,1.768.637.219.663,9.489.137.241.025,5989121836624.0,1731378184738.0,1768637219663.0,9489137241025.0
Nợ phải trả bộ phận,Tài sản không phân bổ > Nợ phải trả bộ phận,Nợ phải trả bộ phận,226.454.126.525,7.853.902.928,225.441.067.378,459.749.096.831,226454126525.0,7853902928.0,225441067378.0,459749096831.0
Nợ phải trả không phân bổ,Tài sản không phân bổ > Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,,,,5.020.812.859.008,,,,5020812859008.0
Tổng nợ phải trả,Tài sản không phân bổ > Tổng nợ phải trả,Tổng nợ phải trả,226.454.126.525,7.853.902.928,225.441.067.378,5.480.561.955.839,226454126525.0,7853902928.0,225441067378.0,5480561955839.0
