row_label_raw,row_label_full,col_0,31/12/2025 > Giá trị ghi số,31/12/2025 > Dự phòng,01/01/2025 > Giá trị ghi số,01/01/2025 > Dự phòng,numeric__31/12/2025 > Giá trị ghi số,numeric__31/12/2025 > Dự phòng,numeric__01/01/2025 > Giá trị ghi số,numeric__01/01/2025 > Dự phòng
Ngắn hạn,Ngắn hạn,Ngắn hạn,818.317.906.744,(65.000.000.000),1.010.348.660.148,(50.000.000.000),818317906744.0,-65000000000.0,1010348660148.0,-50000000000.0
Đặt cọc theo hợp đồng chuyển nhượng (1),Đặt cọc theo hợp đồng chuyển nhượng (1),Đặt cọc theo hợp đồng chuyển nhượng (1),28.171.274.000,-,11.971.274.000,-,28171274000.0,,11971274000.0,
Phải thu theo hợp đồng hợp tác và các biên bản thỏa thuận (2),Phải thu theo hợp đồng hợp tác và các biên bản thỏa thuận (2),Phải thu theo hợp đồng hợp tác và các biên bản thỏa thuận (2),212.256.241.875,(65.000.000.000),212.256.241.875,-,212256241875.0,-65000000000.0,212256241875.0,
Phải thu theo biên bản thanh lý thỏa thuận hợp đồng hợp tác đầu tư (3),Phải thu theo biên bản thanh lý thỏa thuận hợp đồng hợp tác đầu tư (3),Phải thu theo biên bản thanh lý thỏa thuận hợp đồng hợp tác đầu tư (3),524.000.000.000,,665.000.000.000,(50.000.000.000),524000000000.0,,665000000000.0,-50000000000.0
Tạm ứng,Tạm ứng,Tạm ứng,10.958.196.595,-,60.208.057.347,-,10958196595.0,,60208057347.0,
Lãi vay dự thu,Lãi vay dự thu,Lãi vay dự thu,28.776.836.070,-,46.397.856.863,-,28776836070.0,,46397856863.0,
Phải thu khác,Phải thu khác,Phải thu khác,14.155.358.204,-,14.515.230.063,-,14155358204.0,,14515230063.0,
Dài hạn,Dài hạn,Dài hạn,519.733.136.546,-,104.248.000.000,-,519733136546.0,,104248000000.0,
Phải thu theo các hợp đồng hợp tác đầu tư (4),Phải thu theo các hợp đồng hợp tác đầu tư (4),Phải thu theo các hợp đồng hợp tác đầu tư (4),224.748.000.000,-,104.248.000.000,-,224748000000.0,,104248000000.0,
Phải thu theo hợp đồng môi giới và bao tiêu sản phẩm (5),Phải thu theo hợp đồng môi giới và bao tiêu sản phẩm (5),Phải thu theo hợp đồng môi giới và bao tiêu sản phẩm (5),294.985.136.546,-,-,-,294985136546.0,,,
Tổng,Tổng,Tổng,1.338.051.043.290,(65.000.000.000),1.114.596.660.148,(50.000.000.000),1338051043290.0,-65000000000.0,1114596660148.0,-50000000000.0
Trong đó phải thu các bên liên quan (Chi tiết tại Thuyết minh số 7.1),Trong đó phải thu các bên liên quan (Chi tiết tại Thuyết minh số 7.1),Trong đó phải thu các bên liên quan (Chi tiết tại Thuyết minh số 7.1),3.140.779.353,-,3.178.901.853,-,3140779353.0,,3178901853.0,
